,T-reg_H-1,T-reg_H-10,T-reg_H-11,T-reg_H-13,T-reg_H-16,T-reg_H-18,T-reg_H-23,T-reg_H-25,T-reg_H-26,T-reg_H-27,T-reg_H-33,T-reg_H-36,T-reg_H-37,T-reg_H-4,T-reg_H-40,T-reg_H-43,T-reg_H-45,T-reg_H-49,T-reg_H-55,T-reg_H-56,T-reg_H-57,T-reg_H-59,T-reg_H-61,T-reg_H-62,T-reg_H-63,T-reg_H-64,T-reg_H-65,T-reg_H-66,T-reg_H-68,T-reg_H-69,T-reg_H-7,T-reg_T1D-1,T-reg_T1D-102,T-reg_T1D-104,T-reg_T1D-106,T-reg_T1D-118,T-reg_T1D-12,T-reg_T1D-121,T-reg_T1D-124,T-reg_T1D-127,T-reg_T1D-129,T-reg_T1D-132,T-reg_T1D-135,T-reg_T1D-137,T-reg_T1D-139,T-reg_T1D-14,T-reg_T1D-140,T-reg_T1D-141,T-reg_T1D-15,T-reg_T1D-153,T-reg_T1D-156,T-reg_T1D-158,T-reg_T1D-170,T-reg_T1D-174,T-reg_T1D-2,T-reg_T1D-21,T-reg_T1D-25,T-reg_T1D-28,T-reg_T1D-29,T-reg_T1D-37,T-reg_T1D-39,T-reg_T1D-42,T-reg_T1D-44,T-reg_T1D-52,T-reg_T1D-61,T-reg_T1D-73,T-reg_T1D-79,T-reg_T1D-8,T-reg_T1D-82,T-reg_T1D-86,T-reg_T1D-87,T-reg_T1D-88,T-reg_T1D-93,T-reg_T1D-96,T-reg_T1D-97,T-reg_T1D-98
SNX9,3.01678596299025,3.09265374442765,3.63739823424258,3.34717614192474,3.53121670143304,3.31677067171914,1.57954716112657,2.52258216783168,3.58470782751235,3.18760157509993,3.13965403617273,3.10420359322412,2.59232751023418,3.31901698062388,3.06032006188462,2.53319915157232,2.46250744653667,3.26277094845638,2.67772940941988,3.14694525868056,2.94661693449757,3.1064056397248,3.46449037741619,3.16935551120579,2.8439365949229,2.47765413932836,2.84326698467156,3.00001844581548,2.90456550027849,2.85662581838019,3.19203576711088,1.57954716112657,2.35809981799186,2.02234570486488,2.92254663548632,2.37368399423843,2.42272672457161,2.35749778399109,2.39655963462668,1.57954716112657,2.37059956399827,1.57954716112657,1.57954716112657,2.60817253412081,2.37519823967096,3.00247792884146,2.95629513725393,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.54077094694318,1.57954716112657,1.57954716112657,2.56314522578104,3.67716554299662,3.28944305106232,2.70935393657317,2.41957515317454,1.57954716112657,2.92860782022993,3.02860858840921,2.60716600351013,3.16175133397075,2.66107134416939,3.28277125420499,2.55013440492589,2.79726730732143,1.57954716112657,2.81759648760698,2.99601915958744,1.57954716112657,2.44008599677508,2.83513835819156
BSG,2.7682672396969,2.4790906740168,2.41332459591424,2.86605798552475,2.42626828873288,3.07081202916861,3.88220007562924,1.57954716112657,2.73707816878844,2.45020525317582,2.38756541397089,2.68153112457729,2.98516748182801,2.48785341360734,3.41052102536306,1.57954716112657,2.81017148539656,1.57954716112657,3.64764571293588,2.44608855412247,1.57954716112657,2.36921322303053,2.71718896242439,2.83434218089745,2.5709623807843,1.57954716112657,2.32440582952115,2.13494947327236,2.90456550027849,2.33260066085741,2.41662643881997,4.81291157158064,3.63115158873455,4.16720091487984,3.77310928672382,3.52569404704558,2.42272672457161,2.66717377737429,3.3737826451938,3.48513609893418,3.41522542113172,3.84196045713351,2.92790250276294,3.29609641806025,2.92580666127466,2.82350575679111,3.4643556831539,3.76491126273475,3.3031304885691,3.94689136794093,3.78028982964257,4.26230527697137,3.99931647342843,4.12053755137343,2.65645830136028,3.93714984808183,2.94600884270194,2.85790285166859,2.88495408819896,1.57954716112657,2.41957515317454,1.57954716112657,2.92860782022993,3.40556183014201,3.00503808516518,2.72493208133169,3.37820230837022,2.59963225764853,3.20516253637885,3.43257056724329,3.34943652630086,2.5498428864294,4.05954434911529,3.90203923936728,3.40764233287562,3.30677565887162
OAZ1,3.21896773727332,3.84357289506742,4.23619645871578,3.83130709672033,3.78717719238622,4.69280614035129,4.23999746846018,3.72702627457928,4.73405968145437,4.05840369757518,4.74496012339543,4.16388223075588,4.63210215298907,3.924481341662,4.31879224446584,2.90571631597527,4.44194256425124,3.26277094845638,6.2093599456176,4.09777607177132,4.02396275459445,3.26918469711432,4.53627458270881,4.25937430203644,4.18651422436132,4.22157883637719,4.21164631061685,4.47035599509377,4.53379065088101,4.85761889487171,4.16148901544326,5.52954389577588,5.93353686731735,6.47606955085459,5.85206239876855,5.6058380158081,5.09056524027951,4.43225486924051,5.85790990965729,6.52572095945312,5.5336370952819,5.66470556980402,3.78100919075519,5.09774692007655,4.65546057518252,3.96782017882567,4.53609343321722,5.55938801810223,4.31637782374974,6.11541529714332,5.49304307927816,6.07461551815357,5.7385185939374,6.1120856190532,4.63242023061223,4.97705875504054,4.0877443085056,4.81757123496771,3.88761009160197,5.3388129942439,3.88284848197991,3.89435837779146,4.5768079354263,4.21776626568122,4.47127813848035,3.93723975119961,3.82221202286489,4.73709712071122,4.9528267592847,4.25258497334914,5.759708966091,4.68647969506759,6.13184328989767,6.29129647200416,5.78404805842829,6.08560541075383
SNHG9,4.97506604247031,5.3842614981397,5.2506972283166,5.32274719192599,5.3093412056064,4.7695551101266,4.52340390798258,5.73994244954079,4.87530161725371,5.17082825694887,4.79643246395738,4.95168514352726,4.71988429981112,4.46610966845143,4.95924988202133,5.61852229501168,5.11234107345726,5.47454610046263,4.25840298398336,5.24652273742347,5.85431889680101,6.22319637704352,4.76412132849078,4.7715912128521,5.2492572779329,5.67965412273332,5.89694141513368,4.90183452535585,5.14822063925135,5.08899923176765,6.01834614172637,4.24608703466211,3.73694108742951,3.4769456182933,3.5492939872676,4.61818493497272,4.6157939689058,4.65593228524205,4.82289868020185,4.43376427782488,3.95763718178914,3.84196045713351,5.0162061834113,4.57458271699375,4.8091411948889,5.52221734111252,4.10407240470861,4.20914945668907,4.31637782374974,4.23792089437479,4.17813323957344,4.26230527697137,4.11753276920542,3.76331653453425,4.99362152951728,5.14960769198685,5.11258316923499,4.81757123496771,4.64372016066092,4.638331747894,5.40068248841802,4.95444247772919,4.81433209371854,4.78145495774446,4.91629417369702,5.94038221710566,4.74206620020479,5.37801502396976,4.9528267592847,5.13285541508209,3.47426869725318,5.13752188301352,4.002575258209,3.650457094054,3.81828309603426,3.78291118951307
VTRNA1-3,3.54229966985905,3.09265374442765,3.09110804687147,2.5038031419381,1.57954716112657,4.11446390208684,2.89878890758217,3.56543854710138,3.49487102328316,3.62767832978507,3.30529329936846,3.23603563952499,3.13720946230166,3.10660143732955,3.5078060694235,4.44746958391792,3.60561459906307,4.64172346124054,1.57954716112657,2.78789574189435,3.34432721716478,4.63788991267456,1.57954716112657,2.73068074509041,2.71728136501288,4.01711860250189,3.92247952469665,2.13494947327236,4.97152593167279,2.33260066085741,4.16148901544326,1.57954716112657,2.35809981799186,1.57954716112657,2.37318480294524,2.29159699782088,2.42272672457161,4.165440689083,2.05541789158311,1.57954716112657,1.57954716112657,1.57954716112657,2.54967820564063,3.16034060528796,2.69136405116992,3.29154337347553,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.89072704712472,2.54077094694318,2.65645830136028,2.7248817109602,1.57954716112657,2.85790285166859,3.10526022447352,2.70935393657317,3.19733231022532,3.00531447561236,2.92860782022993,1.57954716112657,2.31369529962857,3.72711060227444,2.66107134416939,3.28277125420499,2.92851622435139,2.79726730732143,1.57954716112657,1.57954716112657,1.57954716112657,2.13936396547665,1.57954716112657,2.22202226586994
RPS16,8.7150485354284,8.59611780783219,8.38978289629163,8.52228760436207,8.67426849772543,8.23713398345578,8.50578891175959,8.63519255393047,8.41569776021065,8.71795949589941,8.36317511917915,8.47974495706499,8.1558549446386,8.53691369541302,8.3430103069251,8.58410630815004,8.53037460970365,8.52273188521922,8.23899172828033,8.37524493977813,8.65090892419625,8.74536091168119,8.7169687423283,8.89404542331984,8.77958104819021,8.80904676998553,8.67650706778351,8.69051821160799,8.38546383749799,8.68515067113735,8.5520953006674,7.98227389296587,7.7334653482852,8.27416256936853,8.13653760097542,8.23847397304108,8.38215396989078,8.423667377525,8.59099054670369,8.14349238503647,8.20573913011244,8.15223315612559,8.5506860462536,8.21700014283835,8.37213361029115,8.56433262487604,7.82977017165239,8.14825310000281,8.5212217604759,7.86503290770295,8.41382252115764,7.85567961311847,8.12004065844222,7.64737192078103,8.15483973047434,8.24628971883336,8.29231379058878,8.33980326270164,8.46424116153189,8.08791946444056,8.26770524006558,8.53087067002602,8.41056755473997,8.35372892541655,8.19477511665448,9.0003064756547,8.98224634486919,8.44867451201796,8.29250796728186,8.36173604125228,7.74606092494826,8.41739738576283,8.09289421218565,8.27140362858211,7.95417470050015,8.27731275906375
COX4I1,7.08508409544726,6.78533782363047,7.17465967943887,7.0395811978539,7.268971108541,6.69427449422825,7.15485522951787,6.73406481102263,6.86845417250496,7.03557223436073,7.40526637439556,6.73050669386717,6.78443725872846,6.72352318105352,6.60369345942786,6.90273086651584,7.34861272324947,7.27591715947625,6.37666454835733,7.10987474578383,7.60927179361218,7.38795675750944,7.57626796780317,7.25125572073392,7.65567086644455,7.44775004827067,7.53872554101842,7.60199917540161,7.40494886401483,7.47183834668448,7.05725173667401,6.27979084995641,6.27052947589199,6.6037518863482,6.38854093991628,6.60114563014868,6.54002122901922,6.64762984247701,6.70504808211725,6.1709452905508,6.39545438795947,6.82937181139282,6.66254842639993,6.51506212480836,6.3300651068327,7.18332236239817,6.6409411272992,6.07267595588996,7.27293931738664,6.56106878369577,6.29960637737456,7.40993471637979,5.90731516995134,6.27507667308048,6.76550940534828,6.19644897828954,6.64011512327883,6.65893355702168,6.99332728261131,6.90313451562587,7.18562299084495,7.14961928712286,7.53710251882155,6.52645323131954,6.51230523426574,7.27414120353903,6.84556962111661,7.18303095339331,6.98523123502307,7.22254169506938,6.46249217371137,7.38667414573095,6.51365941325854,6.53081033545022,6.59682613972079,6.38550822214386
CORO1A,4.7609246154763,3.63936823466801,4.10962284851024,4.28393376656849,3.78717719238622,4.5691913096125,4.52340390798258,4.2787512307042,4.35211426433978,4.05840369757518,4.38872586763933,4.28002821971473,4.80250625086825,4.09474498563723,4.368682680159,3.74823566961021,3.60561459906307,3.59265631648193,6.1177934664716,4.58116233122513,3.80855414083404,4.04006586697118,3.71413567789974,3.42817578417662,4.01702227016809,2.83069328515247,4.00077762257955,3.69032959151681,3.17711328073874,2.85662581838019,4.82920259145926,5.89975316052304,5.49233718101203,5.63754878193562,5.39014441257921,5.60030415824224,4.79240067159989,4.7066799547692,5.74736342199866,5.58245706308272,5.44447295876642,5.0294464536817,4.17893531932804,5.50465236449097,4.35459928649899,4.41365554387169,4.62592743985661,5.52261319986976,3.90468882830395,5.5714929740039,5.5805357569731,5.54909962196994,5.1209253729208,6.07321139165714,3.98910953854742,5.14960769198685,4.51818332661025,3.94626629500274,3.44895469500879,4.9429084801602,4.54302018254986,3.89435837779146,5.01755009418708,4.83828706412707,4.57229591526847,4.55218297395478,2.66107134416939,3.61560643818002,4.88519437966541,4.82012163979856,5.61683478491033,4.05926115794242,5.83265032854749,5.96210222809776,5.60017831461415,5.60221195289921
RPL41,9.41387529636188,9.61842207010958,9.50066735077113,9.41188918167237,9.53161262853895,9.66108685171256,9.28685868251714,9.56889705321288,9.70036871974939,9.60409091269314,9.55962531420026,9.78928176437947,9.67128712649498,9.564346965257,9.9418493921085,9.75349589147972,9.4102748170424,9.3914675568048,9.7931548944213,9.70339827567651,8.53201414210564,9.3873310935043,8.66227131830022,8.69054871300124,8.6056605047141,8.69291617968008,8.8290019351594,8.83211079537471,9.27524717360588,9.05411046032017,9.54263375057291,9.93034736268468,9.7767378340016,10.0061566853587,9.88213035086305,9.89133329781625,9.72485332232494,9.83197061605873,10.0158775674477,9.93792620634535,9.56734170415476,9.76247196141848,9.73007075962719,9.64663201516582,9.89099527712533,9.52701232325692,9.44518994813526,9.8887253376375,9.29486356180858,9.9919957887626,10.046471118836,9.60508613136341,9.81709272131603,9.59977646194815,9.95584825420876,9.69285607144216,9.90529338654888,9.71833747872361,9.73874376503697,9.52530547492793,9.62520774692419,9.96065654668022,9.19158162892352,9.8882321997371,9.62504914134195,9.68605256258339,9.13003754676375,9.26615913973325,9.68545229813597,9.77410969435697,9.61176562637513,9.44022542015504,9.6645860741561,9.94769586891377,9.75232830323213,9.8531752795298
RPL21,10.0628122479043,10.1257313222258,9.92217859400842,9.88250013431766,9.91236755454468,9.64231838581567,10.0386597084978,9.84070105617685,9.73513959181164,10.1177768798441,10.1046762183929,9.68984297888503,9.66311907826026,9.61928173851286,9.88218604101352,10.1158645043535,10.240027358917,10.1950796602592,9.56991409888569,10.1762105100619,10.3895275790224,10.2046905264375,10.4280182421988,10.1826205605676,10.5181293772969,10.2890294023755,10.0794641737951,10.6752449753653,10.5542304623975,10.5186627520632,10.0726819652777,9.5531496202482,9.36934406830338,9.67914352106237,9.51973102024274,9.72112875294877,10.0843667080721,9.69301347738772,9.70592050172287,9.75241631480439,9.46197032547823,8.99190632490181,9.93628450642822,9.62072795899823,9.78673551858714,10.0073415264173,9.16446650380494,9.66544525230224,10.014499092454,9.65792632548711,9.76427815921408,8.81538672265325,9.24633268120436,9.35891917508611,9.84530666764193,9.64000427972472,10.1095332355851,10.0671372337381,9.98303015221102,9.8516910717414,9.82740897016602,9.88542154696304,10.0318736896191,10.0471282464657,9.77971809046359,10.2298738673157,10.0355137072912,10.143737745594,9.84818408952059,9.91072048032871,9.57692452908424,10.0739963063887,9.34696104293682,9.58133027281578,9.34425782362698,9.5660445731176
ARPC1B,3.01678596299025,2.67284253202654,3.69903748028401,3.13193799326416,3.20934200936926,3.61150142904829,3.73797602754683,3.27594894936259,3.89206996907143,3.18760157509993,3.8073668556552,4.10188437227112,3.27135856328573,3.86255431992231,4.26702933155028,3.39880896346187,3.4508886745241,3.59265631648193,5.57232406056815,3.14694525868056,2.94661693449757,2.68318848375355,3.15150216101216,2.92834455541339,3.2378976598567,2.47765413932836,3.44049381596388,3.45876793237488,3.58387254998408,2.85662581838019,3.51127492953124,5.38130188940082,4.75748955366696,5.40505892372361,5.5421203924084,4.84286716720059,3.99270488784617,3.73549267512626,4.99769053583671,4.68311370271547,4.97684781268538,3.84196045713351,3.92717859488496,4.66882612596842,3.55374399540278,3.52390745975547,2.95629513725393,5.14050118524835,3.3031304885691,5.76180215077445,5.01527629409684,5.54909962196994,4.32703847846833,5.65274494341142,3.81382121552499,3.93714984808183,2.94600884270194,3.67716554299662,4.21644617632859,3.45249344622839,3.3678465282569,4.41833683804552,3.4285170464061,3.69310472435213,4.47127813848035,3.47633049166303,2.66107134416939,3.28277125420499,3.78191395099594,4.06502220162958,4.96105088945267,3.83187952103022,5.51473792140882,5.82930433596548,5.09564231255855,4.8049677497729
CASZ1,2.43163990195842,2.67284253202654,2.41332459591424,2.5038031419381,2.76096378572017,2.26994414081064,3.17034257953065,3.16168468642255,2.73707816878844,2.79348386808589,1.57954716112657,2.44118021644975,2.59232751023418,2.48785341360734,2.74556735444778,2.53319915157232,3.06620433487219,1.57954716112657,1.57954716112657,1.57954716112657,2.28198457563194,3.26918469711432,2.71718896242439,2.31893644363408,2.39419048759665,2.47765413932836,2.84326698467156,1.57954716112657,1.57954716112657,1.57954716112657,2.41662643881997,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.93827188094404,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.37059956399827,1.57954716112657,1.57954716112657,1.57954716112657,2.37519823967096,2.82350575679111,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.52207954583264,2.14127688865806,1.57954716112657,2.7248817109602,1.57954716112657,2.85790285166859,2.17913867887087,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.77828365810921,1.57954716112657,1.57954716112657,1.57954716112657,2.30820651344947,1.57954716112657,2.45299328541308,1.57954716112657,2.69331907297504,1.57954716112657,2.13936396547665,1.57954716112657,1.57954716112657
HMGB2,3.91102359399742,4.12655517126376,4.70946490120145,4.62370178217514,4.85677095645737,4.97753289052605,4.60634072836106,4.32821841701463,5.49234700362555,4.38427579324746,4.63599377108965,5.30112131650387,5.18665983960226,4.97289487829889,5.02214568411661,5.20482943867651,4.27613114156897,4.16972456463919,4.51401454146704,4.3998015262262,3.45183977912072,3.65688116070877,3.92340430604372,3.73672816677302,3.5955604476263,3.30095718097426,4.45020865002489,3.52074317732376,4.35107950095368,3.57168249697505,4.9315993653933,5.66385652939086,5.72984563898921,6.61633652035195,5.5706694909206,5.98676303852135,4.73596155713782,5.51875223517127,5.94522573924504,5.38790896411272,5.13773896432814,5.66470556980402,5.30110268865269,5.22631938231848,5.6052861327745,4.30035923878312,5.50459176850256,5.09095543846067,3.3031304885691,6.48230192358478,5.24754750064568,5.54909962196994,5.37321052885778,6.35013104739745,5.28117722778903,5.79270468422005,4.84645918754081,5.25925433019331,4.64372016066092,4.52012456192962,4.33091148712988,4.7974113298194,4.39261208849562,4.59573202018987,5.19274985948696,4.27884909719321,3.82221202286489,4.22803150501065,4.88519437966541,4.98509882705655,3.96229022311225,4.63230225237917,6.02508153430002,6.13141272180067,6.70689462263448,6.26616426948794
RPLP1,9.86613963696409,9.95395846040625,9.64451185223793,9.7139551610988,9.76557556103717,9.6511073975965,9.5848071446438,9.79738014416509,9.67313170012106,9.77456079952339,9.73114621143698,9.7609545961972,9.50910637963904,9.66242550342353,9.89056363676892,10.0418084981448,9.86089334632727,9.72011039991073,9.56646082957213,9.55253971241339,10.2215687649065,9.77366265971115,10.0849565827094,9.86961137818826,9.96463509643761,9.90940716926685,9.82602424156223,10.1355215099414,10.0409970995953,9.80400027724427,9.55459392143369,9.38895313769485,9.41905269161971,9.63399993664456,9.38011449719249,9.61406857503607,9.67937716669714,9.36707872666095,9.65456849173788,9.25684407584574,9.28577880255788,9.42803735809727,9.77466384366375,9.7656687006209,9.66940293271401,9.83514630657014,9.3639876790234,9.3680010161919,9.88383363183321,9.42533613684657,9.33697417491899,9.38663783558137,9.29874394411319,9.22372910020612,9.51818200193423,9.31538123807314,9.79237116661151,9.75224704971787,9.61990005316279,9.71601996819953,9.83730498128773,9.74351039362645,9.74118000936358,9.54639767490703,9.73355984598022,10.2322565028359,9.68079160809598,9.62033448764723,9.76212778099976,9.50034385947821,8.96282367956795,9.45183888446165,9.49029233600356,9.61441781503203,9.48541801970174,9.6635999150638
RPLP0,7.98180424549627,7.50573604683034,7.28799942912411,7.46979696901853,7.34617203396607,7.40228908326755,7.51325891530162,7.64221873990993,7.53293015878281,7.6787435102697,7.56045447633859,7.63279943120594,7.49863710403193,7.37776133913984,7.63644401375103,7.83304738850098,7.68460177595336,7.63102035206311,7.27534089116416,7.74321833913972,7.8223621302817,8.05884294200357,8.24962092408405,7.9765232566219,8.29551407335786,8.1161714516937,7.71689565035995,8.26564168980946,8.07425289931299,7.72574232433932,7.2657106984939,6.93823869401744,7.09799300646936,7.46328338981539,6.93980269871889,7.67587151540959,7.62267420306001,7.24726802359518,7.47201973109259,7.13252161447067,7.24303774701601,6.58100496504502,7.31166202455668,7.62133171620339,7.26827759556363,8.01131133138945,6.96302246915122,7.14811713586084,7.79342682013307,7.22483972776993,6.84876640455472,7.08592616682626,7.05302173230932,6.99958801595996,7.25195020153078,6.60262332710653,7.56456703297168,7.50164312919494,7.39018855125966,7.8188627613543,7.28541938458744,7.38640411982696,7.54797548474853,7.21945100517438,7.48470691604163,7.95477172031244,7.96896387170955,7.4376223799073,7.61134218953103,7.66941579605109,6.8815684416817,7.69109123813668,7.13009008806771,7.41305084854898,7.04292760933546,7.11355759695402
PPDPF,4.97506604247031,5.18323951995449,4.92197589872569,5.32274719192599,5.27004036694272,5.34476308504656,5.19110655376934,5.37458901683535,5.17682338078476,5.06112994847689,5.46817472977348,5.06740916924819,5.18665983960226,5.25507963453658,5.19566458174113,5.20482943867651,5.37726312237098,4.769191057939,5.65297645711208,5.30886910251714,4.4235288124358,4.92934041642247,5.00521600809201,4.37801984769828,4.73777896862104,3.77592805505341,4.45020865002489,3.84024811863543,4.24980412320376,4.29897347302308,5.42693541310588,5.21586606173169,6.03533976059583,6.15214677705248,6.16400233497606,5.97400172887239,5.37406554149978,5.65293910351388,5.54855005127937,5.90665306237276,5.67090902126401,5.0294464536817,5.30110268865269,5.09774692007655,5.48981211690857,5.0217110307527,5.24884629606459,5.91167193577642,5.10880598301959,6.27978855788494,6.10729218521612,5.54909962196994,5.41872289506474,5.88395239842482,5.14465531436809,5.68516403802346,5.57479822484908,5.05552742592528,5.51045298960363,4.84850772510844,4.837653599423,5.64679645417814,4.95299978405368,5.09252642319312,5.39718282002177,4.78064606930973,5.29224512718818,4.93574179168574,5.7432101555037,5.67178685629123,5.42985332136227,4.42421760244022,5.93945851139337,6.08365238993378,6.02202751857765,5.93710387118445
PBXIP1,3.39128207635084,2.83263820204177,3.75788049606083,3.34717614192474,3.38085738696886,3.31677067171914,3.57578555298203,3.03481684415835,3.58470782751235,3.04653767417646,3.45079438129432,3.46257203346859,3.39189091410024,3.21761759297361,3.06032006188462,2.90571631597527,3.27406083457956,3.73001570856945,4.11027716999033,3.49795675473352,2.28198457563194,2.36921322303053,3.15150216101216,3.01465767981372,2.71728136501288,2.83069328515247,3.31740903963433,2.6710077636921,2.53234503886273,3.19661807622443,2.41662643881997,3.2524532899658,4.16707417033142,4.0446685372302,4.28022882553964,3.27799749947479,3.00247139710399,3.5145122131373,3.32292467391569,3.16937767823718,4.6419665242875,5.0294464536817,3.78100919075519,4.30665731823362,2.37519823967096,3.71993558890374,4.10407240470861,4.38652758250494,2.6126857575403,4.36307139363453,4.17813323957344,3.59419082505092,3.72602035693828,4.9507374451594,2.65645830136028,4.42213621065889,3.22562485332483,3.94626629500274,3.59026151176685,4.52012456192962,3.51738019206671,4.7974113298194,3.20526973454587,4.0317415339686,4.18091662602114,3.47633049166303,3.0769907393091,2.99495289422676,3.92812383129249,3.43257056724329,4.96105088945267,3.11985794397158,4.7131276541614,3.85542417977048,4.59862920037814,4.56546855985688
CD74,4.43723190618445,5.50409352357682,5.12817659593098,5.22762967633153,4.90910358900069,5.31964277380693,4.75879748211892,4.74495047497689,5.69505573930545,5.45683508026839,5.2654088103581,5.01896467835342,5.60754305727823,4.85456377437621,4.89343055799218,4.35307429606197,4.59004994373149,4.82884156679582,6.31205840032858,5.04121022087967,4.47220921430154,4.26936076830273,4.33709761525873,4.31997229809197,4.06142206104659,3.77592805505341,4.65373391219235,5.33222385118574,4.69531706947797,4.58072942057848,5.20070796590169,5.38130188940082,5.89070507529691,6.31034857177006,5.89778150139663,6.21351784930416,5.89219466983024,5.24002925730556,5.96054618877681,5.31669168713565,6.58756180234752,5.0294464536817,5.49402301799832,5.31566167027205,4.99103345729772,4.70688122011181,5.79978485104367,5.44609938566155,4.89076203839014,5.88959774119037,6.10729218521612,6.34159071530639,5.7385185939374,5.67891461416089,4.52549217060965,5.44233430496717,5.11258316923499,5.6689820595545,5.49370861786026,4.9429084801602,5.40068248841802,5.22432634692383,5.07929000177181,5.1383303577061,6.04312744434766,4.88232083651769,3.82221202286489,4.93574179168574,5.40203905615559,5.46513131931816,5.61683478491033,5.55339430772633,6.39014637195083,6.10294738500981,5.97244734974992,5.81855912768358
TSTD1,1.57954716112657,3.20283690802472,3.27390458042882,1.57954716112657,2.42626828873288,2.92433697634276,2.89878890758217,3.03481684415835,3.6686229790516,2.8847993512026,3.30529329936846,3.40975907744056,3.27135856328573,2.98348653496481,3.30487893346601,3.178461883731,3.06620433487219,1.57954716112657,4.18634571530916,2.78789574189435,2.94661693449757,2.36921322303053,2.3941227225945,2.92834455541339,2.5709623807843,1.57954716112657,3.18027960193488,2.53019148733508,2.53234503886273,2.33260066085741,3.19203576711088,3.2524532899658,4.49337560334818,4.55300863336295,4.28022882553964,4.44132253234613,3.20298946131319,3.92435141455971,4.34367014584239,4.68311370271547,4.12452996187255,5.0294464536817,3.42760274389628,3.72532551317178,3.96926858308663,3.41320029928984,3.23764807003452,4.38652758250494,1.57954716112657,4.10019372379883,4.05812882297617,4.26230527697137,4.11753276920542,4.233385356587,3.61154698199489,3.47625352129361,3.80766055310486,4.17013123054236,3.37180385268512,2.70935393657317,2.41957515317454,3.52755585734853,1.57954716112657,3.40556183014201,3.6290835748886,3.47633049166303,1.57954716112657,2.30820651344947,3.20516253637885,3.72320903673065,4.18710143628067,2.69331907297504,4.31329641694718,4.48801704275297,3.93065913091775,4.40761917079464
CNOT1,5.07109781087707,4.66832261199445,4.79295355884673,4.89687635412484,5.3093412056064,4.33519468747467,4.13089859265672,4.97705875504054,3.89206996907143,4.60344511852228,3.90738531209322,4.60157572125217,3.78323128701667,4.33828937810124,4.21324085327515,5.40359218012076,4.78642028517481,4.99402198538082,3.26130125549064,4.82985988034752,5.31166786796102,5.37728981547224,5.13235207777159,4.53886956879292,4.96037633320778,5.000601692147,5.0619781810438,4.37818448361892,4.69531706947797,4.41861944992235,5.28017157884346,3.84133469244456,3.3888969510316,3.90989850991746,3.77310928672382,4.5501053413578,4.48433671777958,3.83329493087208,4.39053181949737,3.73675619194164,4.12452996187255,1.57954716112657,2.92790250276294,4.04708647677023,5.0330760454455,4.87304833462244,3.65599545209538,4.00530049121267,4.43005197886218,4.10019372379883,2.92741458972059,3.59419082505092,3.3793184100382,3.26894285836718,4.40968017145537,4.2787512307042,3.95501496300897,3.33653272035791,4.03842937128556,3.70098262727893,4.72709880758603,3.52755585734853,4.5768079354263,4.3815136090527,4.57229591526847,5.22872829031939,4.15331811325689,4.69377278064457,3.92812383129249,5.13285541508209,3.34943652630086,4.4869056911833,3.67424083312154,3.40646260514092,3.93065913091775,3.78291118951307
RPL30,8.93663392202373,8.89418456704123,8.60092030912286,8.73920967070173,8.73651029609112,8.68637531574702,8.69947710350394,8.71685838525021,8.75084586485992,8.91190510309336,8.84900735724676,8.50903347716304,8.54176412737683,8.73854002130771,8.64240162889015,8.89028585791164,8.61355383027298,8.88756624939545,8.29848998973522,8.89799381673941,9.13728466729949,8.98376975288327,8.93740977393561,8.88672707198523,8.98856991282076,8.98282869371256,8.76830783303506,9.00954861482469,9.02873463176398,9.02441659049086,8.65567352852463,8.281911977558,8.1907706100768,8.60902408779563,8.4965862891344,8.67794730670955,8.70258666239572,8.68004003576682,8.73349879554625,8.46347139775894,8.3633926007405,8.32388545318874,8.89060908395148,8.55461483991639,8.54415160062375,8.74206513107588,8.06140706650379,8.68842254910793,8.87087963780017,8.48559982000881,8.49456121466283,7.85567961311847,8.53938957299462,8.04592201582499,8.65682944529514,8.55878498792092,8.68541401739445,8.68525363332045,8.64120384073056,8.74251665950357,8.65106588747994,8.48062959537629,8.6614191725646,8.86043327543712,8.6656739216919,8.70331440687075,9.10258978848077,8.68541401739444,8.64105019372709,8.75776326558566,8.18519334971847,8.73034341812659,8.26666871847718,8.55451181870012,8.0526929764292,8.34036731621078
