,T-reg_H-1,T-reg_H-10,T-reg_H-11,T-reg_H-13,T-reg_H-16,T-reg_H-18,T-reg_H-23,T-reg_H-25,T-reg_H-26,T-reg_H-27,T-reg_H-33,T-reg_H-36,T-reg_H-37,T-reg_H-4,T-reg_H-40,T-reg_H-43,T-reg_H-45,T-reg_H-49,T-reg_H-55,T-reg_H-56,T-reg_H-57,T-reg_H-59,T-reg_H-61,T-reg_H-62,T-reg_H-63,T-reg_H-64,T-reg_H-65,T-reg_H-66,T-reg_H-68,T-reg_H-69,T-reg_H-7,T-reg_T1D-1,T-reg_T1D-102,T-reg_T1D-104,T-reg_T1D-106,T-reg_T1D-118,T-reg_T1D-12,T-reg_T1D-121,T-reg_T1D-124,T-reg_T1D-127,T-reg_T1D-129,T-reg_T1D-132,T-reg_T1D-135,T-reg_T1D-137,T-reg_T1D-139,T-reg_T1D-14,T-reg_T1D-140,T-reg_T1D-141,T-reg_T1D-15,T-reg_T1D-153,T-reg_T1D-156,T-reg_T1D-158,T-reg_T1D-170,T-reg_T1D-174,T-reg_T1D-2,T-reg_T1D-21,T-reg_T1D-25,T-reg_T1D-28,T-reg_T1D-29,T-reg_T1D-37,T-reg_T1D-39,T-reg_T1D-42,T-reg_T1D-44,T-reg_T1D-52,T-reg_T1D-61,T-reg_T1D-73,T-reg_T1D-79,T-reg_T1D-8,T-reg_T1D-82,T-reg_T1D-86,T-reg_T1D-87,T-reg_T1D-88,T-reg_T1D-93,T-reg_T1D-96,T-reg_T1D-97,T-reg_T1D-98
TRAPPC6A,1.57954716112657,2.22068540241632,2.87257439460522,2.86605798552475,2.76096378572017,3.07081202916861,1.57954716112657,2.25219944321332,1.57954716112657,2.29395207012415,1.57954716112657,3.46257203346859,2.80811200709081,2.68333586269448,2.91473459903383,2.90571631597527,2.46250744653667,1.57954716112657,3.85241987593579,2.78789574189435,2.28198457563194,1.57954716112657,2.3941227225945,2.1052026177155,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,3.17711328073874,2.63309072257353,1.57954716112657,3.2524532899658,1.57954716112657,3.75994198550556,2.68861412435129,3.66719950823164,3.52389905732504,3.24604117862258,2.96033236284657,4.43376427782488,2.91835933257837,4.55882357621348,2.92790250276294,3.41800576138642,3.28097999364545,2.60525303641229,2.95629513725393,3.62593909532013,1.57954716112657,3.57407394011489,4.05812882297617,3.59419082505092,3.5644881352857,3.34260924275588,3.07084769263192,3.47625352129361,3.45105297438945,2.85790285166859,3.10526022447352,3.14112342243041,2.41957515317454,3.00531447561236,2.5502024927556,2.77828365810921,3.15887268785377,1.57954716112657,1.57954716112657,2.30820651344947,1.57954716112657,2.79726730732143,3.21026143814328,2.14670649037518,3.94308722486609,4.18962804341046,3.03033195554683,3.30677565887162
SNHG8,4.7609246154763,5.36327456820664,5.65669110670684,5.07186248963642,5.14518223978002,5.31964277380693,5.293792006968,5.52793844120844,5.49234700362555,5.46912385007147,4.79643246395738,5.01896467835342,5.18665983960226,4.82336555721187,4.95924988202133,4.53585752747237,5.25095012912613,5.71311662695914,4.25840298398336,5.46292370543469,5.76100491388392,5.40896504713018,5.69458373388892,5.50774421769393,6.1972403529408,5.80878720295225,5.26026249801045,6.0817615723246,6.14428268436886,5.865466962074,5.52788991518765,3.84133469244456,4.23881087369185,5.0669563758696,4.28022882553964,5.0033246590521,4.79240067159989,5.27382618406125,4.64269906814507,5.1626069565809,5.01881262756296,5.382129460782,5.44817998974252,4.91870774356283,5.15221278470285,4.87304833462244,4.22543729844739,5.3230509653339,4.96723160531065,5.46592676304913,4.95074528739976,4.70892422382621,4.50887473508896,4.76635875238959,4.91161105723549,5.507013010872,4.69189256170811,5.43746468826583,4.37395776090603,4.52012456192962,4.88984297353118,5.22432634692383,5.07929000177181,5.04519641845366,5.22381162468085,5.06606440754159,5.15555508425084,5.29412600522997,5.19508292187037,5.30864827733903,4.79274598912956,5.11807394615736,4.74747884599128,5.21646951422176,4.53078305204161,5.0365826367209
MYL12A,4.43723190618445,4.07451547220733,4.42424611406334,4.69712646776843,3.78717719238622,4.17307163301953,4.82924603596747,4.00040771643701,4.400105914058,4.43605018345323,4.08742668812314,5.01896467835342,4.21241082511478,4.50622932839456,4.31879224446584,4.02340628770662,3.98243187641837,4.50149323759669,5.97893135532415,4.27839197213518,3.64254234170145,4.33798947987253,4.18633733361235,4.5133194893133,4.62630465023223,4.22157883637719,4.91252073544923,4.31314235843174,4.44543669959814,4.36009013323737,4.59895918857375,5.78664936193324,5.46333947837876,5.96781607542163,5.48325411642119,5.68114739011148,4.67716319745613,4.43225486924051,5.17981931117258,5.85745793284101,5.05957143424235,5.382129460782,4.57555080978429,5.28649861612194,4.48284011298849,4.56794659069708,4.86535471963904,6.34896206642897,4.43005197886218,5.716541531502,5.24754750064568,6.76131335208824,5.77390434318845,6.24041944273942,4.63242023061223,4.7805387643225,4.9178230630566,4.17013123054236,4.37395776090603,4.74733988791639,4.60710499631184,4.41833683804552,4.29045025751655,4.3815136090527,4.75477947412897,3.16175133397075,3.82221202286489,4.02974087985973,4.66036156130689,4.82012163979856,6.11875912255097,4.88446039123509,5.66479506256273,6.07390686863005,5.69506004377107,5.21222354018453
LSP1,2.43163990195842,3.48270177855543,3.69903748028401,3.52983769419277,3.89849760263869,4.33519468747467,3.57578555298203,3.03481684415835,3.95888085312463,3.71721872403887,3.58100631318699,3.78102312952518,3.78323128701667,2.98348653496481,3.90686874797367,2.90571631597527,2.81017148539656,1.57954716112657,5.19467897165592,3.64199513252491,2.94661693449757,2.91611320895535,3.15150216101216,3.23951454361046,2.95650873332952,2.47765413932836,3.18027960193488,3.74223481976093,3.39731361745168,3.19661807622443,3.76536845870982,4.24608703466211,4.60506503854212,5.10341758278496,4.80309321910347,5.13981807023141,4.48433671777958,4.08975307281802,4.98266287984093,4.79291177149965,4.88899323911796,5.382129460782,3.42760274389628,4.62249684145305,4.28572859448715,3.15608228577573,4.33692337456464,5.44609938566155,3.01242269292752,4.94230534101279,5.13614943019394,6.34159071530639,4.22628469876593,5.58514924930886,3.37107184483777,4.88221191369294,3.95501496300897,4.362380550928,4.29745229932985,3.45249344622839,1.57954716112657,3.00531447561236,3.4285170464061,3.557476433925,3.97162683159948,3.93723975119961,2.66107134416939,2.30820651344947,3.4283983144836,3.43257056724329,5.00017468181606,3.42788994200357,5.59173163337283,5.46117881191078,5.27068757886211,5.00961959033456
ARPC3,3.79929026691849,4.07451547220733,4.45897314526582,3.68933001361983,3.66553508128387,4.17307163301953,4.43522133478809,3.72702627457928,3.82172486510848,4.55763155364519,4.16918895470911,4.25190077163177,4.38500840792736,4.24599639096276,4.55202721969507,3.39880896346187,4.36152067797218,3.26277094845638,5.48685425096999,4.09777607177132,4.47220921430154,3.65688116070877,3.82291611239666,3.94749170542129,4.33728051215038,3.77592805505341,4.07476815619373,4.83468380925247,3.39731361745168,4.29897347302308,4.77507746304975,4.81291157158064,5.05975582198531,5.41473601643261,4.89687908836174,5.39815765440932,4.6157939689058,4.00959058322506,4.96747415769217,5.24173129814319,4.93360209335354,4.55882357621348,4.48651714182324,5.09774692007655,4.28572859448715,3.62566396135037,5.35670098056226,5.0396191333294,3.53669381241255,5.01931111497762,4.65836950331438,6.93274146249025,5.1209253729208,5.62608829622664,3.98910953854742,4.55207965403603,4.0877443085056,3.94626629500274,3.93979311581813,4.74733988791639,3.9851151663519,5.22432634692383,4.48775403555207,4.0317415339686,4.6665021823276,4.55218297395478,4.53544017260617,4.09910087702481,3.92812383129249,4.33754088583186,5.00017468181606,4.54689235615307,5.53437820050014,5.3999139194727,5.14146346556864,5.32561179671743
AL592284.1,3.91102359399742,3.09265374442765,3.43228825471739,2.86605798552475,4.00122034597401,3.20027081867235,3.17034257953065,3.80084934223308,2.90516241547922,3.18760157509993,4.00041598714388,3.40975907744056,2.59232751023418,3.21761759297361,3.5078060694235,3.74823566961021,3.4508886745241,3.59265631648193,3.09915112023726,3.88935191169402,4.08871066098853,3.76361005721233,3.92340430604372,3.48511050983205,4.22578584904661,4.31337572115528,4.45020865002489,3.63625801912456,4.35107950095368,4.0229643118563,3.87593950001301,1.57954716112657,3.51585069513597,2.93490611480145,2.92254663548632,3.04198738746818,3.20298946131319,3.38762624844589,2.80694525327963,3.48513609893418,3.10892179895477,1.57954716112657,3.61647564027599,3.72532551317178,3.4248855148208,4.24001864863212,3.23764807003452,3.29178340651389,3.90468882830395,2.63448893426615,3.42697022377526,1.57954716112657,2.89072704712472,3.10618307055599,3.37107184483777,1.57954716112657,2.56314522578104,3.33653272035791,3.65542344040826,3.14112342243041,2.75185892803208,3.89435837779146,1.57954716112657,2.77828365810921,2.60716600351013,2.72493208133169,3.37820230837022,3.28277125420499,2.92851622435139,3.05099807639234,2.64248370970212,3.78133581070417,3.12005664471166,2.8022779865861,3.5596871739834,2.67505453805979
FAU,8.10503282344968,8.04089980156989,7.80428861002765,7.86496557628317,7.84215308335293,7.70211185215557,7.86781820787951,8.00009295013519,8.04637253213148,8.21388108175756,7.89392420801308,7.93861300984336,7.75074094214041,7.95985621585289,8.05696744080719,8.2978497563832,8.00959129161299,8.08852705821827,7.85330889514373,8.27530568874438,8.16879645788418,8.12201405859341,8.06163659206702,8.06131655077372,8.14901639440081,8.25822189932797,8.04523975683926,8.07964636653447,8.13795078953441,8.17571501834804,7.94249982643221,7.5000463193164,7.3554284183365,7.83728165087866,7.89368669937872,7.88986171192214,7.73364388577603,7.86399871610174,8.07906973733692,7.67614064017246,7.63289721706592,7.84906590684277,7.93355975270839,7.83670794157572,8.0403734516135,8.12152545335737,7.64112998521612,7.64222384945266,7.95094325779071,7.86503290770295,8.15460575081551,7.40993471637979,7.52635194253252,7.36760275005909,8.06372455603273,7.78323397916713,8.10827977288509,7.94456045997042,7.96876399266128,8.01449178115278,7.93435390295693,7.78869896737333,8.01566428762627,7.94416348728884,7.99905383203879,8.0764720402362,8.00894224809768,8.00395901560978,7.66225702738049,7.9254670459948,7.50446913388761,7.79202078262712,7.62119240325788,7.9242383542429,7.44789337685009,7.8686213536854
FBXW5,2.43163990195842,1.57954716112657,2.41332459591424,1.57954716112657,3.00816153790672,2.26994414081064,1.57954716112657,2.52258216783168,1.57954716112657,2.45020525317582,2.38756541397089,2.78123046029609,2.59232751023418,2.22702932224063,2.26476371954352,1.57954716112657,2.46250744653667,2.45616474372077,3.40390381936929,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.31893644363408,2.15936042404382,1.57954716112657,1.57954716112657,2.13494947327236,1.57954716112657,2.33260066085741,2.41662643881997,3.84133469244456,2.89809057845672,2.72533464380154,2.68861412435129,2.44736230582837,2.42272672457161,2.35749778399109,2.62540478754899,2.7306975078411,2.91835933257837,3.84196045713351,2.92790250276294,3.00638495799168,2.92580666127466,2.31230137115612,1.57954716112657,3.47004166040626,3.3031304885691,1.57954716112657,3.78028982964257,4.70892422382621,3.72602035693828,3.26894285836718,2.65645830136028,3.16168468642255,3.45105297438945,1.57954716112657,3.00067590557924,1.57954716112657,2.41957515317454,3.00531447561236,2.5502024927556,3.40556183014201,2.60716600351013,1.57954716112657,1.57954716112657,1.57954716112657,2.55013440492589,2.45299328541308,3.21026143814328,2.37662986301354,2.99601915958744,3.18536559002311,3.03033195554683,3.09559510907232
TCERG1,3.01678596299025,3.711050288212,2.74335152136787,3.68933001361983,3.89849760263869,2.75408592664554,3.38980496850419,3.64876628552994,2.73707816878844,3.58045656862504,2.94580899414263,3.56193630623759,2.59232751023418,3.41253731884135,3.18902712423865,3.74823566961021,3.4508886745241,3.05606949999996,2.36521844634193,3.14694525868056,2.94661693449757,3.65688116070877,3.71413567789974,3.36849095204348,3.5955604476263,3.63645152009822,3.0246851443121,3.93149284343606,2.90456550027849,3.67525908536652,3.3621069276877,1.57954716112657,3.3888969510316,2.64412218167896,2.68861412435129,2.51463613653479,3.65784970388678,2.66717377737429,2.39655963462668,2.7306975078411,2.37059956399827,1.57954716112657,2.92790250276294,3.00638495799168,3.4248855148208,3.15608228577573,2.57080330282005,2.47248216306262,3.53669381241255,3.57407394011489,2.54931553746191,1.57954716112657,2.89072704712472,3.19040906934384,3.07084769263192,2.7248817109602,3.22562485332483,2.85790285166859,3.20098465794625,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,3.02860858840921,3.29452695789063,3.16175133397075,3.37820230837022,3.51422347932461,2.55013440492589,3.43257056724329,3.05222161632773,3.42788994200357,2.69346878408577,2.5375733734527,2.44008599677508,2.48093757819754
AES,3.6771727528436,3.711050288212,3.97002892756268,3.52983769419277,4.26950835835485,4.43357048578202,3.73797602754683,3.80084934223308,3.82172486510848,3.80098955986656,4.00041598714388,4.48653372372064,4.01486122391849,4.5452262536414,4.03785916833861,3.58548284993998,3.74360478877411,3.43868210493205,5.00205538387535,3.99759822522971,2.94661693449757,2.36921322303053,2.95639934517695,3.09465847195753,2.95650873332952,2.47765413932836,3.31740903963433,3.00001844581548,2.90456550027849,3.0396882077793,3.6445883977083,4.81291157158064,4.70849660946733,5.02953417731952,4.5369934269034,4.95183394991225,4.17689180453126,4.6032794408615,4.96747415769217,5.1626069565809,4.69496326009514,3.84196045713351,4.39139789077009,4.71367469830845,4.65546057518252,2.60525303641229,4.33692337456464,4.30069138954547,3.01242269292752,4.77444720405039,4.95074528739976,5.54909962196994,4.22628469876593,4.9507374451594,3.98910953854742,4.55207965403603,4.31969945941524,3.33653272035791,4.58100995072279,3.70098262727893,3.65100225097728,4.18134989130542,3.78204897496768,4.66040828962277,4.47127813848035,2.72493208133169,3.0769907393091,3.40394056211986,3.61733157833311,4.25258497334914,4.49522883569703,3.42788994200357,4.78101154392913,5.04653774675531,4.30480825307906,4.77315212573775
HLA-E,5.66899237771211,5.25344400335992,5.21101716187189,6.44466270188919,5.58998606817702,5.67659058421477,6.87094434496648,5.60870814239241,5.98499936144591,5.72604661150181,5.9903787545683,5.94184111078124,6.00326544187646,5.97194398260438,6.02060304027495,5.65788972727153,5.85281644197453,5.86207618361251,6.51222368806428,5.99123423313143,5.38874564076078,5.09483870879677,5.82518097999568,5.6418019308524,5.95653753362927,5.53771991151415,5.72935741156795,6.0131547034712,5.61615100481474,5.6662531001652,5.84695951225773,6.43776811865752,6.64978352340187,6.88251526734656,6.20091156074434,6.47112289561794,6.12758085926313,6.03325322993425,6.0775600707501,6.73053785719235,6.573660950739,6.43865983964509,5.49402301799832,6.37038766228291,5.45942595791356,5.72989901127534,6.19679692607609,6.68385294705639,6.15836342833849,6.50903925870927,6.64135399568708,6.6672880925339,6.677692466231,6.98397546839385,5.52034363051882,6.3449479727791,5.77892357015736,6.42642602808037,5.54336494399063,6.37525412333217,6.11738514270215,6.11140693566749,6.10980142771207,6.17979072070126,6.46136945775446,5.62832637640377,5.15555508425084,5.17399620227096,6.66387508443602,6.26701845592472,6.59516671142088,5.94276074391076,6.64552182731447,6.64699376907327,6.28819380060194,6.55244064449209
SLC37A3,3.01678596299025,2.97049916072999,2.98735000561441,3.34717614192474,3.00816153790672,2.54702820778177,2.89878890758217,3.38020047625289,3.17781279675916,3.11925634997049,3.13965403617273,3.29677255614371,2.80811200709081,2.84449674865042,2.91473459903383,4.35307429606197,2.46250744653667,3.43868210493205,2.36521844634193,2.78789574189435,2.77386130802735,3.54050667632449,2.95639934517695,3.3057336770515,3.15162451548403,2.47765413932836,3.18027960193488,3.00001844581548,3.39731361745168,2.85662581838019,4.0728517266429,1.57954716112657,2.89809057845672,1.57954716112657,3.11361193433315,2.19773815982495,2.42272672457161,2.89711340285444,2.80694525327963,2.7306975078411,2.6850825836476,1.57954716112657,1.57954716112657,2.31442879130269,1.57954716112657,3.52390745975547,3.23764807003452,2.82368895943175,3.3031304885691,2.63448893426615,2.54931553746191,3.59419082505092,2.52207954583264,2.14127688865806,3.07084769263192,1.57954716112657,1.57954716112657,1.57954716112657,2.17913867887087,3.14112342243041,2.41957515317454,1.57954716112657,3.4285170464061,1.57954716112657,2.31369529962857,3.16175133397075,1.57954716112657,2.81681285217187,2.92851622435139,3.43257056724329,2.33945723740121,3.61678463324566,2.23316041949112,2.5375733734527,2.77974418459261,2.22202226586994
