,C-Monocyte_H-1,C-Monocyte_H-10,C-Monocyte_H-11,C-Monocyte_H-13,C-Monocyte_H-16,C-Monocyte_H-18,C-Monocyte_H-23,C-Monocyte_H-25,C-Monocyte_H-26,C-Monocyte_H-27,C-Monocyte_H-33,C-Monocyte_H-36,C-Monocyte_H-37,C-Monocyte_H-4,C-Monocyte_H-40,C-Monocyte_H-43,C-Monocyte_H-45,C-Monocyte_H-49,C-Monocyte_H-55,C-Monocyte_H-56,C-Monocyte_H-57,C-Monocyte_H-59,C-Monocyte_H-62,C-Monocyte_H-63,C-Monocyte_H-65,C-Monocyte_H-66,C-Monocyte_H-68,C-Monocyte_H-7,C-Monocyte_T1D-1,C-Monocyte_T1D-102,C-Monocyte_T1D-104,C-Monocyte_T1D-106,C-Monocyte_T1D-118,C-Monocyte_T1D-12,C-Monocyte_T1D-121,C-Monocyte_T1D-124,C-Monocyte_T1D-127,C-Monocyte_T1D-129,C-Monocyte_T1D-132,C-Monocyte_T1D-135,C-Monocyte_T1D-137,C-Monocyte_T1D-139,C-Monocyte_T1D-14,C-Monocyte_T1D-140,C-Monocyte_T1D-141,C-Monocyte_T1D-142,C-Monocyte_T1D-15,C-Monocyte_T1D-153,C-Monocyte_T1D-156,C-Monocyte_T1D-158,C-Monocyte_T1D-170,C-Monocyte_T1D-174,C-Monocyte_T1D-2,C-Monocyte_T1D-21,C-Monocyte_T1D-25,C-Monocyte_T1D-28,C-Monocyte_T1D-29,C-Monocyte_T1D-37,C-Monocyte_T1D-39,C-Monocyte_T1D-42,C-Monocyte_T1D-44,C-Monocyte_T1D-52,C-Monocyte_T1D-61,C-Monocyte_T1D-73,C-Monocyte_T1D-79,C-Monocyte_T1D-8,C-Monocyte_T1D-82,C-Monocyte_T1D-86,C-Monocyte_T1D-87,C-Monocyte_T1D-88,C-Monocyte_T1D-93,C-Monocyte_T1D-96,C-Monocyte_T1D-97,C-Monocyte_T1D-98
HLA-DMB,2.96154290476413,3.65844069047027,3.70496604131935,3.6055142987683,3.79177266680302,4.45842172271732,2.90420532050642,3.55397502287326,4.3413310797236,3.93412763354864,4.19243929526025,4.02392050610751,3.72096531961494,3.34239857688065,4.27572345841385,3.93733272639181,3.70554821128777,2.72415151813157,5.36944435218461,4.32688783396557,1.58920371181388,3.84003557890617,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.67621274331827,5.49526896788741,5.16839248958193,5.47178742326439,5.04598463919053,4.98996949046832,4.77394943051776,4.96227452415051,4.68448125471842,3.65465990511285,4.20886329086165,5.73762486303237,5.78235248178985,4.93634823746835,4.45960779331697,3.48072566343756,4.46823260700228,4.71982027992868,3.94655237560069,3.08152388454432,5.82948507088365,5.30788193534443,5.63325956433218,5.08672769866435,5.55512053815971,4.08883915396646,4.4989166799101,4.38323876127462,4.25865411181021,4.28937668335127,3.42311670735931,4.08499405912101,3.88365794098294,3.42768311491307,1.58920371181388,3.8808074937729,3.80161076311684,3.21459527241238,3.80965653130517,3.94424812030185,3.54979861061749,5.07424214090184,4.55370321363502,4.54635102498133,5.20384321399216,5.42133435567165,5.11340953039439
C1orf162,3.65952591693597,3.32138213164042,4.5309969051046,4.08590457908946,4.36394212559642,4.45842172271732,4.0151231067023,4.4494728268659,5.15175006973725,3.93412763354864,3.90534424011349,4.57880833441004,4.41298652105555,4.36682935600459,4.57135881450382,4.51953955057081,3.70554821128777,4.41095927957989,6.42612082229476,4.53295475823935,1.58920371181388,4.12195910688575,1.58920371181388,1.58920371181388,1.58920371181388,4.71074273143841,1.58920371181388,4.44599491563963,6.12455938440482,5.93614033163629,5.94998711853545,5.87033919262929,5.74046268835407,5.72254689295703,5.64077636218966,5.92452475055588,5.83097988748407,5.26336679388073,5.73762486303237,5.35502996624894,6.24548830692427,6.04441395299485,4.31166376383045,4.54318912751898,6.3025784716049,5.66629064792298,3.91543510959526,6.46229952895011,6.17428118407898,6.5258865651718,5.75305450103889,6.214399537194,4.72411506075254,5.38675939021286,5.1592161774496,5.18436432070683,5.19251554958685,4.67210348133306,4.51422130051762,4.40488428613722,4.48320770222282,1.58920371181388,4.32203158434013,1.58920371181388,4.53097629527229,3.92141397853864,4.52744526274135,4.49769484316455,6.38733640952621,5.15049575995093,5.80861553654788,6.06708647556017,6.08937757252445,5.95654060389549
ATP5H,4.04184947705614,3.32138213164042,3.97563665807862,4.20644932489962,3.7183894816598,4.37789114250747,4.4373677138771,4.2748996054159,4.87310936067954,4.34793457752311,4.19243929526025,4.79055728264644,4.33865271402788,4.20393098758091,3.98272288834473,4.08983818246026,4.09346803721991,3.55864855918511,5.4006683604262,4.32688783396557,1.58920371181388,4.28181187450962,6.65532793731775,4.86767343856876,1.58920371181388,1.58920371181388,1.58920371181388,4.06058063811302,5.24299136490554,5.24748192916278,5.28336911068061,5.60258818499407,5.19770913490038,5.18871470433935,4.94442035596856,5.1846338513737,5.40187685548786,4.80473397212847,6.26987311248868,6.25101146306246,5.30729519901015,5.26962914200322,4.47836992981215,5.01844818064414,5.41824091259134,5.34880299647779,4.3591894336835,5.48330157577177,5.21798877598572,5.40976800073509,5.0091454773298,5.50418623466529,4.54284691642501,5.1316712702508,4.93529110239154,4.70409542687092,4.7375231545558,3.90019626205158,4.35128454912012,3.88365794098294,3.42768311491307,6.23494533958607,4.56220705770604,4.08041017689848,3.79128858583179,4.65079128181969,4.2981494282891,4.44412563617614,5.25922411691941,5.26730410755842,5.22285420840006,5.43569627184799,5.30781203342065,5.29617891642132
AIF1,6.46057614323409,7.38493181746323,6.57659149388166,5.93883991187913,7.05781670907486,7.73504242359499,5.43618057618044,7.65336823530366,8.33106916302101,8.03537787258075,4.63188583833546,7.89786042592164,7.3971685560299,7.92203894165148,7.51592413514938,7.38846263888674,4.394512561976,6.02981233307228,8.8353551270646,7.77663828230198,1.58920371181388,6.61848074872781,1.58920371181388,1.58920371181388,6.61848316803807,5.19146440904502,1.58920371181388,7.12142566679434,8.65388866042563,8.64343482643582,8.66881949516115,8.72470409770622,8.58977037969736,8.49174942990974,8.40061810371041,8.3613941921828,8.44651726932097,8.17620747800725,8.97971591958182,8.64195228216745,8.63015890499941,8.8613955837606,6.62721126593657,7.96804280411143,8.83448263914797,8.96689692394259,5.8513692302372,8.72316233894987,8.59138715214696,8.65391135234757,8.418365019221,8.18894570050938,7.81907692120886,8.29827186875252,8.45138055895135,7.88435272566454,8.06483576867735,6.18045656464731,7.53114772901286,5.87974343081727,5.94750832150094,9.45166821895665,7.56715937718548,6.51850743134363,5.6844815565342,6.73460737558719,7.38411063886319,7.40981437773746,8.62130156422527,7.80215000946015,8.47829441118787,8.70086580556506,8.65035913677239,8.29387687439825
GIMAP4,1.58920371181388,1.58920371181388,2.60160147814948,2.46738708521525,2.72362544753853,2.10582592408812,1.58920371181388,2.94150903421409,2.60281777042416,1.58920371181388,1.58920371181388,2.45550971327972,2.68842945522836,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.27105066641102,5.09147631400196,3.21272697879735,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.02307782998627,3.98615480680977,3.46477965324378,3.82970934408131,3.79837844286893,3.09993905782365,2.89980776425789,3.3819990165136,5.12677052085773,3.33486850629144,6.26987311248868,1.58920371181388,4.17766850042397,3.41029146633276,2.48267458495073,2.81836690745485,4.8591214126271,1.58920371181388,2.66688039757035,4.44750629486017,4.26971038640447,3.9553857112161,4.02401166883551,4.34601639768917,2.81503227579798,3.50772461836293,3.03771019001374,1.58920371181388,2.55513042923114,2.73047895646709,2.71148618740405,1.58920371181388,1.58920371181388,1.58920371181388,2.84881595849048,2.94498782352197,2.43346970183186,3.02694818232068,2.63777479681601,2.32883759789993,4.62524472843435,3.47992863072909,3.27727885150588,4.02701131574024,3.66402649841822,3.1685847650308
RP11-465B22.3,3.46831232098583,4.65507431376467,3.81997775220082,2.94843779723441,3.46921837064341,2.82345115162672,4.0151231067023,3.55397502287326,3.28231838567389,1.58920371181388,4.63188583833546,2.30000347410588,2.76052020780926,2.94690178593519,2.65774757164567,3.19384295371225,3.70554821128777,4.73254872242932,2.14364508804945,3.91511591762965,6.27387815266167,4.20421969921978,8.18288071941622,4.10738553928763,1.58920371181388,4.71074273143841,5.34046704998534,2.50217033544519,2.22813026546947,2.53565401326123,2.03696071002953,2.52109583362411,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.5917854117949,1.58920371181388,1.58920371181388,2.01345413997149,1.58920371181388,3.30239094968585,2.81836690745485,1.58920371181388,1.58920371181388,3.24129317390389,1.58920371181388,1.58920371181388,2.00269370154136,1.97862460983115,2.13939410599749,2.81503227579798,2.89477479898456,2.22789236240326,3.3549835720174,1.58920371181388,3.85963513509018,3.45061343339584,3.51921921123556,3.42768311491307,1.58920371181388,1.97997387882978,4.08041017689848,4.10025928269386,3.92141397853864,2.86036970400387,3.54979861061749,2.48737802230852,1.58920371181388,2.61807188661998,2.03313987065061,2.15023914381042,2.06606867764567
SLCO3A1,2.29449303433954,1.58920371181388,2.99431134260701,3.5687034042566,3.03100450468236,3.15383528760594,2.90420532050642,2.94150903421409,2.99594120323253,1.58920371181388,3.01588520391305,3.25403914407842,3.11019465892501,2.94690178593519,2.35320869384802,2.85611670070026,1.58920371181388,2.72415151813157,4.17908105525468,2.68266476089537,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,4.12904554215768,3.95408805501978,3.96949757275812,3.6366721636277,3.60804686405479,3.6460024999755,3.85887373125906,4.00033932077992,1.58920371181388,3.40086032637081,1.58920371181388,3.62158731776601,3.45378322239642,3.41029146633276,1.58920371181388,3.57615828142406,3.72831781712233,3.94655237560069,3.08152388454432,4.11166183332759,3.89954854160055,3.94330708834729,3.82807879077124,3.96584067971152,3.14350917536571,4.02704986620213,3.74798934574163,2.64948964902121,3.78232107623759,3.36380349356365,3.22616025758758,3.00098979878622,1.58920371181388,1.58920371181388,3.13090855526541,2.94498782352197,2.89790114335307,3.2291885643314,3.5728280041795,3.83539823975663,3.81192051558231,3.47992863072909,4.1344390477352,4.04659940835318,4.03016075248035,3.67501563267733
SCPEP1,4.90310956893966,4.65507431376467,4.31977233048723,4.72077698853518,4.57989334152882,5.11327901596198,2.90420532050642,5.17902525910116,4.66617144870583,5.33287535883932,3.53838800474154,5.04199000433449,4.7346957863826,4.64443424066974,4.46054208746651,5.04216547122488,3.14676582669685,4.16404587792666,5.14789879653167,4.81006650807965,1.58920371181388,4.35525869221129,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,5.05090899794505,5.03271940613683,4.81636888084497,5.22786323993998,4.79628613272153,5.04482245367921,5.1149030611767,5.04831890444057,5.14185132993473,5.12677052085773,4.92370115145786,5.73762486303237,4.74192478214022,5.6323031153332,5.26962914200322,4.99749064511558,5.01844818064414,5.30980756878454,5.15894564019685,4.22669440840494,5.94474793791276,5.31752893893917,5.55108459074791,4.97892193143402,5.76621481907357,4.95855512174949,4.53646892046614,5.35263008923541,4.88292300020456,5.70157054671783,4.42366084358381,4.9129578882579,4.60632976891628,4.05676866380491,6.23494533958607,5.01747484297346,4.31142494030959,4.46199872882081,4.51874581701097,5.15605508844394,5.05430602146289,5.38998823065292,3.83913305039544,4.92469865833204,5.0134208774209,5.18814144542311,4.82898405156868
AMICA1,3.65952591693597,3.32138213164042,3.43857155582852,3.00997991455588,3.86126890365996,3.80198003802506,2.90420532050642,4.11031109601737,4.19284174035407,3.93412763354864,3.53838800474154,3.98926017707793,4.33865271402788,3.44936489241201,4.46054208746651,3.93733272639181,1.58920371181388,2.88934056750734,5.62857678530719,3.72099461537831,1.58920371181388,3.61198478467112,1.58920371181388,1.58920371181388,1.58920371181388,3.97252418002236,1.58920371181388,3.51800164107896,6.12455938440482,5.86298694537753,5.7873372144418,5.47292973244615,5.53975306051566,5.67216614382925,4.96227452415051,5.3811623620636,6.30111604575234,4.73534815480226,6.96254163113096,5.78235248178985,5.74269956852526,4.45960779331697,3.6366856681041,4.68201687117146,6.17641262491598,5.66629064792298,3.38191210488361,6.52837521307261,6.2713984338107,6.0709525765245,5.42900732491274,6.04375702140588,4.49360385501122,4.86522083247449,4.58017964650786,4.55325197828944,4.88310120360661,3.23565907190621,3.80584721822844,1.58920371181388,1.58920371181388,1.58920371181388,3.78674796989503,2.94498782352197,3.46303703541775,3.2291885643314,3.67608311339737,3.74700278414723,6.01995250231868,3.47992863072909,5.44584564826134,6.05932630290302,5.94545342620639,5.56355512786928
RGS18,1.58920371181388,2.84857801590634,2.42130676555135,2.81335036803264,1.58920371181388,2.82345115162672,1.58920371181388,2.33061045322422,3.21712750327131,3.32866529034737,3.01588520391305,2.79723270600617,3.15892712400189,2.77519793837149,3.06935487273925,2.85611670070026,1.58920371181388,2.25555528957182,4.61729054923164,2.84248201988614,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.51800164107896,4.36272983726387,4.16402243006166,3.65572857730779,3.74415289663067,3.02936846911141,3.40327851585184,3.89776050243339,3.3819990165136,5.12677052085773,3.83196961471495,4.88094387376875,1.58920371181388,4.26102265184675,3.41029146633276,2.8340713782216,3.23326034255675,5.10226666103364,1.58920371181388,2.35988103019257,4.27862848457587,4.49361264089919,4.56544148221322,4.21275186872161,4.17521759806429,2.59968737111708,3.82459093966832,3.7136611617545,3.3549835720174,3.6182386704753,2.83335021446849,2.94786588318657,3.88365794098294,3.42768311491307,1.58920371181388,2.99903486143072,2.94498782352197,2.19038581138896,2.44161154216977,2.86036970400387,1.58920371181388,4.47446510871331,3.83913305039544,4.95832812141637,3.91742683549755,3.91593432619798,3.91033520283192
LTA4H,5.03926268175624,3.65844069047027,4.56327987180484,5.21347347430814,5.1615135654447,5.51083649208153,3.39394718924561,5.07779125925379,4.42330753963844,6.12889806775165,4.42950132923246,5.04199000433449,5.88947512169806,5.61004850847101,5.7607098044873,4.71611052302244,5.47332499901434,2.88934056750734,5.9355838347864,5.09393821217382,1.58920371181388,5.15166269280661,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,5.10454620221246,5.55194455683561,6.02076677125127,6.14164357058795,5.93935439191715,5.67278941451424,6.0722794180585,5.19116450217389,5.14185132993473,5.40187685548786,5.76157622467836,6.26987311248868,4.29342537572034,6.02473911466541,6.36500506823664,5.10211015704716,5.6578520861627,5.76141702460411,5.34880299647779,4.59130317725393,6.13265014415972,5.5961574401092,5.68670093513,6.03674444920295,6.30352500368443,5.44214785581955,4.67733144670454,5.82032765849185,5.25069407160699,5.73999004193352,4.88308178479829,5.6675853585166,5.62924973342229,5.65856176422937,6.23494533958607,5.52421241706489,3.80161076311684,4.46199872882081,4.93505219118439,5.01381681657507,5.34168115924794,5.86122810078539,5.15049575995093,6.04839297544018,5.64346380872017,5.81420031644012,5.5430877863553
FAM198B,1.58920371181388,1.58920371181388,2.99431134260701,2.46738708521525,1.58920371181388,2.31601722234516,1.58920371181388,2.11630876269465,2.47137754795496,3.32866529034737,1.58920371181388,2.58475364034212,2.01326656140043,2.94690178593519,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.33157561053743,2.68266476089537,1.58920371181388,1.58920371181388,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,3.6790772357501,3.6239930297176,3.35711967191025,3.55399334509001,3.10960611257669,2.68071617500657,2.7071667131501,3.3819990165136,3.65465990511285,3.02637771457628,4.88094387376875,1.58920371181388,3.72177308916724,1.58920371181388,2.8340713782216,2.81836690745485,4.08076664758967,3.33865128170725,2.35988103019257,3.62777486993237,3.698605835282,3.51706284267295,3.44934913152557,3.83192543180197,2.59968737111708,2.82446195908684,3.2067777082952,2.87429722918326,2.93190180438117,2.61506741605455,2.83661005581381,1.58920371181388,1.58920371181388,1.58920371181388,3.04475661411329,1.58920371181388,2.89790114335307,2.44161154216977,2.33862894312826,2.32883759789993,3.64624481164817,1.58920371181388,4.41813804763342,3.63160381362953,3.63024219741578,3.50559337897622
NAAA,3.65952591693597,2.84857801590634,3.43857155582852,3.12358106217423,3.37382302339707,4.10350728187037,2.90420532050642,4.03846642880509,4.47538351859138,1.58920371181388,1.58920371181388,3.98926017707793,3.78004782304752,3.09456806190922,3.71149111018778,3.19384295371225,1.58920371181388,3.27105066641102,4.17908105525468,3.57338102447645,1.58920371181388,3.480724183429,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.67621274331827,3.60550648410759,3.78102876004953,4.17629914911007,3.84344281626255,4.14693775165368,4.95466751430717,3.93554224074667,3.66568167460384,4.78527659594859,4.24306335116731,6.26987311248868,3.62158731776601,3.78087131098735,4.45960779331697,3.77571024490764,4.61432345855081,4.45167170225005,4.68031181793342,3.50797535225832,4.23296619493506,4.73075088886603,4.35808913011875,4.49825399669344,4.40881743041129,3.70141638001533,3.88564362584701,4.48519086659095,4.3841062465654,4.57511357044769,2.83335021446849,3.75302958130773,3.51921921123556,1.58920371181388,1.58920371181388,3.39019402909761,3.4468858742555,3.21459527241238,3.40154964419494,3.67608311339737,3.43838373688172,4.23139699026753,3.83913305039544,4.77210915605491,4.15254295662467,4.12764113350952,3.94308735638958
GALNT10,1.58920371181388,1.58920371181388,1.58920371181388,2.03334983105343,1.58920371181388,1.58920371181388,1.58920371181388,2.11630876269465,1.58920371181388,1.58920371181388,1.58920371181388,2.30000347410588,2.52439469833067,2.28657299942101,1.58920371181388,2.33602030275901,1.58920371181388,1.58920371181388,2.14364508804945,2.23044207537093,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.67883871683481,2.26433369905035,2.70716895090888,2.60666295113604,2.33134901097939,3.09993905782365,2.7071667131501,3.01077767680623,1.58920371181388,2.2529648430681,1.58920371181388,1.58920371181388,2.18706147050482,1.58920371181388,1.58920371181388,2.21756446694774,3.08205039457944,3.33865128170725,2.35988103019257,2.03899455040864,2.52853639259067,2.66205186864841,2.60173594882313,2.36271588153032,2.31087114835762,2.66672649514689,2.67844492139537,1.58920371181388,2.93190180438117,2.11017517390468,2.56699867496146,1.58920371181388,1.58920371181388,1.58920371181388,2.53243076541939,1.58920371181388,2.43346970183186,1.58920371181388,2.33862894312826,2.32883759789993,2.64543591908674,1.58920371181388,2.50069554110441,2.3522363388172,2.41527602610939,2.40789392542419
GLIPR1,3.74539113794286,4.50549710465037,3.70496604131935,3.83739732318576,4.36394212559642,4.9206197145315,1.58920371181388,4.50309713070989,4.28384579510147,4.92461027301612,3.53838800474154,4.48424430539219,4.76314929169327,4.51253560180123,4.40163699308493,3.76512058435658,3.14676582669685,3.55864855918511,5.51915734930418,4.08449198935596,1.58920371181388,3.480724183429,1.58920371181388,1.58920371181388,1.58920371181388,5.19146440904502,1.58920371181388,4.26676897129336,5.74243947017261,5.90408706779008,5.65092020722123,5.76362897147063,5.04482245367921,5.3257635648652,5.11358426738327,5.00518565612518,5.63244221320933,5.46838844421973,5.73762486303237,4.74192478214022,6.20499438776866,3.41029146633276,4.22009530864946,5.17832415952195,5.77310616284711,5.66629064792298,3.38191210488361,6.02550175966919,5.970068130929,5.85790895134468,5.28052733487405,5.8049435762406,4.95855512174949,5.03101768664755,5.01841863072416,5.11479104525548,4.65866840787303,4.31035646907259,4.28032906555775,3.51921921123556,4.48320770222282,1.58920371181388,3.9472161131632,4.08041017689848,3.21459527241238,3.55260573121258,4.09704124974424,4.13985128433318,6.06745841504456,5.02322675388369,5.73342365665563,5.88936365479856,5.73378704104593,5.53274326383823
AAMDC,1.58920371181388,1.58920371181388,1.58920371181388,2.03334983105343,2.2552363129105,1.58920371181388,1.58920371181388,2.11630876269465,2.47137754795496,1.58920371181388,1.58920371181388,2.45550971327972,2.52439469833067,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.40038220808093,2.98036083868096,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,3.25860291367691,3.2354269014169,2.62135289935226,3.02802858115335,3.70670184464747,3.40327851585184,2.59392057640168,3.21113834445776,3.65465990511285,2.7198785820356,1.58920371181388,4.74192478214022,2.82812451808974,3.41029146633276,1.58920371181388,2.66133757130771,2.99276288576212,1.58920371181388,2.35988103019257,3.51302201221036,3.25748803534763,3.19101018191878,3.31630457130681,3.51429194903739,2.31087114835762,3.02263146276272,2.76135547202958,2.64948964902121,2.55513042923114,1.58920371181388,1.58920371181388,3.00098979878622,1.58920371181388,1.58920371181388,2.26199530714887,1.58920371181388,2.19038581138896,1.58920371181388,2.63777479681601,1.58920371181388,3.1454261076134,1.58920371181388,2.81492174738077,3.16270677823723,3.26141714812695,3.07493670935453
TSPO,6.87573836970718,7.18145087280425,6.54511157646946,6.6384808177101,6.82000976901373,7.46893605554547,5.68264463511028,7.20252280566864,7.26425359641882,7.70122814076622,5.56371390458933,7.33404411234372,7.09943083568968,7.25652023582167,7.17140928835071,7.14959152876734,4.85156070307096,5.72491033749484,8.14752582653406,7.33321885127623,1.58920371181388,6.74415338637133,1.58920371181388,6.01340160607547,1.58920371181388,3.97252418002236,1.58920371181388,6.56017179075584,8.0141126542883,7.71860469956863,8.06871067057841,8.06955387458312,8.20223302239399,7.86751666277046,7.78257561530777,7.93961601060798,8.10802723087135,7.80592362711641,8.06224704285473,8.05506444988778,8.17896648863014,7.45447443849889,6.5188109605521,7.44397546539771,8.32044690143168,7.84987054917305,5.89476644543121,8.1940930467067,8.22289394877665,8.11174542328553,7.90152795886977,8.130852631528,7.24072646604159,7.88426811497927,7.68978453034264,7.22473744854218,7.70709316520453,5.81325027152165,7.11403535062764,6.44293325113671,5.94750832150094,7.74308765694827,7.08853137978424,6.80356871690772,6.25548157039246,7.03758191029405,6.65227162554763,7.0090942232018,7.91186047727577,7.35462205022991,7.96184863546745,8.20355149081749,8.07293654079813,7.83859561681096
PRKDC,3.24215223028255,1.58920371181388,2.7507283807415,2.81335036803264,2.72362544753853,2.60675455491371,1.58920371181388,2.11630876269465,3.07460479540361,1.58920371181388,1.58920371181388,2.88815690374759,2.89047917724972,2.77519793837149,1.58920371181388,2.63419883927775,1.58920371181388,2.88934056750734,2.90915358358974,2.23044207537093,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.86045643608119,3.40038217002285,3.34471283175124,3.16193745019239,3.40926763877011,3.02936846911141,2.68071617500657,3.26840064922663,3.01077767680623,3.65465990511285,2.7198785820356,1.58920371181388,1.58920371181388,3.05986891013856,3.41029146633276,3.09263289854801,2.81836690745485,3.56719234809179,3.33865128170725,2.35988103019257,3.34153662579019,3.75922690178825,3.55030741873955,3.20588187185817,3.70028436044788,1.58920371181388,2.82446195908684,3.2067777082952,3.47959280684504,3.42992340774495,2.48214218664965,2.71148618740405,3.51921921123556,1.58920371181388,1.58920371181388,2.99903486143072,2.94498782352197,3.01387381602046,2.77835209575152,3.04270527848968,3.02476292307933,3.95903619330306,1.58920371181388,3.60788218076634,3.28628317218515,3.48536069253139,3.50559337897622
PCMTD2,1.58920371181388,1.58920371181388,2.87972753756088,2.21488950931407,2.72362544753853,2.31601722234516,1.58920371181388,2.49243876554697,2.10376729391541,1.58920371181388,1.58920371181388,2.6970572492368,2.61024184972768,2.28657299942101,2.35320869384802,3.19384295371225,1.58920371181388,1.58920371181388,3.25860294935181,2.48888555155534,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.86045643608119,3.15370368077915,3.11491252963737,3.16193745019239,3.00109262328062,2.62779357484316,3.6460024999755,3.06211216182078,2.76466037838992,1.58920371181388,2.44125607650322,5.73762486303237,1.58920371181388,2.61067864836915,4.45960779331697,2.48267458495073,2.81836690745485,3.16473233124234,3.33865128170725,2.35988103019257,3.0856503387431,3.30092727139386,3.23429586327234,2.66864361925973,3.195934117903,2.99174602025518,2.66672649514689,2.67844492139537,3.05834249142499,2.55513042923114,2.73047895646709,2.83661005581381,3.88365794098294,3.42768311491307,1.58920371181388,2.84881595849048,1.58920371181388,2.43346970183186,3.02694818232068,2.33862894312826,2.32883759789993,3.27153039484739,1.58920371181388,3.36183718808605,3.26258499240727,3.02317336530248,3.1981716357988
CCDC115,2.29449303433954,1.58920371181388,2.87972753756088,2.88310651374539,2.52311111927158,3.2884699689464,2.90420532050642,2.62678065541192,2.91110851489923,1.58920371181388,1.58920371181388,2.88815690374759,3.11019465892501,2.77519793837149,2.88410996065217,2.33602030275901,1.58920371181388,1.58920371181388,3.89295386116912,2.98036083868096,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.33691186158612,3.52743339250738,4.01747331930995,3.72477855693284,3.78762848507797,3.44404236672186,3.6460024999755,3.13507593301213,3.78693342440025,3.65465990511285,2.93394018906019,1.58920371181388,1.58920371181388,3.69118646108554,3.41029146633276,2.48267458495073,3.07413962608039,3.72831781712233,4.36167799061676,2.35988103019257,4.13680161196241,3.81715990985846,3.67521770275846,3.44934913152557,3.96584067971152,2.59968737111708,3.46711517517936,3.74798934574163,3.05834249142499,3.92811634369845,2.61506741605455,3.45061343339584,3.00098979878622,1.58920371181388,1.58920371181388,2.90132045217354,2.94498782352197,2.61620919443272,2.44161154216977,2.63777479681601,2.32883759789993,3.58593690290594,3.47992863072909,3.56238319147508,3.80580053440442,3.67509372471987,3.61409007455778
TNFSF13B,3.56752172488637,1.58920371181388,2.99431134260701,3.22682921861527,2.88874680949147,3.92316256649911,5.13813615521649,3.55397502287326,4.52557977588028,3.93412763354864,3.90534424011349,3.95368134262159,3.65906852345853,3.22503251604419,4.40163699308493,3.33124030237087,3.70554821128777,3.92824002603761,6.6366562603926,3.31340502808929,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,6.00137687604295,5.79467534835885,6.29737053947857,5.49397979640363,5.39306461287005,4.86719719062547,4.83228575590353,5.48727547026859,1.58920371181388,4.98460633223023,6.96254163113096,5.35502996624894,5.88423261672416,5.26962914200322,1.58920371181388,4.79315450152211,5.80761255648993,5.66629064792298,3.50797535225832,6.20374614949768,5.94547655530643,6.06559132359658,5.19569226702895,6.47875224639026,3.87017111322003,5.31384037811122,5.05822305689123,4.25865411181021,4.28937668335127,3.68360260202905,4.12636389475076,3.88365794098294,1.58920371181388,7.17790345124376,3.9254455311401,1.58920371181388,3.11867707918106,3.68751123825374,3.5728280041795,3.43838373688172,6.30611078674297,3.83913305039544,5.79481409538297,6.03420828455491,6.12225783026718,5.93709752102287
