,NK_H-1,NK_H-10,NK_H-11,NK_H-13,NK_H-16,NK_H-18,NK_H-23,NK_H-25,NK_H-26,NK_H-27,NK_H-33,NK_H-36,NK_H-37,NK_H-4,NK_H-40,NK_H-43,NK_H-45,NK_H-49,NK_H-55,NK_H-56,NK_H-57,NK_H-59,NK_H-61,NK_H-62,NK_H-63,NK_H-64,NK_H-65,NK_H-66,NK_H-68,NK_H-69,NK_H-7,NK_T1D-1,NK_T1D-102,NK_T1D-104,NK_T1D-106,NK_T1D-118,NK_T1D-12,NK_T1D-121,NK_T1D-124,NK_T1D-127,NK_T1D-129,NK_T1D-132,NK_T1D-135,NK_T1D-137,NK_T1D-139,NK_T1D-14,NK_T1D-140,NK_T1D-141,NK_T1D-142,NK_T1D-15,NK_T1D-153,NK_T1D-156,NK_T1D-158,NK_T1D-170,NK_T1D-174,NK_T1D-2,NK_T1D-21,NK_T1D-25,NK_T1D-28,NK_T1D-29,NK_T1D-37,NK_T1D-39,NK_T1D-42,NK_T1D-44,NK_T1D-52,NK_T1D-61,NK_T1D-73,NK_T1D-79,NK_T1D-8,NK_T1D-82,NK_T1D-86,NK_T1D-87,NK_T1D-88,NK_T1D-93,NK_T1D-96,NK_T1D-97,NK_T1D-98
PIGK,1.35178087483051,1.35178087483051,1.35178087483051,2.02859506325786,1.35178087483051,2.19659964335917,2.7886844497142,1.35178087483051,1.35178087483051,1.35178087483051,2.46569517600972,1.35178087483051,2.1156066467774,1.94439903280099,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.92274310211214,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.26001933855243,2.98582452096049,2.57596629096179,2.95802858123599,2.40748476693498,2.31107992843734,2.74207739159521,2.23898149885123,2.27972195593028,2.62835944768465,2.90497292154568,2.48564638895874,2.43390943558395,2.20320124167655,1.35178087483051,2.47590143174169,3.64482881186748,1.35178087483051,1.35178087483051,3.19542847405103,3.08700381741096,3.00046918287614,2.91952553924466,3.05757666656738,2.62420209215417,1.94106140636291,1.35178087483051,2.68589401698889,2.99995837110774,1.94317831113345,2.19473677434739,2.22667688686806,1.35178087483051,2.64018558083173,2.14371700770236,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.98732849723021,1.35178087483051,2.0936860640742,2.78485710352203,2.17972037049459,2.91676572435292
FGR,3.34506460247734,3.19882425991552,3.16056294678602,2.50397146807751,2.66477523788113,3.47540604157165,2.09214771086565,2.78739516680243,3.19122794422067,3.22494744551,3.20034243615367,1.35178087483051,2.99027564544199,2.75736507236363,3.08125170056493,2.67568968698592,1.35178087483051,1.35178087483051,4.40466354842927,1.35178087483051,1.35178087483051,3.50475461943129,1.35178087483051,3.05537917930931,3.55999725882792,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.87774473732825,2.41947219396528,4.71907372398239,3.67626212281494,4.08594138438796,3.99177760459144,3.90972861022377,2.95960725467172,3.53362740419289,3.61985567661039,5.19447174651641,3.06213584771518,4.50598177396081,3.55339361645309,4.25215647625614,2.98999720312186,2.9244553841356,3.12124063508437,5.19477043486444,3.4537858593447,2.90297381969685,4.96957655164962,5.14659969203105,4.19854390733545,4.00452201731191,5.17802456414348,3.22472357614787,3.33209220042927,3.67731648705153,3.9046703986508,3.58253324536206,2.51140457791134,2.97482182097874,2.82555059722563,2.84379853139357,3.12188033320955,2.69202460435901,1.35178087483051,2.20048159874263,3.21837675832807,2.26519161155526,3.04154634165867,4.32562052094423,3.73172682189554,4.29325622295656,4.08328058735934,3.91055240492794,4.18906308459674
RHOC,3.8996378901287,4.06017945322384,4.4547700809087,3.72160861798022,3.83491653715691,4.32830712971765,4.15317077290694,3.07855411221227,4.2470959887763,1.35178087483051,3.44646219794128,3.79071830234285,4.35104030019522,4.1571821990701,4.46927616674926,3.91085715351242,4.6028025207498,3.25796385066879,5.49212076702887,1.35178087483051,1.35178087483051,4.2009377750223,1.35178087483051,1.35178087483051,3.95869854054176,3.8106702105616,4.55298950069956,4.55160603853972,3.68126762461435,4.01659284532529,3.12903735350089,5.16411008118055,4.43538461074038,4.91874019537661,5.10230653848121,5.29382700766345,4.13847575133022,4.42203600133979,4.71539149327357,5.19447174651641,5.19664283554159,4.70115554956017,4.59661042519503,4.69580890827,4.69480508125322,3.69660994853736,4.19602914279146,5.9008124342367,5.21584576394127,4.00540377179426,5.3849187010894,5.17470246825221,5.30691317962331,5.03869630308118,4.99660342062202,4.1239625857826,4.67664773577667,5.36638472923792,5.23756167903931,4.81713229686597,3.63321205133954,3.94856165760578,3.03193755476292,4.29888803483573,4.95364572838166,4.13869752526421,4.3565295493681,3.56387799529432,4.01262852234565,4.25108292943672,4.20735365461988,5.59326678930692,5.3082783247393,4.97549094332701,5.13897021320034,4.62705422705358,5.26830771366179
NCR1,1.35178087483051,1.35178087483051,2.66988770260272,2.50397146807751,2.66477523788113,2.70140599770108,2.7886844497142,2.38696733261804,1.35178087483051,2.71952613806102,2.46569517600972,2.1331430595941,2.50154890247648,2.51370861803706,2.16169736681934,2.30375534573623,1.35178087483051,1.35178087483051,3.33207190609036,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.1763450623499,1.35178087483051,1.35178087483051,1.35178087483051,3.26001933855243,2.98582452096049,3.19032555464101,3.1587941729576,2.97199121359665,2.6855565474952,3.1452358569704,3.10067835500622,3.73977367143543,3.37865129795952,3.84983314536564,2.65069617201422,3.27780197761877,1.35178087483051,1.35178087483051,3.21601021151898,3.88252659333765,1.35178087483051,2.47375516307373,3.461220154646,3.69142716067257,3.86352588810559,3.48103531480751,3.10450337543233,2.80669208847286,2.63582751519823,2.68581209421477,3.00768478056467,2.0036088594261,2.18248789074097,1.35178087483051,2.22667688686806,2.84379853139357,3.12188033320955,2.26255459019819,3.63574706610911,2.20048159874263,2.90786581521238,2.62363412592556,2.57878673852844,3.37917164942328,1.35178087483051,3.01695543403214,2.98655600511886,2.50763543222683,3.36867530285913
NKG7,8.97799862420914,9.06084488346872,8.91010270623211,8.60348731482517,8.72381850541668,8.7252550135383,8.11093550513081,8.82072548802746,9.1846328851114,8.37181808842772,8.3075125725717,8.85508870425265,9.122799447073,9.09332948491116,9.03017109504666,8.78340082348283,8.14994680181012,8.53724043744321,9.78673157231802,7.89817128376087,7.22166998964073,8.85192585878459,7.41501809530481,7.25521859227035,8.03434446301365,6.32478207990008,7.32602481960459,6.22612543297926,6.578702329342,6.59844644108111,8.51155071249173,9.26479022308644,8.88777368548522,9.50104256512397,9.39902288858797,9.37759195694316,8.94275891668748,8.891021960933,9.29770797697979,9.45594329924535,9.15992125723734,9.33621263024711,9.29948614869455,9.42658726642393,8.76840793494672,8.60660788152223,9.08294305601468,9.6263635917922,9.51886489214682,8.44776608051396,9.44091357647821,9.52444434781318,9.58132844358459,9.48455444341683,9.58078386003941,8.85537839031837,9.24653038042226,9.08074277033394,9.22230439417465,9.26330195842189,8.5448268231027,8.55192163907783,8.32883575602512,7.85612330643642,9.02360311164491,8.87998384156692,8.16823332316772,8.46079657950836,8.78069977032386,9.0140937040097,8.95737416171471,9.43813498849454,9.11813259493634,9.42297084084078,9.62034885500386,9.15283547066147,9.39908586049341
ARHGDIB,6.15201473517998,6.58480553679134,6.05841067753866,5.99838216956084,6.14298946936143,6.65523980176109,6.16302524786366,6.060059490119,6.45983512790272,5.95029692422853,6.40870820205985,6.4061605054005,6.35607713461364,6.64745036813067,6.41147904779998,6.29944440546737,5.74519723647519,6.00324792698358,7.06118030865145,6.6913591408245,4.85360548746281,6.19415564959923,5.16884589089413,5.35311849403121,5.59757448232137,4.56147583567591,6.19746907205136,5.81266630472179,5.24256457243959,5.33758296106915,5.98905188749768,6.7337967692211,6.40331060751047,7.05486363893221,7.00458759221777,6.97887290104747,6.04176138543345,6.65848718265877,6.53423898809484,6.9687845195031,6.58511719437457,6.83411137240939,6.14637076852114,6.49246853576365,6.22031576302735,6.16834637013476,6.46168080402843,7.38509450830596,7.06604722948146,5.74614204813211,7.31206757556593,6.56166029750022,6.70085763975904,7.04589265570369,7.39842569249759,6.77485968392631,6.72308126009074,6.75627723985143,6.78126434767707,6.61920808176777,5.95359015049767,6.08230382725156,6.22293471644078,6.14188792894578,6.59044326142511,6.59653658878097,6.08330180976168,5.98137241642138,6.03280820174913,6.5031528246032,6.5828228538969,7.18680928401933,6.98235703170496,7.11082021450818,7.17141958900623,6.63231975943882,6.96827728309874
TAPBPL,2.66891327218619,1.35178087483051,2.29945054611396,2.30055235081731,2.29565871681545,2.4326316712888,2.38793150848046,1.35178087483051,2.52359337291192,2.71952613806102,1.35178087483051,1.35178087483051,2.23046409089252,2.51370861803706,2.72110954070016,2.94804669465816,1.35178087483051,1.35178087483051,3.67658908007214,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.05537917930931,2.98204145053969,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.25940162033257,1.35178087483051,2.94390674627763,3.44290679839751,3.56042125785712,2.8826893633671,3.83721896095664,3.18092199207334,2.89272821775752,3.27190631311549,3.30907236265442,2.81136042120938,3.84983314536564,2.91873457416873,3.49804614042846,2.53958694847566,2.48996606453048,2.90581985883397,3.4589002989958,3.4537858593447,1.35178087483051,3.461220154646,2.9500439279469,3.00046918287614,3.40325546514897,3.00873089799139,2.40140748481484,2.50740784793431,3.18125376130544,2.91027986719917,2.88837492227835,2.64021706531263,2.52807618353121,2.22667688686806,1.35178087483051,1.35178087483051,2.75937472197571,1.35178087483051,2.53588941958255,3.67417512376742,2.46168022876696,1.35178087483051,3.53722059600241,3.73172682189554,3.37004761439843,3.44379118976322,2.7501834914831,2.91676572435292
TRMT1,2.94010339975175,1.35178087483051,2.29945054611396,2.50397146807751,2.8082934688627,2.61959016649154,1.35178087483051,3.07855411221227,2.69349788494729,2.71952613806102,2.89228064081323,1.35178087483051,2.33055410141872,2.86098517707539,2.16169736681934,2.94804669465816,1.35178087483051,2.74507951373729,2.88972220131288,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.05537917930931,2.98204145053969,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.25940162033257,1.35178087483051,3.1122658782285,2.66768089321231,2.28864334101747,2.80198258453919,2.81480552006396,2.31107992843734,3.53362740419289,2.90100972064706,2.91001624840094,2.3165555687092,2.90497292154568,3.13558223290769,2.66282065276386,2.20320124167655,3.23755551598817,2.01157024344389,2.63650511310793,3.4537858593447,2.90297381969685,2.75231952460266,2.39239533174738,2.72047552726102,2.85834036213127,3.14967645261762,2.96315728737594,2.8530704395551,3.18125376130544,2.68589401698889,2.26608770922535,2.64021706531263,2.52807618353121,2.82555059722563,2.84379853139357,3.12188033320955,2.69202460435901,3.63574706610911,2.20048159874263,2.47744461558676,2.62363412592556,3.04154634165867,2.94012682442896,3.119416541125,3.01695543403214,2.78485710352203,3.03517024673439,3.07084310493907
SERF2,5.6269774266297,5.51258382458175,5.66201562493493,5.41650844119418,6.03489909365155,6.51064736172913,5.3701693275664,6.47065682834555,7.21453162239794,6.06139815573862,5.43701109181349,6.47003067185075,6.76211644438002,6.64745036813067,6.6438202206834,6.07096178110788,4.6028025207498,4.87333114334858,7.95918292817226,4.8806811689192,1.35178087483051,5.28686768308006,5.16884589089413,5.20417007220642,3.55999725882792,5.41003255974644,5.40068102481687,4.81526964520308,5.65101945527259,5.41048248312455,5.73488367727977,7.66927469729677,7.15432643676748,7.73252080520399,7.63817521792098,7.56784773449382,7.01283034023337,7.0486263972457,7.37435589436906,7.66440257339533,7.24065013523986,7.77010296323353,6.95388344550429,7.21668579869155,6.76078759549222,5.26260217785756,6.90934934012596,7.67687522362284,7.72368145791843,4.86922474297812,7.74410878174946,7.60744398558935,7.63906006968169,7.47662326469227,7.5735469188734,7.04550557951753,7.64552563170685,7.30817525356627,7.08005673691565,7.00593496430121,5.49096596632972,5.8095147106041,5.7379455517868,4.5052012388566,7.03535035538557,6.6617033241619,5.70255279558059,3.77820767273132,6.49205965931982,6.09744931538051,6.42708886423252,7.72351820224203,6.0378429913427,7.64375366812417,7.81855610242839,7.37286421078366,7.7776473723514
FCRL6,2.29872772789102,2.69935543969934,2.66988770260272,2.02859506325786,2.8082934688627,3.9242124713948,2.60817156076303,2.38696733261804,3.19122794422067,1.35178087483051,2.46569517600972,2.86355261478286,3.5703594668064,3.27380648121319,1.35178087483051,2.30375534573623,1.35178087483051,1.35178087483051,4.40466354842927,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.1763450623499,3.07884956749521,2.25940162033257,2.83079552819467,2.94390674627763,3.15769294040347,3.56042125785712,4.02401420267698,4.04411722481886,3.18092199207334,3.44703095448456,3.96756474158441,4.40524838821242,3.63193461366191,4.50598177396081,3.55339361645309,4.06625819716722,3.88044423727481,2.48996606453048,3.01843554031451,5.33068229393037,4.13988274659647,1.35178087483051,3.19542847405103,4.5573492209694,4.6942064614408,4.36241847185883,4.41371145900574,3.93215716629885,3.67798233781278,3.80824160913223,4.11932628671447,3.3647723159488,2.51140457791134,2.7743456501323,1.35178087483051,2.84379853139357,1.35178087483051,2.54263200966246,1.35178087483051,2.53588941958255,3.67417512376742,2.26519161155526,2.75564755234499,4.76567355172257,3.119416541125,4.48593071483814,3.95262508954064,4.10881552186558,4.22954325840634
CARD16,2.94010339975175,2.69935543969934,2.66988770260272,2.74584972095347,3.42264218202901,3.20148242629797,3.31410277944986,3.50965581720101,3.88171103000555,3.22494744551,2.46569517600972,3.29432690352789,3.5703594668064,3.68902920427429,3.08125170056493,2.67568968698592,3.45939543601013,3.45119217549538,5.06960236321946,1.35178087483051,1.35178087483051,3.50475461943129,1.35178087483051,1.35178087483051,2.98204145053969,1.35178087483051,1.35178087483051,4.55160603853972,3.07884956749521,3.42797635016976,2.83079552819467,4.8110463149771,4.12681251908868,4.70224876301157,4.28456211910651,4.47992715988693,3.36835347714925,4.2844460707223,4.1234986797019,4.67882471995251,3.81962798172509,5.46005189958722,4.17136069880695,4.19291852841027,3.16221175511892,2.9244553841356,3.53661895018049,5.0445561738745,4.93923849633837,3.66754935019877,4.9079997826735,4.27241386860206,3.9845155123763,4.4760219130315,4.43079075825329,3.78747131734681,4.43579814319291,4.4841697806555,4.11932628671447,3.93326513960051,2.75464080058122,2.52807618353121,3.03193755476292,3.76237407187222,1.35178087483051,3.60798830441522,3.63574706610911,2.78357444748453,3.21837675832807,3.64581538808884,3.16196420060674,4.83702369497461,4.94982273895167,4.84202609064263,4.67453371146374,4.52121882673101,4.43333253258534
AOAH,2.29872772789102,3.19882425991552,3.34642964327024,2.40801062424983,3.15391308016485,3.20148242629797,2.60817156076303,1.35178087483051,3.19122794422067,3.22494744551,2.89228064081323,2.67488334199096,3.7718123900872,2.9558558297343,2.91531931626899,1.35178087483051,2.90246347196814,2.35537021917787,4.31816399483619,1.35178087483051,1.35178087483051,1.35178087483051,3.90888420868935,1.35178087483051,2.98204145053969,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.25940162033257,1.35178087483051,3.81699823135994,3.56475911008375,4.20202958963331,4.33637724292689,3.59282431096652,3.18092199207334,3.96010787951924,4.31958201550583,3.30907236265442,4.18994532106739,4.50598177396081,3.13558223290769,4.51564793397586,2.98999720312186,1.35178087483051,3.79378406783837,3.88252659333765,4.13988274659647,1.35178087483051,4.44001481793045,4.10467128058805,4.09567634457173,3.95248159040505,4.30661479140166,3.44053614410108,3.95213782106069,3.67731648705153,3.85737635707483,3.44149789791802,2.75464080058122,3.14577476611229,3.20759894314087,1.35178087483051,3.4643861903521,3.0956136063123,3.63574706610911,2.78357444748453,2.90786581521238,2.88695088794425,3.04154634165867,4.34219187964909,1.35178087483051,3.90883786164074,4.49252066499638,4.28214032055818,4.4504677090438
SAMD3,3.78112683311802,3.55209172590623,2.94124580831722,3.78508011592691,3.57480985184352,3.34581368580502,4.67015328798823,2.38696733261804,3.46404126431923,3.22494744551,4.48534554012427,4.01878710452356,3.50667847334579,3.63718887916703,3.08125170056493,3.16810546782919,4.14661686107579,4.02462242596192,5.42214453171799,1.35178087483051,1.35178087483051,3.50475461943129,1.35178087483051,3.05537917930931,2.98204145053969,1.35178087483051,3.42116607571642,3.1763450623499,3.68126762461435,3.91768097418846,3.56925149954648,5.16411008118055,4.7136173726146,4.97130319896091,4.86098983665515,4.1955133157276,4.0368746088437,4.07689358169822,4.08071919240108,5.39591732649303,4.46625534584748,5.09638434025253,4.07788195894589,4.13103823253913,3.78473112763919,2.9244553841356,4.70257004288023,5.25069466302056,3.4537858593447,3.21271774909246,5.3849187010894,5.56235049507994,5.26089775617716,4.69459444246267,5.09551483528282,3.99911447563103,4.6518296887354,4.23357169220482,4.49953604924263,3.2831338447453,4.04014041886635,2.97482182097874,3.73610342290273,4.5052012388566,4.32194602314353,3.18931661415827,3.63574706610911,4.40320694425131,2.47744461558676,4.33038734771408,4.35527185656722,5.67942534382227,4.14922802670021,4.71397680949558,4.84895564920512,5.25527353563866,4.92354383123778
OASL,6.05629884001643,4.43007351228079,5.78685102176022,4.56735508928698,4.97726527750313,3.25146316374562,2.7886844497142,4.95191181154201,5.00771324333114,5.21147914640775,3.44646219794128,4.21428443891391,3.94696685719158,5.11331904946465,4.52274996387599,5.26110188936632,2.90246347196814,4.87333114334858,2.98607576110608,4.08829629325033,6.26901275334295,3.50475461943129,5.82627154594136,5.92806589305105,6.63203048813538,7.18921466800367,6.52438907593863,6.39544160813657,5.392034157146,4.68535592289859,4.38432774127409,2.74667261149925,3.23529576356638,2.39485869054629,3.1587941729576,3.50021633984834,4.69627461132244,3.61484744385814,2.7244150821695,1.35178087483051,4.07032149224634,2.90497292154568,3.40227964387398,3.15136980008228,3.16221175511892,3.23755551598817,3.95877064810106,2.97819569966952,1.35178087483051,2.90297381969685,3.99676241780919,2.09540250739266,2.33704091388279,3.0329475187853,3.68428291731095,3.86174274843387,3.33209220042927,2.95990658304004,3.95037625668339,3.2831338447453,4.78048664460198,2.7743456501323,3.6226530170617,1.35178087483051,4.32194602314353,2.93972306450192,6.2415274557922,5.33611247261937,6.56863048887027,3.43968740021172,3.63468190725263,2.98732849723021,6.76943335125778,3.46868230564315,2.49602285922837,2.50763543222683,3.20732637701194
TRDC,5.1575344761252,4.25738131191104,4.4547700809087,4.16178685546975,4.81139349574172,4.62358020475294,3.90449773117393,4.40973316405225,4.60883670167801,4.09408514823732,3.98958671641686,3.61398803877032,4.27909706205179,4.04455500693977,4.4136861317816,2.67568968698592,1.35178087483051,4.24049736383442,6.24241658025777,4.08829629325033,4.85360548746281,3.50475461943129,1.35178087483051,4.0609636904376,5.59757448232137,4.56147583567591,4.10065217858014,3.1763450623499,4.09342376157106,3.27037763695179,3.36807794093626,6.17060919916977,5.97219803984986,6.06929728919741,5.92402274713469,5.90695634092465,5.69501823191752,4.80251019338572,5.19178865891202,6.85075709264933,4.98503264019772,6.43311104269256,4.86883214248137,5.43695474814132,4.88704462808553,4.03707601249972,4.50735620167429,6.96165440969441,6.11854400854347,4.78610823065806,6.61784097611767,6.39326057396251,5.95227657538961,6.03648498287054,6.61281400632992,3.99911447563103,4.70103775774525,5.99001900852668,5.02444350348321,4.76136168582532,4.97395048707595,3.66193356367134,3.84069436558386,4.98806926450754,3.95961120080334,3.8181828499012,3.63574706610911,4.68701624230636,4.28379683425224,4.36841183117425,4.04177218174199,6.09539600809708,4.46936989656406,5.59805436482474,5.94174589325507,5.08119611669856,5.90040926408446
RAB11B,2.66891327218619,2.69935543969934,3.16056294678602,3.1112684134315,2.49812287006163,3.2995207656802,3.20261287895138,2.38696733261804,3.75646453496912,2.71952613806102,3.65305032072191,3.40990070151074,3.08519615767404,3.46820249081357,3.08125170056493,2.30375534573623,2.90246347196814,2.35537021917787,3.96435752912353,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.98204145053969,1.35178087483051,1.35178087483051,3.80218536062741,1.35178087483051,2.25940162033257,2.83079552819467,3.90501173479911,3.62168442152206,3.69619871738216,3.89024272330681,3.59282431096652,2.95960725467172,3.61484744385814,3.61985567661039,3.46897938731563,3.44674611549017,3.84983314536564,3.48003297994191,3.77132461426838,2.53958694847566,3.23755551598817,2.90581985883397,4.14602260985228,3.4537858593447,3.46004326930839,3.99676241780919,3.32176580651392,3.4170360065786,3.95248159040505,4.23036214883436,3.78747131734681,3.72772704484824,3.36871063189676,3.75752311800478,3.51391958867587,3.12192139917655,3.29567035186137,3.49855552502322,4.05664583083416,3.7347846552254,3.2336177219321,1.35178087483051,2.98512440410167,3.85394592452548,3.51206457719503,3.37239945820094,3.65119538633671,1.35178087483051,3.64601724502873,3.67721402871617,3.62670123925192,3.477537635731
NDUFA3,3.34506460247734,2.69935543969934,3.16056294678602,3.0577795629439,3.25002657178333,3.9242124713948,4.74669827149651,3.07855411221227,4.86724228830788,3.58178037044544,3.83176421337998,3.87106672477843,4.20323659793861,3.83349106406906,3.68426137313282,3.66166239956426,4.14661686107579,3.25796385066879,5.50668128306476,1.35178087483051,1.35178087483051,1.35178087483051,3.90888420868935,4.63241199295841,4.51886002293002,3.18322287303297,4.55298950069956,3.80218536062741,3.07884956749521,4.27673644311132,3.12903735350089,5.32807763870024,4.73864820397892,5.21934186607028,4.86098983665515,4.90157525056855,4.62891244303762,4.42203600133979,4.83448547936828,4.90794320156901,4.40212636762969,5.40550300819235,4.12541141230178,4.56289072905411,3.78473112763919,2.9244553841356,4.50735620167429,5.43082071808468,4.93923849633837,4.00540377179426,5.192290483156,5.3074796755118,5.11323390326309,5.0985507107521,5.18801095992423,4.18239232839693,4.94481976772604,5.23739607642706,4.82273640699634,4.16918108510135,4.22289212809933,3.76440033847387,3.73610342290273,3.3846966437734,3.95961120080334,4.16051498421163,4.82902477372349,3.44206028153468,3.67417512376742,4.12294209291201,3.55296864869597,5.21208343424603,4.14922802670021,4.91032374738963,5.34322330573771,4.90400006744258,5.15893801537001
DHPS,2.94010339975175,3.19882425991552,2.94124580831722,2.17703068818776,2.49812287006163,3.09498903963296,2.38793150848046,2.38696733261804,2.52359337291192,1.35178087483051,1.35178087483051,2.67488334199096,2.57660546075397,3.12522126906445,2.72110954070016,2.94804669465816,1.35178087483051,1.35178087483051,3.67658908007214,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.05537917930931,1.35178087483051,1.35178087483051,1.35178087483051,3.1763450623499,3.07884956749521,2.87774473732825,2.41947219396528,2.74667261149925,2.78420171555315,3.448514865043,3.21894413888825,3.54733767616721,3.67692169417332,3.02570749231174,3.38649650706268,3.30907236265442,3.30672452889168,2.90497292154568,2.91873457416873,3.15136980008228,2.98999720312186,2.9244553841356,2.47590143174169,3.24166197457475,3.4537858593447,2.47375516307373,3.77935591662141,3.08700381741096,3.4170360065786,3.55442015800576,3.49611486529147,3.10101569039201,2.94752996596796,2.95990658304004,2.91027986719917,2.99995837110774,2.75464080058122,2.19473677434739,2.57146820313571,2.84379853139357,3.12188033320955,2.62006801914437,1.35178087483051,2.53588941958255,2.90786581521238,3.10027365074029,2.57878673852844,3.47629364229759,3.73172682189554,3.37004761439843,3.70743318734002,2.85335638675614,3.36867530285913
IFITM2,4.78981900614881,5.35217653670339,4.90684215658807,4.20807505493764,5.34347961284471,6.4915085398596,6.47330087513143,5.76435729670071,6.52634515202716,5.69845399407392,5.20557928921499,5.5357253485974,6.10264963561053,6.53635781099625,6.42541858315252,5.02491184324321,4.39321083436849,5.40036756416924,7.45720738102184,5.75854811559338,1.35178087483051,5.00825828323981,3.90888420868935,4.63241199295841,2.98204145053969,4.56147583567591,3.42116607571642,4.81526964520308,4.41016622656165,4.35364641612776,4.74439442229927,7.56182689371378,6.8699293819702,7.09659986189262,7.53016077562269,7.33868535796316,6.69176390810577,6.34283597968052,6.92876813089375,7.4284831896075,6.84516784103239,7.59896342863638,5.88753525423798,6.83448654975839,5.88217156784516,5.26260217785756,6.05280387272686,8.03094642772435,7.43203278124493,4.60364420151529,7.39243050405288,7.16696275476038,6.95230780277576,7.29774141406045,7.21858687198841,6.17125630330047,6.90048988774688,6.87624639313029,6.59792258992177,6.21796579872139,4.35353611709463,6.19264439243517,4.909247202662,6.07955502040804,5.89134554381564,5.4460791673667,4.3565295493681,4.04681582107006,5.79828550978037,5.33545025203093,4.95560080124832,7.53245178005089,5.83327158187304,7.29645167889614,7.0406097353036,6.64483699753803,6.96827728309874
TYROBP,6.36668390403799,6.6889464439815,6.42745242668262,6.43072520671094,6.80761436234203,6.68922910084971,6.35708595762573,6.97426782952768,7.1736362643669,6.69881068666027,6.23569232025668,6.32557809598164,6.88346465867756,6.81359266764352,7.01946237403301,6.65352990318084,6.63089968687053,6.62780053253851,7.79543262051059,7.36467912779713,4.85360548746281,6.74617463173509,6.76212655146449,6.18747281583994,6.40409587293346,6.04555704719453,5.59930782377196,6.03420231997429,5.392034157146,6.80122360202513,6.62441103099305,7.80296950254151,7.28214928723267,7.44010114195927,7.75747676600793,7.63680011494359,7.38038047726571,7.13656991514731,7.35911638920466,7.78369246919819,7.15208071716749,7.99847335496936,7.13517531159636,7.36892611349236,7.05701131988373,6.74250918220865,7.0638233574016,7.94075223212662,7.67898757823627,6.02361005772842,7.87239702633817,7.69210723198398,7.67444951343157,7.50768951321547,7.64923976683725,6.982457666937,7.3760397585305,7.59711019095583,7.27600697781847,7.15290085335877,6.33449512006573,6.22762134176976,6.64209522480173,6.4185258096039,7.23603291784973,6.78381032942912,6.08330180976168,6.39424275694183,6.9198418218188,6.33361030066097,6.37119643085882,7.68727642373925,7.12365794283078,7.60592555046462,7.79169550115457,7.38410207092949,7.68429348351393
TIMM13,2.66891327218619,2.69935543969934,2.94124580831722,2.74584972095347,2.29565871681545,3.20148242629797,3.20261287895138,3.31244653652975,3.54345025195359,3.22494744551,2.89228064081323,2.86355261478286,3.29436257909843,3.34195213212446,2.91531931626899,2.67568968698592,2.90246347196814,2.74507951373729,4.13991608202471,1.35178087483051,1.35178087483051,3.50475461943129,1.35178087483051,3.05537917930931,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.27037763695179,3.36807794093626,4.06563747920016,3.07483456291245,3.84854938576887,4.02401420267698,3.76060329434994,3.80783237426439,4.18454934801387,3.42251312849941,3.85700181780998,3.71561614069392,4.27928193584455,3.03211013375274,3.68632933626386,2.78794053973493,1.35178087483051,4.10596298024224,3.35491021706212,4.59551102940646,2.47375516307373,4.14880660173845,3.76965337885818,4.82704397588881,3.84203795977941,4.01908730720819,3.78747131734681,3.95213782106069,4.0373070146602,3.40320112692818,3.19582041222882,3.4029379534554,2.97482182097874,3.03193755476292,2.84379853139357,3.95961120080334,3.54127535224831,3.63574706610911,2.53588941958255,3.85394592452548,3.19417141854862,3.55296864869597,3.73067752339468,1.35178087483051,3.8024121493848,4.00158752831359,3.82241785711131,4.08236507623153
