,B-Naive_H-1,B-Naive_H-10,B-Naive_H-11,B-Naive_H-13,B-Naive_H-16,B-Naive_H-18,B-Naive_H-23,B-Naive_H-25,B-Naive_H-26,B-Naive_H-27,B-Naive_H-33,B-Naive_H-36,B-Naive_H-37,B-Naive_H-4,B-Naive_H-40,B-Naive_H-43,B-Naive_H-45,B-Naive_H-49,B-Naive_H-55,B-Naive_H-56,B-Naive_H-57,B-Naive_H-59,B-Naive_H-61,B-Naive_H-62,B-Naive_H-63,B-Naive_H-64,B-Naive_H-65,B-Naive_H-66,B-Naive_H-68,B-Naive_H-69,B-Naive_H-7,B-Naive_T1D-1,B-Naive_T1D-102,B-Naive_T1D-104,B-Naive_T1D-106,B-Naive_T1D-118,B-Naive_T1D-12,B-Naive_T1D-121,B-Naive_T1D-124,B-Naive_T1D-127,B-Naive_T1D-129,B-Naive_T1D-132,B-Naive_T1D-135,B-Naive_T1D-137,B-Naive_T1D-139,B-Naive_T1D-14,B-Naive_T1D-140,B-Naive_T1D-141,B-Naive_T1D-142,B-Naive_T1D-15,B-Naive_T1D-153,B-Naive_T1D-156,B-Naive_T1D-158,B-Naive_T1D-170,B-Naive_T1D-174,B-Naive_T1D-2,B-Naive_T1D-21,B-Naive_T1D-25,B-Naive_T1D-28,B-Naive_T1D-29,B-Naive_T1D-37,B-Naive_T1D-39,B-Naive_T1D-42,B-Naive_T1D-44,B-Naive_T1D-52,B-Naive_T1D-61,B-Naive_T1D-73,B-Naive_T1D-79,B-Naive_T1D-8,B-Naive_T1D-82,B-Naive_T1D-86,B-Naive_T1D-87,B-Naive_T1D-88,B-Naive_T1D-93,B-Naive_T1D-96,B-Naive_T1D-97,B-Naive_T1D-98
OSBPL10-AS1,1.62765670587281,2.55542480809932,1.62765670587281,1.62765670587281,3.214225275639,2.79246101210308,1.62765670587281,1.62765670587281,3.17302118932051,3.10592860685607,1.62765670587281,2.95837096484565,2.66783747326124,1.62765670587281,3.56989371294745,2.75083145993323,1.62765670587281,2.42301154918212,4.46263122912312,1.62765670587281,1.62765670587281,2.41044887256983,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,3.90331606855481,3.51954828861421,3.75509436643576,2.84490144265537,3.14186470285394,3.77722505139751,3.59323838991167,3.70954880476658,4.04532491550748,4.25922007571992,4.84428407803863,4.32260006068896,4.37635852273516,4.59275802967113,1.62765670587281,3.77626208525689,3.79379968465093,4.79635244613256,1.62765670587281,3.82131575381494,5.06298792525276,4.64573582905573,4.08017106130553,4.35163390924982,3.07824439076473,3.51797549435168,3.7041030752458,3.81473473495002,3.34694383052827,2.16312385652697,1.62765670587281,2.55546256291753,2.38180694273319,3.61673122549632,2.26601511374058,1.62765670587281,1.62765670587281,1.62765670587281,2.30384361367095,2.56216134079828,3.70653380873421,2.68696590087769,3.81375273542215,3.55713731995335,4.55746446482977,3.85858684715881
NCF4,2.89766835929106,3.29846465380999,3.13836301298344,2.38764424624675,3.01757708494412,3.1069315474486,1.62765670587281,3.01449467150257,3.04865173713623,4.01846865407282,2.81478135433316,3.63994963184761,3.79472442472838,3.23307094345703,3.33772929444169,3.49043529437002,1.62765670587281,2.42301154918212,4.20724926407467,2.48928580231124,1.62765670587281,1.62765670587281,1.62765670587281,2.95093139980271,2.46654943513294,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.2818109838832,2.95609093405474,3.90331606855481,4.2590120981691,4.34066067855478,3.77056612539608,3.84501869705836,3.40123795747841,3.85049108874083,4.09329166206142,3.51137618968209,3.83439297344251,4.49401788635729,3.44978026466007,3.86326476774729,3.59210017206553,2.98972376520124,2.77366404292931,4.13795338210206,4.79635244613256,2.56194520379808,4.32844922257002,4.37420770282954,4.41049181269449,3.82771350345687,4.70214781782238,3.80613434678721,3.67386222602997,3.79936723559303,3.5098860417018,3.59515548242851,2.68118348497944,2.4310209471541,2.55546256291753,2.97119185689748,3.61673122549632,3.24445977084436,3.17333649422432,2.57919777321456,2.74206314456373,3.15559325537829,2.82098820230074,3.91204622995105,3.47632200819402,4.06746519823278,4.49580226362664,3.84833322795531,4.31848552551345
TBC1D10C,4.39550775855117,4.18749641157989,3.13836301298344,3.63602350783333,4.33336456386894,3.95286077789627,3.80247196491846,4.40188063549568,4.41438568680419,4.55244894586168,3.1884317045076,4.19798057258842,3.17583674979358,4.50536797434192,4.40358209706519,4.12512995421057,3.18147498565177,3.60119901755426,5.47218079470878,4.58179325901318,1.62765670587281,4.150743359035,2.64661736484871,3.22317934078297,1.62765670587281,2.69956458653646,2.77747368161492,1.62765670587281,1.62765670587281,1.62765670587281,4.23169369543378,5.44773628094729,4.59372362590295,4.80311112715395,4.57676919005364,4.11089092057008,4.98801424313297,4.60546572688937,4.39158406287022,5.86135160718425,4.87893304610221,4.59014161937815,5.34658318397395,5.28696987149432,5.02553709431358,3.49347488926342,4.53809667758662,5.42821483675464,4.79635244613256,3.75760734699732,5.5903628685102,5.88467521967542,6.01063148006868,5.07505876964272,5.3198768542672,4.80289811739585,5.28254712817257,5.07512354643955,5.04940055450131,4.71445791349828,4.14546085000282,3.73654699236365,4.05557042798482,2.90652200038136,4.78524877338079,3.75116356327012,4.41486661250127,3.09546390739363,3.47697439222454,4.2057514625033,3.80743772786408,5.02273708658648,4.37993622915544,5.07275023706005,5.15054535371503,5.02436867454767,4.8622907712217
ZMYND8,1.62765670587281,2.66068846883886,1.62765670587281,3.10047265860916,3.01757708494412,1.62765670587281,3.23142330252854,1.62765670587281,2.74523700616614,3.10592860685607,1.62765670587281,2.58468262604536,3.17583674979358,2.95937318407573,3.45927943758915,2.75083145993323,2.55281251672859,2.42301154918212,3.89264076683998,2.48928580231124,3.18601711553916,1.62765670587281,2.64661736484871,2.57916060971668,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.72444220867062,4.05274721120861,4.0550767026778,3.91470119747827,3.95237267053733,3.44575816251877,3.48598327997139,3.26953532369608,3.32118662142937,4.24875355233994,2.76450344967199,4.59014161937815,4.16266195652336,3.39798922551278,3.59210017206553,2.98972376520124,2.4483688021692,4.03278038808717,1.62765670587281,1.62765670587281,4.58521964502935,4.44366646620564,4.76994886312746,3.25143831785173,4.59481866852381,3.07824439076473,3.1300853575752,3.7041030752458,3.36371310917873,3.23142243704095,3.16894406279035,2.4310209471541,2.69316995211997,2.83748589333163,3.08540947709985,2.71635125192414,2.54768396515246,2.57919777321456,2.74206314456373,3.09010913185415,2.39500879137235,3.91204622995105,2.97648239583401,3.69679255820349,3.55713731995335,4.55746446482977,3.92160985051086
RPSA,9.46307244388428,9.24069218738119,8.98038271843413,9.20816192312533,9.24795889145356,9.18047120276603,8.90612045548551,9.39876506306577,9.2145266913871,9.45784675859921,8.60857105693043,9.33331789209652,9.35461955806032,9.49097711169501,9.37549196025511,9.16578592599459,8.55319230748681,8.88665321074661,9.52633330870593,9.42497698300653,8.27850336532216,9.24670457387557,7.97704085953122,8.13278841990036,8.43794062615049,8.29961638066436,8.24829552301753,8.49201897245997,8.63022573424993,8.41437202689785,9.2536388529425,9.75792326209959,9.4133463580815,9.97192840546399,9.57070125885957,9.97413488831072,9.30912744534226,9.6604466499625,10.1481681427249,9.78149648343866,9.52643169117841,9.91060959970262,9.66700987228753,9.61226412455372,9.66332786286871,9.26213441222561,9.36750217737013,9.64101604043464,9.82360342989111,9.03006974242255,9.6869104722827,9.78910719567226,9.69356559694128,9.83668926374117,9.60892471494134,9.62388047127939,9.51068449987071,9.3142528549387,9.25649431826074,9.30933491468371,9.04451566737647,8.9276191884801,9.16499531702039,8.60293526824923,9.50813994050548,9.50555055046844,9.23552892741871,9.02357127258027,8.6522601795692,9.23800038751043,9.13318736347902,9.47115480133439,9.11470875278787,9.59098738515126,10.0034556325041,9.52474632820046,9.7080955485598
EPB41L4A-AS1,6.82445966867444,6.14672482798168,6.54303763196965,6.60502403928879,6.27216270046326,5.76013867306422,6.43312254121979,6.26580088608156,5.80817477364001,6.46979856192141,6.55699473666645,6.02835593698686,5.75708392790351,5.96657194062643,5.85820695418199,6.50400606756805,6.55728466029156,6.36031294219804,4.92209392272331,6.43764501442347,7.12687555530654,6.68712543910003,7.07296861225727,7.34164901842502,7.74553798154774,7.30296524217434,7.29602393214826,8.28024244711679,7.49978237648714,7.05391582235437,6.43689945291475,5.75200599206488,5.45646808610688,5.89999288743304,5.35573237011982,5.71703697003202,6.05665126422187,5.65891270430587,5.8934531634651,5.5603722164272,5.65633678199712,4.91972740283208,5.86125646816012,5.56565972599631,6.15155798453993,6.57036749463914,5.6185739855558,5.1138175726735,4.79635244613256,6.87620358248691,5.92335003908657,5.40939104597908,5.34747201789304,5.43736774257741,5.77376613321681,6.1235544288747,5.90155990268482,5.77848614494965,5.43512529777742,6.10355851941343,6.01331578130528,6.3004168626208,6.24251421397407,6.48034327843892,5.92946979523074,6.22738027194999,6.39331042038839,6.54200178619743,6.38471358386106,6.46502734835644,6.28736795507232,5.69021357407818,6.26500559883611,5.34726464375848,5.36310233754641,5.55005280511551,5.50187877111388
SERF2,4.97312891845275,6.11948646740337,5.71056543303062,5.85271532591662,6.06490614343079,6.56482331353887,6.38520821422892,6.32254882238083,6.75602051358922,6.56283241263483,6.39171099422685,6.33651180657181,6.62770269977941,6.2873225113697,7.0087443531889,6.33809049857733,5.87313693416989,6.1800996343587,8.29256709225395,6.77361768497375,6.22621905964714,5.86353882708619,5.7167497797993,5.81196083427212,6.16181463571735,5.66209267521022,6.08976301341156,5.14572330309919,6.99056028379133,5.54602904017417,5.91545905760879,8.13401781720454,7.97834173548192,8.58502699763667,8.29803802766894,8.24322056921049,7.76609693796674,7.4356706534093,8.08911669752083,8.2891311392155,7.52279681071913,8.10109671321237,7.35757352631296,7.78021738451084,7.48844906790427,5.65729695116026,7.02688064379439,8.44471500539186,6.16790990833438,5.76319557909486,8.4211274160957,8.3016168708492,8.19197592114346,7.88012559549178,8.2733785761461,6.98494297508435,7.66419410818138,7.42762983825245,7.13144421688075,7.11112781980348,6.21949450960718,6.00090204451277,5.85900542856852,5.5855346297199,6.96697814024869,6.34135014952952,5.82543245464083,5.57867159235343,5.71407541562654,6.58429116498243,6.55135431708846,8.10939789733264,6.93366624740198,8.17193823591183,8.54170411010854,7.85702242708706,8.24286428767888
FCER2,3.98082484165689,3.4498644533952,4.71249109531563,4.92775751938269,4.33336456386894,5.39568161423373,3.23142330252854,5.19938308217135,4.76913950264731,5.41003146512013,4.34455289741893,4.59212242946327,4.63244605912163,4.96823588442067,5.13565496417841,3.8458557328712,3.88131282194625,4.85636147662284,5.6167309006273,5.61852582821161,3.18601711553916,4.81846782762447,3.56039422535962,3.79205998797033,3.41374685915801,4.18226955473936,4.17515277654347,4.67048208604261,4.25793406307466,3.2818109838832,4.72404414140013,6.45481013210061,5.19065996730648,6.18565972455373,6.18092486811492,6.3331835345207,5.3648021812699,6.12669755392702,5.55456351968162,6.78572148732096,5.12358134303831,6.13140192402138,5.6856135060643,6.35858817377584,5.71964215367202,4.67662804667386,5.86808819467439,6.72002018670508,4.79635244613256,3.19595079663626,6.54459414483424,6.36908060823303,6.5899454587328,6.28901242839799,5.3851441464535,5.43690560010077,5.93082478076065,5.51045187120482,5.40092572967472,4.69468394874461,4.14546085000282,4.67068982350135,4.65538871237067,4.48895654762624,5.55979611347417,4.5989714592761,4.50187604154327,3.71342963763459,4.0221666435239,4.76879799797474,4.90821303467244,6.32592641799542,5.05253567091734,6.27424092303593,6.83449252017655,5.60398693829219,5.8361691782763
TRAPPC6A,2.89766835929106,2.918911223108,3.13836301298344,2.69069934567553,3.214225275639,3.80765663941713,4.07815591845067,3.52550035392032,3.4818491939524,3.64300380641237,3.01783405333121,3.45282259803267,3.66627849931766,2.95937318407573,3.33772929444169,2.98737599767122,3.57965740456249,1.62765670587281,4.46263122912312,3.45786096495903,3.40191616701949,3.14202837211933,2.64661736484871,2.57916060971668,3.04368919130992,3.11229148381475,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,5.1596983360952,4.86344314034699,5.02157280164307,4.6804308675964,4.81819496711342,4.26291704167552,3.59323838991167,4.79589871858662,4.24875355233994,4.09325160111805,5.18674914458088,3.82715182274165,4.01094970068651,3.87809420405067,2.75281327627894,3.37827414196164,5.00955377831433,4.79635244613256,2.56194520379808,4.94511222461825,4.82634801693939,5.14981860760384,4.41804061224392,5.02400781560095,4.33199748467595,3.81282542786777,4.19384610643954,4.06170684132376,3.98133433454445,2.68118348497944,2.98639567280311,2.81260770428638,2.83748589333163,4.27941329076379,3.24445977084436,2.90845399423446,2.57919777321456,2.97698568148027,3.33220983215241,3.59739970386497,4.51581680526758,3.55532384129675,4.54925768192084,5.11741156376395,4.55746446482977,4.58865067930626
CIITA,1.62765670587281,2.55542480809932,2.71914733692837,1.62765670587281,1.62765670587281,2.31213414571842,3.23142330252854,3.01449467150257,2.74523700616614,3.31282977260533,1.62765670587281,2.95837096484565,2.2367639152424,2.58542673347562,2.87014723863123,2.4316272372566,1.62765670587281,1.62765670587281,3.30311340865599,3.28413810914475,2.9192513184512,2.72190340427482,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.90331606855481,3.81457422087789,3.10097072933402,3.20618330992169,2.72178032199888,3.95941572666795,3.13866945085699,3.15809762824547,4.04532491550748,3.07245137450133,4.59014161937815,3.29348611758986,3.86326476774729,3.4805181720497,2.43307946086491,3.0144100495434,3.65571300445175,1.62765670587281,2.56194520379808,3.82131575381494,4.09904459758343,4.12679386956514,3.09396191219773,3.78207981045048,2.6740462487064,2.5205000732549,3.60122918643714,2.8899958725963,2.87718152422497,3.08777534922924,1.62765670587281,2.38944832924363,2.24571534696305,3.08540947709985,2.71635125192414,1.62765670587281,2.78315676304721,2.42520409462968,2.57556369331583,2.70078254564162,3.91204622995105,2.2482841513706,3.72703594859993,3.65831922180678,4.17735892896125,3.64896733458952
RP11-421L21.3,1.62765670587281,1.62765670587281,1.62765670587281,2.69069934567553,1.62765670587281,2.31213414571842,1.62765670587281,1.62765670587281,2.28348494127719,2.50536876303409,1.62765670587281,3.23189684290606,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.7390690295136,1.62765670587281,2.82933462794846,1.62765670587281,1.62765670587281,2.64661736484871,1.62765670587281,2.46654943513294,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.31163631850822,2.52132038090163,2.61523353708147,3.20618330992169,3.22552494483928,2.84911025296325,2.8182426569164,2.41929672819024,2.86701399704104,3.07245137450133,3.51688244328971,2.7707992238538,3.39798922551278,2.36892423459353,1.62765670587281,1.62765670587281,3.65571300445175,1.62765670587281,1.62765670587281,2.73677906761425,3.27819784996011,3.7672661772407,3.51457277827429,2.94419603213083,3.07824439076473,3.67386222602997,3.22896431086691,3.10410190091279,2.78935036757644,2.54491780659357,2.4310209471541,2.16941576839556,2.49528870153429,2.49254453872413,1.62765670587281,1.62765670587281,2.3064807249256,1.62765670587281,2.10796036019896,2.17341522565578,3.46182492026475,2.68696590087769,2.63122880203862,2.86133431500608,1.62765670587281,2.87999365353137
AES,4.39550775855117,4.16027049587515,4.22121214748226,4.23542705315307,4.54351896478883,4.3128197193433,4.75319060401489,4.16816047847555,4.58326093534515,4.55244894586168,4.20941844240914,4.30756788165809,4.33941716193355,4.59391907808615,4.79551371412894,3.94558182814061,3.39687131319287,3.8253209215819,5.83913690155307,4.1813360809441,4.01582175261163,4.150743359035,3.92519188897342,3.79205998797033,3.56313988103795,4.02763128832771,4.17515277654347,4.67048208604261,5.03523933632507,3.2818109838832,4.67121415537087,5.5484297847987,5.71463042406499,5.36016532214769,5.58444443088361,5.41863994143976,5.3648021812699,5.02712623458827,5.43179398059947,6.00476289559361,5.12358134303831,5.69354406547532,4.94987688536215,5.56565972599631,5.29619039030443,4.04200464387982,4.72047113880456,5.2109457421011,4.79635244613256,3.75760734699732,5.53149588119382,5.83478813061439,5.79629910378833,5.21769957474984,5.41669127399078,4.80289811739585,5.49394262474375,4.88045810450211,4.88513763933763,4.71445791349828,4.46669277521273,4.20508964048299,4.70572498192935,4.26423414629433,5.00902887413108,4.8378850467504,3.56990458936255,3.8663627024352,3.83055403973603,4.94289579411133,4.81849713977026,5.39516389909499,4.05660359966239,5.29067304307689,6.11395028011754,5.10171903321731,5.44115012067049
HPS1,3.98082484165689,3.54129718881179,3.44169783497039,2.91602641430426,3.99123472846112,3.3512900819039,3.80247196491846,3.88566054914865,3.80121333773546,3.90481016951799,3.01783405333121,3.80306976716458,3.52349133285556,3.64135088125201,3.45927943758915,3.49043529437002,3.73925114601002,2.97343662338098,4.29774876003287,3.86883958588315,3.40191616701949,3.14202837211933,3.04155658048376,3.44315716975988,3.04368919130992,3.11229148381475,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,3.14540392660709,4.66854315640019,4.2590120981691,3.86362149175857,4.42535104698094,4.58236328248671,4.30751693538697,3.77028469895948,4.74481470328363,4.42579905348006,4.49775477779358,4.27912215375563,4.39608383897973,4.20586379410067,4.11293247166227,3.49347488926342,3.52539108838428,4.56859663210933,4.79635244613256,3.41294612525788,4.75085081341927,4.05476576558238,4.55634882310728,3.9172955593639,4.2835137966239,3.89511334760809,3.67386222602997,4.38503060623555,3.81473473495002,3.80247087229109,3.90857110346347,3.48916587516364,3.4015391911206,3.24691158378506,4.44364510355223,3.01291148691957,3.99833604460006,3.44322225938665,3.47697439222454,3.43685477674605,3.53901088799954,3.91204622995105,3.69987176260233,4.13506960583723,4.20685476569791,5.24482391019089,4.19864274392149
FCRL2,2.89766835929106,3.29846465380999,1.62765670587281,2.38764424624675,3.66126980657505,3.3512900819039,2.95796676377429,1.62765670587281,3.04865173713623,2.85116409570569,2.17045277166929,3.23189684290606,2.66783747326124,3.23307094345703,3.04893704616869,3.34545411342263,1.62765670587281,1.62765670587281,4.67819444757893,2.82933462794846,1.62765670587281,2.41044887256983,1.62765670587281,2.95093139980271,1.62765670587281,2.69956458653646,2.77747368161492,1.62765670587281,1.62765670587281,3.2818109838832,2.95609093405474,4.52589622237157,4.51731250726852,3.96388643734998,3.95237267053733,3.30354591687733,4.47274345896485,3.26953532369608,3.59298527954934,5.44412203461164,3.51138328282246,5.60555424914696,4.74265757222305,4.52808089686342,4.24947552829725,2.43307946086491,3.88553663823516,5.1138175726735,1.62765670587281,2.92771415861357,4.69778641207236,5.32130805974899,4.60175730106225,4.35679832343581,5.61993504809705,3.07824439076473,3.9384385389248,4.38503060623555,4.14901789294883,3.34694383052827,2.68118348497944,3.34426276191037,2.38944832924363,2.68270305034311,3.46416114759107,3.43738396964348,1.62765670587281,2.78315676304721,2.74206314456373,2.94608344549388,2.92800586940621,4.84125998103969,2.8423102390814,4.6283185223053,3.44708266383795,4.94255041988217,4.40736065543369
RALGPS2,3.373743166829,4.24036904579618,3.13836301298344,4.30281156111378,3.78074105174145,3.72854897977131,4.30688329313226,1.62765670587281,4.16933247239928,4.12324182029474,4.05940525455834,4.30756788165809,3.52349133285556,3.64135088125201,3.85360207884898,3.73793968090462,3.18147498565177,4.10290550129151,6.33241792585518,3.86883958588315,3.40191616701949,2.95307888424712,3.04155658048376,3.44315716975988,4.21418257623927,3.11229148381475,4.60937503268182,3.94391891436199,1.62765670587281,1.62765670587281,3.79969710344696,5.596236483524,5.41546613069105,5.3777819505515,5.43610773711614,5.04088764150016,5.3228096119347,4.7737640852114,5.18770104939104,6.40689846173557,4.97569661648923,6.2806284030046,5.3825676463684,5.65488948467735,4.69062743954175,3.18306927269954,4.16802662687928,6.41031451448656,4.79635244613256,3.59699004284908,5.72773642048115,6.35147377546663,6.47453771913145,5.34733403992127,5.82158027240761,4.33199748467595,5.74554874014174,5.24626707460495,5.11435834389014,4.01438988032274,4.07104077378111,3.61887084900957,3.79375954012984,3.62236230793739,4.27941329076379,4.11373240794556,2.90845399423446,3.79213415132827,2.74206314456373,3.9956438708224,4.25592296408708,5.84186870838918,3.55532384129675,5.96768552087716,5.64390029973536,5.24482391019089,5.55058644774833
BANK1,4.20388347209988,4.24036904579618,3.44169783497039,3.74020987289811,5.0325001018247,5.12782262386391,5.15016493869058,4.93193069397154,5.70379909867502,4.87995608006417,2.92130802553828,5.82746713947364,5.28240401400498,5.59582391287514,5.20131262793967,4.42569477479894,4.12659945735304,3.8253209215819,7.03010162193413,5.32201830255186,2.55567664892977,3.68908989912493,3.56039422535962,3.22317934078297,3.41374685915801,1.62765670587281,3.53120995800357,1.62765670587281,1.62765670587281,3.86591739648289,4.30370522077793,6.95260735177115,7.13712311741677,6.39830142540384,6.62697990232728,6.02723388752557,5.88032371658166,6.17203859233751,6.22382163791037,7.34412321503644,6.21068822382215,7.42938891508102,6.44808005056775,6.4484537887146,6.20154395980006,3.62340444771384,6.12379741425303,7.10596127894566,5.64068501893514,2.56194520379808,6.89805696548602,7.19264291030871,7.2109169080765,6.86390183654219,7.19690255732248,5.81004279022648,6.33253229407821,6.13132800027394,6.06688860463103,5.36405380233997,4.81931017127134,4.92821122075159,3.88689350989356,3.24691158378506,5.98277839043854,5.54104102898765,3.56990458936255,2.57919777321456,3.16880963052371,5.03790685455461,4.86406825001714,7.23491683085199,5.05253567091734,6.64380996738615,6.67402987097496,6.67322430170652,7.0700181711806
NAPSB,1.62765670587281,3.95259083585583,2.71914733692837,2.38764424624675,2.77634065897562,3.45685097771411,2.95796676377429,3.01449467150257,3.4818491939524,3.10592860685607,3.01783405333121,2.95837096484565,3.0699480549584,3.23307094345703,2.65212955155934,2.75083145993323,1.62765670587281,2.42301154918212,5.17755767790079,2.82933462794846,1.62765670587281,1.62765670587281,2.64661736484871,1.62765670587281,2.46654943513294,2.69956458653646,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.72444220867062,3.98011993493502,4.66616874005297,4.60614989162742,4.11230048678808,3.93965470149836,3.95941572666795,3.49451507156929,3.59298527954934,5.66788012987533,3.68302606737918,6.13140192402138,3.7132896324612,3.50576268188659,2.66504271519374,3.18306927269954,3.65697129132234,5.9038856411474,1.62765670587281,3.41294612525788,5.37275820154445,5.80917847400061,5.2937423747268,4.41804061224392,5.86785154764678,2.6740462487064,3.1300853575752,3.07332272827599,3.70133310247413,3.59515548242851,4.03223331161795,2.4310209471541,3.18567767716621,2.97119185689748,3.87614693791161,2.71635125192414,3.17333649422432,2.78315676304721,1.62765670587281,2.94608344549388,3.47776511631051,5.32806763977163,3.09549237510521,4.89366052734793,5.08348613271044,4.66408431759485,4.90816097381016
FCRL1,1.62765670587281,2.55542480809932,1.62765670587281,3.10047265860916,3.01757708494412,3.88225273286342,1.62765670587281,1.62765670587281,4.16933247239928,4.01846865407282,2.39089020777119,4.59212242946327,3.17583674979358,4.19963530567313,4.22242230307338,3.49043529437002,1.62765670587281,2.7390690295136,5.08082188644485,3.45786096495903,1.62765670587281,1.62765670587281,2.64661736484871,2.57916060971668,1.62765670587281,1.62765670587281,2.77747368161492,1.62765670587281,1.62765670587281,3.2818109838832,3.14540392660709,5.89249248493598,5.23854895311258,4.74959943992304,5.4935528952758,4.18899440406581,4.68871376970556,4.06550689919187,4.09329166206142,5.66788012987533,4.03308257182929,5.46250868457071,5.23283599185873,5.04343264210199,5.32667020458637,2.75281327627894,3.65697129132234,5.65164210209824,1.62765670587281,2.56194520379808,5.80425192439294,6.05767913593114,6.387867047257,4.68929745160699,4.5378953621515,4.6128980420181,5.32740656570072,5.21364683364734,4.93404833671946,3.98133433454445,2.54491780659357,3.48916587516364,3.10376738762681,2.24571534696305,4.90156731890491,3.24445977084436,2.54768396515246,2.3064807249256,2.42520409462968,2.10796036019896,3.02496376825461,5.45924691259082,3.39192175549932,5.42815254321695,4.26970445783036,4.94255041988217,4.81487851778567
CDC25B,1.62765670587281,2.84022872303013,1.62765670587281,2.38764424624675,3.214225275639,2.79246101210308,1.62765670587281,1.62765670587281,3.17302118932051,2.50536876303409,2.17045277166929,3.45282259803267,1.62765670587281,1.62765670587281,2.87014723863123,1.62765670587281,2.55281251672859,1.62765670587281,2.49991589070582,3.28413810914475,1.62765670587281,2.72190340427482,1.62765670587281,1.62765670587281,2.46654943513294,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.02656506462796,2.87278552517812,2.61523353708147,2.68925577617918,2.95293284889266,3.10350814146778,2.8182426569164,2.96742078585508,3.33362281048455,2.56359208059217,3.00782270111706,3.20689352540109,2.61505265059792,2.36892423459353,2.43307946086491,2.4483688021692,3.32390382510838,1.62765670587281,2.56194520379808,3.32520347085705,3.43336229593496,2.81637315400382,3.09396191219773,2.94419603213083,2.6740462487064,3.1300853575752,2.67036255768911,2.61742701047168,2.95796602502616,2.54491780659357,3.17934431506039,2.55546256291753,2.24571534696305,3.28995987381939,2.71635125192414,2.90845399423446,2.78315676304721,1.62765670587281,2.45214824506161,2.70078254564162,3.91204622995105,2.97648239583401,2.54675026442718,2.35412178549641,3.64694909400083,2.87999365353137
TPK1,1.62765670587281,2.28923859889927,1.62765670587281,2.38764424624675,1.62765670587281,2.96147332065141,1.62765670587281,1.62765670587281,2.74523700616614,2.85116409570569,3.01783405333121,2.58468262604536,2.66783747326124,2.58542673347562,2.65212955155934,2.75083145993323,3.18147498565177,1.62765670587281,2.84376625171376,1.62765670587281,2.55567664892977,1.62765670587281,2.64661736484871,1.62765670587281,3.04368919130992,2.69956458653646,2.77747368161492,1.62765670587281,1.62765670587281,1.62765670587281,3.30739281534346,3.31163631850822,3.6755307962079,3.50607689227668,3.39547267946455,3.14186470285394,2.98393830880174,2.8182426569164,1.62765670587281,2.86701399704104,2.9299367354992,3.00782270111706,3.77146505302321,3.27969901248267,3.06621203751671,2.75281327627894,3.0144100495434,3.32390382510838,1.62765670587281,3.19595079663626,3.32520347085705,3.96157613561744,3.7672661772407,3.9172955593639,3.13207125026799,2.89622820892654,3.81282542786777,2.37280355923062,3.1972633399967,2.87718152422497,3.0001675698623,3.48916587516364,2.81260770428638,3.24691158378506,2.49254453872413,2.26601511374058,3.17333649422432,2.3064807249256,2.42520409462968,2.86593612534626,2.92800586940621,3.46182492026475,2.2482841513706,3.63408350752858,2.64472913008019,2.69710518332757,3.35062573743941
NSMCE1,1.62765670587281,3.12475233651906,1.62765670587281,3.25852498205726,3.214225275639,2.96147332065141,3.23142330252854,3.01449467150257,3.65149391995011,3.10592860685607,3.01783405333121,2.58468262604536,2.2367639152424,2.95937318407573,2.87014723863123,2.75083145993323,2.55281251672859,2.97343662338098,4.11031513621976,3.45786096495903,2.55567664892977,1.62765670587281,2.64661736484871,2.95093139980271,2.46654943513294,2.69956458653646,2.77747368161492,1.62765670587281,1.62765670587281,1.62765670587281,2.95609093405474,4.66854315640019,3.34118607487382,4.44626095054454,3.95237267053733,4.29835096067383,3.10350814146778,3.68480909432699,4.09329166206142,3.8054862348913,2.9299367354992,4.27912215375563,3.77146505302321,4.32184511535548,3.78958186787712,2.43307946086491,3.77626208525689,4.70930202388351,1.62765670587281,2.56194520379808,5.11587390447044,4.14191890006597,4.55634882310728,4.22547801663708,4.21183314828366,2.89622820892654,3.33973031911458,3.88815588031859,3.43897760105303,3.29059547734947,2.68118348497944,2.4310209471541,3.10376738762681,2.38180694273319,3.46416114759107,3.24445977084436,3.56990458936255,2.57919777321456,2.97698568148027,3.0205034522858,3.27315138868212,4.7409426709628,3.20294267920647,4.0204364813758,4.82009927597754,4.55746446482977,3.98177559378567
