,B-Naive_H-1,B-Naive_H-10,B-Naive_H-11,B-Naive_H-13,B-Naive_H-16,B-Naive_H-18,B-Naive_H-23,B-Naive_H-25,B-Naive_H-26,B-Naive_H-27,B-Naive_H-33,B-Naive_H-36,B-Naive_H-37,B-Naive_H-4,B-Naive_H-40,B-Naive_H-43,B-Naive_H-45,B-Naive_H-49,B-Naive_H-55,B-Naive_H-56,B-Naive_H-57,B-Naive_H-59,B-Naive_H-61,B-Naive_H-62,B-Naive_H-63,B-Naive_H-64,B-Naive_H-65,B-Naive_H-66,B-Naive_H-68,B-Naive_H-69,B-Naive_H-7,B-Naive_T1D-1,B-Naive_T1D-102,B-Naive_T1D-104,B-Naive_T1D-106,B-Naive_T1D-118,B-Naive_T1D-12,B-Naive_T1D-121,B-Naive_T1D-124,B-Naive_T1D-127,B-Naive_T1D-129,B-Naive_T1D-132,B-Naive_T1D-135,B-Naive_T1D-137,B-Naive_T1D-139,B-Naive_T1D-14,B-Naive_T1D-140,B-Naive_T1D-141,B-Naive_T1D-142,B-Naive_T1D-15,B-Naive_T1D-153,B-Naive_T1D-156,B-Naive_T1D-158,B-Naive_T1D-170,B-Naive_T1D-174,B-Naive_T1D-2,B-Naive_T1D-21,B-Naive_T1D-25,B-Naive_T1D-28,B-Naive_T1D-29,B-Naive_T1D-37,B-Naive_T1D-39,B-Naive_T1D-42,B-Naive_T1D-44,B-Naive_T1D-52,B-Naive_T1D-61,B-Naive_T1D-73,B-Naive_T1D-79,B-Naive_T1D-8,B-Naive_T1D-82,B-Naive_T1D-86,B-Naive_T1D-87,B-Naive_T1D-88,B-Naive_T1D-93,B-Naive_T1D-96,B-Naive_T1D-97,B-Naive_T1D-98
PHACTR2,1.62765670587281,2.09749646521796,1.62765670587281,2.38764424624675,1.62765670587281,2.79246101210308,1.62765670587281,1.62765670587281,2.28348494127719,1.62765670587281,2.81478135433316,1.62765670587281,2.82065677142496,2.58542673347562,2.35951251829535,1.62765670587281,1.62765670587281,2.7390690295136,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.64661736484871,1.62765670587281,2.46654943513294,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.72444220867062,2.8502551278725,2.87278552517812,2.76103708217503,2.24966438649147,2.41035884030438,2.69297553107394,1.62765670587281,2.73399490472453,2.86701399704104,2.29515979638096,3.00782270111706,2.4462669672099,2.82596148473436,2.36892423459353,1.62765670587281,2.77366404292931,3.50087203602533,1.62765670587281,1.62765670587281,2.73677906761425,2.61409658047263,2.98842144873126,2.68581886306366,3.13207125026799,2.89622820892654,3.1300853575752,1.62765670587281,2.44093183621738,2.78935036757644,2.54491780659357,2.4310209471541,2.81260770428638,2.49528870153429,2.49254453872413,2.71635125192414,1.62765670587281,2.57919777321456,2.42520409462968,2.30384361367095,2.56216134079828,2.73221084016281,2.2482841513706,2.90719215895807,2.35412178549641,2.69710518332757,3.08051874845708
CTD-2319I12.1,1.62765670587281,2.28923859889927,2.71914733692837,2.38764424624675,1.62765670587281,1.62765670587281,3.80247196491846,1.62765670587281,2.28348494127719,2.50536876303409,2.39089020777119,2.58468262604536,1.62765670587281,1.62765670587281,1.62765670587281,2.4316272372566,1.62765670587281,1.62765670587281,3.09720895034797,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,4.05274721120861,2.87278552517812,3.57305964978603,2.84490144265537,3.57317774678162,2.50385464162813,3.26953532369608,2.41929672819024,3.51137618968209,2.56359208059217,3.51688244328971,2.4462669672099,3.14816051548633,2.66504271519374,1.62765670587281,3.0144100495434,3.32390382510838,4.79635244613256,1.62765670587281,4.01239142598525,4.09904459758343,3.7672661772407,3.25143831785173,4.21183314828366,2.6740462487064,3.1300853575752,1.62765670587281,2.20648370324374,2.31024357626835,2.68118348497944,2.4310209471541,3.01533676131627,2.06634782445284,1.62765670587281,1.62765670587281,1.62765670587281,2.78315676304721,1.62765670587281,2.30384361367095,2.17341522565578,1.62765670587281,2.68696590087769,3.49852403022884,3.83952180524696,4.44200662974101,2.87999365353137
TNFRSF14,4.20388347209988,4.10412419479689,4.48847958733951,3.83663814459247,3.89017282412019,4.36455649027279,4.50288781555779,4.93193069397154,4.41438568680419,4.93721187022783,3.93480957548225,4.07880372420242,4.6650928431501,4.30926499033724,4.15628824543794,4.55452205770562,2.91538303823925,4.184004617828,5.08082188644485,4.8355765163173,4.01582175261163,4.07031734270015,3.92519188897342,3.44315716975988,4.12544648337575,3.85281765169929,3.53120995800357,1.62765670587281,4.25793406307466,3.2818109838832,4.15567525070303,4.62259384021199,4.51731250726852,5.12979334545199,4.95214783308878,5.15942535238831,4.90469877824201,5.27017575378103,5.39937917642787,4.85195908975282,4.62337742692785,5.24633565940767,4.68570716427112,5.22988306341253,4.98776693609937,4.04200464387982,4.72047113880456,5.0626436170164,6.16790990833438,4.44927087302562,5.19411966253525,5.18806223954227,4.95532980720506,5.34733403992127,4.75287967767499,4.33199748467595,5.13880873789723,4.8380875844234,4.90980467904078,4.84559263407306,4.18119307275875,4.20508964048299,4.20543581495823,4.0482681495837,5.28978637893368,4.56125351346161,4.22243556793098,3.44322225938665,4.18978589591063,4.45894640479948,4.14764202370092,4.93490908786175,4.74034595037201,4.90633171387209,5.11741156376395,4.17735892896125,5.11754362489959
SMIM14,1.62765670587281,3.7063632559487,4.22121214748226,4.01060383874608,3.78074105174145,3.23553104253931,3.80247196491846,1.62765670587281,3.38747941683692,3.31282977260533,3.69690058767119,3.63994963184761,3.79472442472838,2.95937318407573,3.33772929444169,3.18044159035437,2.55281251672859,3.16483539630728,5.77903471564317,3.74588656564656,3.74501381715544,3.44594792258166,3.04155658048376,2.57916060971668,3.04368919130992,3.65113942250656,4.47921023588477,1.62765670587281,1.62765670587281,3.2818109838832,3.14540392660709,5.79356879283592,5.23854895311258,5.67684064848831,4.9793453928311,4.71823969557942,5.23491987419784,4.06550689919187,4.8928222198666,5.89120323593083,4.81053076420376,5.81615721577035,4.68570716427112,5.20045754839548,4.7821076215832,3.62340444771384,3.88553663823516,5.87467725123732,1.62765670587281,2.56194520379808,6.01198766530127,6.12143857543416,6.10688229554687,5.34733403992127,5.17962519525568,4.05695360590902,4.43440801640362,4.88045810450211,4.41691631463558,3.34694383052827,4.07104077378111,3.34426276191037,2.91896220912101,3.34093750419742,4.27941329076379,3.24445977084436,2.54768396515246,3.22323803664207,3.60604171728909,3.92904657358845,3.94537431697623,6.06366196893134,3.69987176260233,5.66883246035303,5.8386405258942,4.44200662974101,5.42031962189927
DERL3,1.62765670587281,3.29846465380999,2.71914733692837,2.91602641430426,3.214225275639,2.96147332065141,1.62765670587281,1.62765670587281,3.04865173713623,3.78047240247304,2.81478135433316,1.62765670587281,2.82065677142496,3.23307094345703,3.33772929444169,3.18044159035437,1.62765670587281,2.97343662338098,3.47839144873354,3.45786096495903,2.55567664892977,1.62765670587281,1.62765670587281,2.57916060971668,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,3.54107609702584,3.6755307962079,3.57305964978603,3.63355914238079,3.14186470285394,3.31013296880759,3.59323838991167,3.15809762824547,3.33362281048455,3.07245137450133,3.28975125517067,2.89798878138071,3.60493239553985,3.06621203751671,2.98972376520124,3.21068440226491,3.91866514424713,1.62765670587281,1.62765670587281,3.4688525078363,3.75292871392251,4.06221205437172,3.62768852606805,2.71441812087661,3.07824439076473,3.67386222602997,3.22896431086691,3.1972633399967,3.45229669290394,2.79940876979401,2.98639567280311,3.46564803572329,3.08980372234974,2.49254453872413,3.24445977084436,2.90845399423446,2.95098148089209,2.97698568148027,2.94608344549388,2.70078254564162,3.46182492026475,2.97648239583401,3.53380983170025,3.65831922180678,2.69710518332757,3.25000607196294
MTMR4,2.89766835929106,2.55542480809932,1.62765670587281,2.38764424624675,1.62765670587281,2.79246101210308,2.58438253717261,1.62765670587281,3.17302118932051,2.85116409570569,2.39089020777119,1.62765670587281,2.2367639152424,2.58542673347562,2.87014723863123,2.4316272372566,2.91538303823925,1.62765670587281,2.84376625171376,3.28413810914475,2.55567664892977,2.72190340427482,3.3291249332076,1.62765670587281,3.41374685915801,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,3.64163364552898,3.34118607487382,3.63666089995052,2.97932370243637,3.22552494483928,2.84911025296325,2.8182426569164,3.59298527954934,3.8054862348913,3.31216603843093,4.15759893505516,2.89798878138071,3.60493239553985,2.88551739764914,1.62765670587281,3.0144100495434,3.65571300445175,1.62765670587281,1.62765670587281,3.4688525078363,3.75292871392251,4.06221205437172,3.39014251328414,3.67639560585031,2.37549045223618,3.1300853575752,3.36613321615289,3.00240947804554,3.34694383052827,2.16312385652697,2.98639567280311,2.91896220912101,2.38180694273319,2.49254453872413,2.87554697262723,3.17333649422432,2.95098148089209,2.42520409462968,2.94608344549388,2.70078254564162,3.91204622995105,2.68696590087769,3.38618254206076,3.44708266383795,3.40763423171147,3.82590899697331
RP11-553L6.5,1.62765670587281,2.75473577038237,1.62765670587281,2.38764424624675,1.62765670587281,2.79246101210308,1.62765670587281,1.62765670587281,2.28348494127719,2.50536876303409,2.17045277166929,1.62765670587281,2.82065677142496,3.23307094345703,1.62765670587281,3.18044159035437,2.55281251672859,2.7390690295136,2.49991589070582,2.48928580231124,2.55567664892977,2.72190340427482,1.62765670587281,2.57916060971668,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.34735070664796,3.34118607487382,3.27998300231441,2.97932370243637,2.41035884030438,2.84911025296325,2.8182426569164,2.73399490472453,3.12459877653832,2.56359208059217,3.51688244328971,3.01101983603677,2.33252631297616,3.35785490085027,1.62765670587281,2.4483688021692,3.32390382510838,1.62765670587281,2.56194520379808,3.4688525078363,3.57103129716109,3.38464351531099,2.38408117343912,2.71441812087661,1.62765670587281,3.67386222602997,2.89184658579352,2.44093183621738,2.45988387293842,2.68118348497944,2.98639567280311,2.55546256291753,2.38180694273319,3.08540947709985,2.71635125192414,2.54768396515246,2.3064807249256,2.74206314456373,2.94608344549388,2.17341522565578,2.73221084016281,2.68696590087769,3.07356073268252,2.86133431500608,3.10901369615507,3.19626139403048
CSE1L,3.98082484165689,3.66705636338924,3.13836301298344,3.92646785225427,3.5294797755943,3.3512900819039,3.80247196491846,3.01449467150257,3.17302118932051,3.10592860685607,3.93480957548225,3.80306976716458,3.27271492475519,3.23307094345703,3.20239286040633,3.8458557328712,3.73925114601002,3.16483539630728,3.47839144873354,3.28413810914475,3.74501381715544,3.68908989912493,3.56039422535962,3.93655648449299,4.03048796619362,4.4472136930835,3.99325474655681,3.94391891436199,4.25793406307466,4.26803342160381,3.30739281534346,3.7348388118346,2.87278552517812,2.2051687156001,3.20618330992169,2.58064591484124,3.95941572666795,3.13866945085699,1.62765670587281,3.12459877653832,2.29515979638096,1.62765670587281,3.01101983603677,2.82596148473436,3.06621203751671,3.34830692142059,3.21068440226491,2.51159164088473,1.62765670587281,2.92771415861357,2.73677906761425,2.75974734388536,2.81637315400382,3.39014251328414,2.94419603213083,3.60754388612553,2.87167437656819,3.48925174089573,3.1972633399967,3.40076189445898,3.67259643243933,3.73654699236365,3.58469142296839,3.50947476005733,3.61673122549632,3.43738396964348,3.38782976724911,3.33828492707964,3.47697439222454,3.3856627686683,3.02496376825461,3.15572783885837,3.09549237510521,3.1718540752159,2.35412178549641,1.62765670587281,3.13987604066098
BTK,1.62765670587281,2.09749646521796,2.71914733692837,3.5225516000171,1.62765670587281,3.1069315474486,2.95796676377429,1.62765670587281,3.4818491939524,2.85116409570569,3.01783405333121,2.95837096484565,3.0699480549584,3.45412411042976,3.04893704616869,1.62765670587281,2.55281251672859,2.97343662338098,4.20724926407467,2.82933462794846,2.55567664892977,2.41044887256983,3.04155658048376,2.57916060971668,1.62765670587281,1.62765670587281,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,2.72444220867062,5.09437124607605,4.98111688777767,4.22628287049993,4.29982516293426,3.98455771722704,3.10350814146778,4.30744154088324,3.81644298803101,5.12917740431764,3.07245137450133,4.91972740283208,4.43140940096361,3.6969012013286,3.78958186787712,1.62765670587281,3.37827414196164,5.00955377831433,1.62765670587281,1.62765670587281,5.0750728765385,5.14758222779916,5.08790575345892,4.82993678672214,4.35163390924982,3.89511334760809,4.25703849507687,3.36613321615289,3.36371310917873,3.10309844237749,3.0001675698623,2.4310209471541,2.38944832924363,2.76325647758812,3.61673122549632,3.13464343928411,2.54768396515246,2.78315676304721,1.62765670587281,2.86593612534626,3.27315138868212,4.93490908786175,2.97648239583401,4.86797175114654,3.99871806413489,4.44200662974101,4.51098036184758
TMEM256,3.71281064103152,3.7445073272357,3.44169783497039,3.74020987289811,4.25554539266022,3.88225273286342,3.80247196491846,3.88566054914865,4.27266253211873,4.47662473524351,3.46879228195072,4.19798057258842,3.96646252785642,4.30926499033724,4.40358209706519,4.42569477479894,3.57965740456249,3.60119901755426,5.08082188644485,4.43522618740454,3.88734411145164,3.79523953221305,3.56039422535962,2.95093139980271,3.04368919130992,2.69956458653646,3.53120995800357,1.62765670587281,1.62765670587281,4.26803342160381,3.89800207843573,4.83862435096156,4.2590120981691,4.97586010199176,4.61218403041271,5.10139349802994,4.68871376970556,4.81286535858866,5.14914618198886,4.9694375827083,4.49775477779358,5.30352810114146,4.65634040320414,4.86681774439848,4.54112616233684,4.1288660379997,4.72047113880456,5.38732884813701,4.79635244613256,3.41294612525788,4.94511222461825,5.45974429096874,5.08790575345892,4.997975675455,5.02400781560095,3.97848329276405,4.79852217598252,4.79440368463084,4.19065181928955,4.25319304484272,3.56463844369883,3.34426276191037,3.58469142296839,3.79079664223286,3.98885081412013,4.26391405258147,4.11501923660729,3.71342963763459,3.7231680187703,3.8944543877205,3.53901088799954,5.18358291527834,3.76646358032925,5.01553430117513,5.4976062289774,5.31131793213038,5.28851595292488
HLA-DOB,3.373743166829,3.24340745671024,2.71914733692837,3.10047265860916,3.38211477767145,2.79246101210308,2.95796676377429,3.52550035392032,3.80121333773546,4.01846865407282,3.10639974437165,4.07880372420242,3.36220481573608,2.95937318407573,3.04893704616869,3.62020647279382,2.55281251672859,2.7390690295136,5.26812874055086,3.45786096495903,3.58509793653322,3.89340564966713,2.64661736484871,2.95093139980271,3.56313988103795,2.69956458653646,2.77747368161492,1.62765670587281,1.62765670587281,1.62765670587281,3.57749857897353,5.57253282402157,5.14110203998022,5.51139679991214,5.17995948834202,5.33736328963152,4.11965574491625,4.51305647636749,5.02677288114715,5.5603722164272,4.09325160111805,5.69354406547532,4.71447126119386,5.04343264210199,4.43173271286817,3.18306927269954,4.08029532130868,5.506634453894,1.62765670587281,3.59699004284908,5.85308395325631,5.55542089643309,5.266098304963,4.9164532392506,4.89494292850702,4.45126480496911,4.79852217598252,4.60466851605312,4.14901789294883,3.54932564242523,2.79940876979401,1.62765670587281,3.74458326054021,3.29485909911859,4.36397270107723,3.60397189916227,2.90845399423446,2.3064807249256,2.42520409462968,3.3856627686683,3.11391444268383,5.52057815764866,4.29508441732015,5.10600367671786,5.54805176006994,4.02291250741343,5.32262639406263
PGM3,2.89766835929106,3.06038934674825,3.13836301298344,2.69069934567553,3.01757708494412,3.1069315474486,2.95796676377429,4.16816047847555,2.74523700616614,3.48889950452768,2.69514428587647,2.58468262604536,3.52349133285556,3.23307094345703,2.87014723863123,3.34545411342263,3.57965740456249,3.16483539630728,2.49991589070582,3.08018876832432,3.74501381715544,3.30372382347023,3.56039422535962,3.22317934078297,3.56313988103795,3.11229148381475,3.53120995800357,3.94391891436199,4.25793406307466,4.26803342160381,2.95609093405474,2.34735070664796,3.13139328796752,2.99946355150889,2.84490144265537,1.62765670587281,2.69297553107394,2.60858251644985,2.73399490472453,2.86701399704104,2.29515979638096,1.62765670587281,2.4462669672099,2.33252631297616,2.88551739764914,2.75281327627894,3.21068440226491,2.85960236343961,1.62765670587281,2.56194520379808,2.42133490606021,2.61409658047263,2.81637315400382,2.68581886306366,2.40497470845603,2.37549045223618,2.5205000732549,3.07332272827599,3.00240947804554,3.03296414309705,3.16894406279035,3.17934431506039,2.55546256291753,3.38530761762685,2.83376014406762,3.24445977084436,3.17333649422432,2.95098148089209,3.16880963052371,3.15559325537829,2.92800586940621,3.15572783885837,2.68696590087769,2.77917664986257,1.62765670587281,3.10901369615507,2.6288807603003
CORO1A,5.62624898461151,5.33379202561544,5.22711647049623,5.32789509239983,5.28428319618385,5.85178269775003,6.02750291822422,5.42440564390789,5.66724642231367,5.96905430106895,5.57241277375963,6.05926539486179,5.47704706513298,5.09398015946902,5.35331449720751,4.97635123765561,5.80671282667808,5.08026835875964,7.38207240999175,5.61852582821161,4.82474775772655,4.95625075043547,5.12207408389675,4.29495523044088,5.3719368795341,5.10750627647576,4.72843801347171,4.67048208604261,5.03523933632507,5.0468152008044,5.20304294496009,6.6137645800826,6.5389773605974,6.92502141342812,6.84047473033349,6.59232345936837,5.7441737669345,5.99828954346833,6.34747410210223,7.2322285487275,5.76788860795048,7.53996417390359,6.199561771803,6.21961159817911,5.78677029543738,4.83687222301128,4.93177610173188,7.00197940310632,6.55276589684706,5.0908271059205,7.24690413709411,7.33369070776244,7.26050307404916,6.45564156168233,7.16027970522911,5.22263559438986,6.09489458585477,5.66282857175903,5.80524134567167,5.77168101895461,5.90316257762806,5.70619376269139,5.58091914118079,5.52339830406847,5.5242099564688,5.50224307489279,5.4043121200771,5.27370707025284,5.68710890869423,5.98666413180834,5.69044142393138,7.35712481751275,5.30821175037747,6.67347366532601,7.46412674722249,6.51384216868095,6.62516842931963
ATF3,4.39550775855117,4.10412419479689,4.22121214748226,3.39771051592389,3.89017282412019,3.3512900819039,4.07815591845067,5.07195152109708,3.4818491939524,4.82027872325748,3.40459763125509,2.95837096484565,3.52349133285556,2.95937318407573,2.87014723863123,3.49043529437002,3.73925114601002,2.42301154918212,2.84376625171376,4.89245980775946,5.81497376168103,5.12128662006904,5.18762388327234,4.06687063235669,3.92829911144443,5.44167626042746,3.53120995800357,1.62765670587281,5.03523933632507,4.57832915658093,3.98950688126747,2.34735070664796,2.52132038090163,2.88726153496163,3.30460484221959,2.95293284889266,3.21144557082852,2.32782262468823,3.15809762824547,3.33362281048455,2.9299367354992,1.62765670587281,3.37416187716722,2.99922058689869,4.18291516277233,4.04200464387982,3.37827414196164,2.51159164088473,1.62765670587281,1.62765670587281,2.42133490606021,2.43816191699186,2.81637315400382,3.09396191219773,2.94419603213083,3.4952937167279,3.81282542786777,3.07332272827599,3.64066717363997,2.95796602502616,3.16894406279035,3.34426276191037,3.26211062265641,2.68270305034311,2.83376014406762,3.01291148691957,3.72891890028484,3.8663627024352,3.16880963052371,2.77881420859539,2.56216134079828,1.62765670587281,4.89084828043868,2.90719215895807,2.35412178549641,3.40763423171147,2.6288807603003
TSTD1,3.71281064103152,3.78156156115546,3.13836301298344,3.5225516000171,3.5294797755943,4.55407991185108,4.19731308767127,4.16816047847555,4.45856836375325,4.31126661536984,3.74807613539758,4.19798057258842,3.9116573502665,4.59391907808615,4.91821223448239,4.49160126111707,3.18147498565177,3.60119901755426,6.43319034603345,3.98129800503384,3.18601711553916,3.79523953221305,4.21083127526993,2.95093139980271,2.79842363742293,3.85281765169929,4.33556285132937,4.67048208604261,4.25793406307466,4.26803342160381,4.37212883448703,6.64808156781524,5.60963665714618,6.26323915751576,6.27101232954829,5.62431794449033,5.30134023213093,5.18382881900455,5.33225341999501,6.2315484592868,5.09521231578428,6.41581564444694,5.58128654082566,6.03289567336769,5.47000444807691,3.8493093588459,4.72047113880456,6.48940615265991,6.16790990833438,2.92771415861357,6.73864007795499,6.40366074869708,6.34906236013148,5.74965733088866,6.66760137841983,5.34898663998979,5.49394262474375,4.92159352072251,5.17647394128561,4.59139633689242,3.38294872969345,3.94409536968572,3.97389435301288,3.50947476005733,4.65843779526563,4.3992402212025,3.38782976724911,3.22323803664207,3.92981241164479,3.74621402627013,3.59739970386497,6.2557455999581,4.05660359966239,6.20985734148357,6.7295276276934,6.23582419097371,5.99214723399328
ARHGAP4,2.89766835929106,3.88681404103152,3.13836301298344,3.74020987289811,4.08519293043554,3.88225273286342,3.63938444278931,3.88566054914865,3.7285184279196,3.64300380641237,3.40459763125509,4.19798057258842,3.27271492475519,3.45412411042976,3.85360207884898,3.8458557328712,3.39687131319287,4.10290550129151,4.00589555239871,4.35569166136422,1.62765670587281,3.89340564966713,2.64661736484871,2.95093139980271,3.24340307528062,3.41144136161957,2.77747368161492,1.62765670587281,4.25793406307466,1.62765670587281,3.30739281534346,4.05274721120861,3.81457422087789,4.2654784805629,4.25530234727288,3.93965470149836,4.62036952516075,3.68480909432699,4.00723448466237,4.04532491550748,4.25922007571992,4.15759893505516,4.24496731255156,4.47932787375807,4.18291516277233,3.34830692142059,3.77626208525689,4.4925413003406,4.79635244613256,4.25542468867106,4.94511222461825,4.9258055291403,5.11919956992631,3.73156230970479,4.80184366977837,4.45126480496911,4.79852217598252,4.74932026308996,4.19065181928955,4.19731186766215,3.77216459643976,4.12356932317964,3.79375954012984,3.42810865380622,3.98885081412013,3.81891860369711,4.11501923660729,2.95098148089209,3.16880963052371,4.08971539071925,4.41931190378659,3.46182492026475,3.55532384129675,4.35767302118793,4.14096857037751,3.84833322795531,4.12133640099837
ZNF275,1.62765670587281,2.09749646521796,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.58438253717261,3.01449467150257,1.62765670587281,1.62765670587281,2.81478135433316,1.62765670587281,1.62765670587281,2.95937318407573,2.65212955155934,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.72190340427482,1.62765670587281,1.62765670587281,2.46654943513294,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,1.62765670587281,2.87278552517812,2.88726153496163,2.97932370243637,2.18446104653892,2.25190701326494,2.60858251644985,2.73399490472453,2.51706017452837,2.56359208059217,1.62765670587281,2.62384063617378,3.14816051548633,1.62765670587281,2.98972376520124,2.77366404292931,1.62765670587281,1.62765670587281,2.56194520379808,2.42133490606021,2.43816191699186,1.62765670587281,2.38408117343912,2.94419603213083,1.62765670587281,1.62765670587281,2.67036255768911,2.8899958725963,2.31024357626835,2.38069795831119,2.4310209471541,2.91896220912101,2.83748589333163,2.49254453872413,2.26601511374058,2.54768396515246,2.95098148089209,2.74206314456373,2.57556369331583,2.82098820230074,2.73221084016281,2.97648239583401,2.34429331394449,3.0390274814432,3.10901369615507,2.6288807603003
MARCH1,4.56375367907908,3.62650544788248,3.8884120919388,4.0897681504588,3.89017282412019,4.08377377203236,4.19731308767127,4.60171568893316,3.65149391995011,4.62435912712373,3.69690058767119,4.82834588572518,3.9116573502665,4.30926499033724,4.15628824543794,4.55452205770562,3.39687131319287,4.26054315501882,5.89682156037103,4.08501953422125,3.18601711553916,3.30372382347023,2.64661736484871,3.22317934078297,2.79842363742293,3.41144136161957,1.62765670587281,1.62765670587281,1.62765670587281,3.2818109838832,4.07514875684172,5.87324598596236,5.03647541632198,5.04388760033987,5.53060561892738,3.93965470149836,4.54851101064943,4.56002671091864,4.3228752181353,6.73733336704625,4.40722245761006,6.67489959969778,5.10920203953452,5.31467766698104,4.48750617678024,3.74127415310223,4.40173953326351,6.56437698790112,4.79635244613256,3.90052217305192,6.32025350768693,6.54974442514154,6.60099325204115,6.27286177176346,5.72430198052767,3.80613434678721,5.03421239412825,5.18026113966264,4.93404833671946,4.25319304484272,4.18119307275875,4.35484540080669,4.34044617503529,3.75881950426917,4.27941329076379,3.75116356327012,3.38782976724911,3.71342963763459,3.47697439222454,3.82242836895423,3.94537431697623,5.74256858355976,4.33816387711184,5.23174037648114,4.82009927597754,4.94255041988217,5.46168115968389
SKAP1,1.62765670587281,2.66068846883886,1.62765670587281,3.39771051592389,2.77634065897562,3.1069315474486,1.62765670587281,1.62765670587281,2.90818559933462,2.50536876303409,2.69514428587647,2.58468262604536,1.62765670587281,3.23307094345703,3.45927943758915,2.75083145993323,1.62765670587281,3.32850616165167,4.00589555239871,3.61003771506468,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.04368919130992,1.62765670587281,3.78263616537195,1.62765670587281,1.62765670587281,3.2818109838832,1.62765670587281,4.24978437683405,3.81457422087789,3.86362149175857,4.38476496356614,4.02800121794046,3.31013296880759,3.68480909432699,3.91526706116657,4.34012007640464,2.29515979638096,3.28975125517067,3.88057086124058,3.60493239553985,4.37361807622556,2.75281327627894,3.37827414196164,4.03278038808717,1.62765670587281,1.62765670587281,4.94511222461825,3.75292871392251,4.35824862098854,4.58703696003538,3.97084821087568,3.4952937167279,3.9384385389248,2.89184658579352,3.00240947804554,2.78935036757644,2.68118348497944,1.62765670587281,2.69316995211997,2.49528870153429,3.08540947709985,3.01291148691957,2.54768396515246,2.78315676304721,2.42520409462968,3.15559325537829,3.02496376825461,4.84125998103969,3.20294267920647,3.94664721539906,4.20685476569791,4.44200662974101,4.17335928132576
POLD4,2.89766835929106,3.12475233651906,1.62765670587281,2.91602641430426,3.214225275639,3.55406413595237,2.95796676377429,3.01449467150257,3.4818491939524,3.31282977260533,2.81478135433316,3.45282259803267,3.36220481573608,2.58542673347562,3.85360207884898,3.73793968090462,3.18147498565177,2.7390690295136,5.5462813973912,4.1813360809441,1.62765670587281,2.72190340427482,3.3291249332076,3.62954176354349,2.79842363742293,3.11229148381475,3.78263616537195,1.62765670587281,1.62765670587281,3.86591739648289,3.44986118219987,5.0258914686146,4.86344314034699,5.24963393711624,4.46478091686568,4.95597232979862,3.40123795747841,4.41406649239813,4.57935249813203,5.5603722164272,3.83439297344251,5.18674914458088,4.43140940096361,4.14395779521333,4.11293247166227,3.18306927269954,3.77626208525689,5.25713063754576,4.79635244613256,2.56194520379808,4.94511222461825,5.20787813538632,5.05590623920891,4.82993678672214,4.5378953621515,3.71065745860029,3.1300853575752,3.97135429843919,4.19065181928955,3.40076189445898,3.50698730914154,3.48916587516364,3.10376738762681,3.08980372234974,3.75291088405784,3.60397189916227,2.90845399423446,2.78315676304721,2.74206314456373,3.43685477674605,3.41332615386374,4.08990761718641,3.76646358032925,4.78797178216157,5.8386405258942,4.17735892896125,4.0945565581304
COMMD2,5.08686322966565,5.18334989123275,5.07544917600606,5.32789509239983,5.12147829922918,5.12782262386391,5.36405527732396,5.70683018605138,4.90194772816445,5.48831102519505,5.27374124333704,5.82746713947364,5.12837649297728,5.46289260450669,4.91821223448239,5.50330710926696,5.27821385973082,5.47553081550175,4.29774876003287,5.28021835864234,4.95490819647309,5.19712430165192,5.05335159323154,5.53568426826907,5.12600220377883,5.5561263547523,5.43296848928043,5.78550261740984,5.03523933632507,5.91528564440411,5.08762911065062,4.36693447365664,4.16086699358379,4.8546629651524,4.42535104698094,5.2862767840858,5.16524768404269,4.7737640852114,5.61220912818384,4.24875355233994,4.87893304610221,4.15759893505516,4.94987688536215,4.66487381508803,5.16729621760654,4.73209837994626,4.72047113880456,4.70930202388351,4.79635244613256,5.20099572473465,4.52534071153039,4.37420770282954,4.41049181269449,4.87385802280659,4.47854549230148,5.15498958716795,3.9384385389248,4.79440368463084,4.72731809239017,5.28755936978004,4.94697463564478,4.97451787664355,5.12954895148432,5.31891891052501,5.20222053328889,4.67148372868599,5.4043121200771,5.24730939248439,5.12791469647031,5.14125866151237,5.11036932828692,4.24703549721368,5.28677647838426,4.67369369761725,4.77811577213047,5.17507128966447,4.89303592141894
