,CD4-EM_H-1,CD4-EM_H-10,CD4-EM_H-11,CD4-EM_H-13,CD4-EM_H-16,CD4-EM_H-18,CD4-EM_H-23,CD4-EM_H-25,CD4-EM_H-26,CD4-EM_H-27,CD4-EM_H-33,CD4-EM_H-36,CD4-EM_H-37,CD4-EM_H-4,CD4-EM_H-40,CD4-EM_H-43,CD4-EM_H-45,CD4-EM_H-49,CD4-EM_H-55,CD4-EM_H-56,CD4-EM_H-57,CD4-EM_H-59,CD4-EM_H-61,CD4-EM_H-62,CD4-EM_H-63,CD4-EM_H-64,CD4-EM_H-65,CD4-EM_H-66,CD4-EM_H-68,CD4-EM_H-69,CD4-EM_H-7,CD4-EM_T1D-1,CD4-EM_T1D-102,CD4-EM_T1D-104,CD4-EM_T1D-106,CD4-EM_T1D-118,CD4-EM_T1D-12,CD4-EM_T1D-121,CD4-EM_T1D-124,CD4-EM_T1D-127,CD4-EM_T1D-129,CD4-EM_T1D-132,CD4-EM_T1D-135,CD4-EM_T1D-137,CD4-EM_T1D-139,CD4-EM_T1D-14,CD4-EM_T1D-140,CD4-EM_T1D-141,CD4-EM_T1D-142,CD4-EM_T1D-15,CD4-EM_T1D-153,CD4-EM_T1D-156,CD4-EM_T1D-158,CD4-EM_T1D-170,CD4-EM_T1D-174,CD4-EM_T1D-2,CD4-EM_T1D-21,CD4-EM_T1D-25,CD4-EM_T1D-28,CD4-EM_T1D-29,CD4-EM_T1D-37,CD4-EM_T1D-39,CD4-EM_T1D-42,CD4-EM_T1D-44,CD4-EM_T1D-52,CD4-EM_T1D-61,CD4-EM_T1D-73,CD4-EM_T1D-79,CD4-EM_T1D-8,CD4-EM_T1D-82,CD4-EM_T1D-86,CD4-EM_T1D-87,CD4-EM_T1D-88,CD4-EM_T1D-93,CD4-EM_T1D-96,CD4-EM_T1D-97,CD4-EM_T1D-98
ACTN1,3.3188205801212,4.5806520689855,3.70606361838458,3.75146094415246,3.59382063220661,4.10374193104839,4.41869072607357,3.93582133071262,3.70186500501441,3.63573453405054,4.60033182703228,3.65556298468727,3.76023853109006,3.62196331500259,3.89455439139479,3.35093174241083,3.69626474590238,3.67665530467013,4.84148914578375,4.39009753912133,3.47625421703472,3.83261006753536,3.11372989361421,3.8254507750656,3.91849149963551,3.47613154972447,3.69836258670562,3.19500106372268,2.27467163364597,3.56732376228911,3.91435232272312,4.55700618399803,4.19908507343137,4.08919896259911,4.69705950169408,3.94520257057308,4.69540972776612,4.33058362786449,4.34167995960942,4.9793793672702,4.59059976782036,4.12238838770862,4.82355277092793,4.69094558597961,4.24171830231688,4.50833929374585,4.00902292725688,4.27895179601517,2.27467163364597,3.6225312595049,4.95124198175557,5.08973791091852,5.11132873039,5.14388517910118,4.24345360265163,4.63909840631692,4.94943160819173,4.30375838575725,4.77434517247154,4.16826256155011,4.56887412798448,4.44772867930849,4.75254250320841,4.50387888823456,4.63965091672119,4.18283360479061,3.44157615740533,3.35430176395256,3.8953360402051,4.72918465960416,4.71278208025427,4.93408644753846,3.62694204436254,4.90661164977157,4.40826774116845,4.79841862105022,4.83098435786492
JOSD2,3.54057812070478,3.69436970098433,3.30670109742234,3.90986405528213,3.33968404692369,3.79834285331353,3.78674433015326,3.61315860794365,3.90288018504673,3.99410173992822,3.66565962251911,3.96507752999368,3.76023853109006,3.95809031288953,3.64965328955224,4.06518955038417,3.29937813944479,2.27467163364597,5.12784484301923,3.92882989171716,3.13623053720799,3.20242543493773,3.44566382409592,3.23753318432588,3.59871413230511,2.98146480772483,3.51930644465487,3.69640735965052,3.31375681733057,4.05030991821341,3.25419917664354,4.7757588517471,5.15348304766927,5.48214332882192,5.28969805823125,5.317817766114,4.76423853547661,4.64957208977976,5.33769179939392,5.13919789551143,4.59059976782036,5.10562298522719,4.52665025377414,5.00114429765078,4.71422436419816,3.6817948316157,4.22212131679435,5.58209449381434,6.52299431357392,2.96672587664717,5.53700985111151,5.46719276716966,5.41146154368994,5.10559180161272,5.34340198157142,4.20341561611944,4.13760990388948,4.5427496984831,4.38691830383089,4.44687957064806,3.83886903740427,3.81965218100994,2.89461743940631,2.95012459496036,4.59845401139146,3.72684828153357,3.11072644179812,2.27467163364597,3.66331763110733,4.25459785169876,3.5972590291895,5.15255945206184,3.62694204436254,4.78202550620091,5.58706934777836,5.0454306077825,5.02173383987718
SKAP1,4.13863416596301,4.12725292201415,4.0591601132285,4.39249877033267,4.3763170364946,4.43390124689908,5.16175109446515,4.39853434437616,5.00235466282028,4.44197069416902,4.60033182703228,5.08583529303578,4.46317817804267,4.65481200065442,5.20139665935821,4.30556376120039,4.86992800253997,3.96224001412815,6.5139823190868,4.87085276107643,3.83360076388609,4.39149349241491,3.44566382409592,4.34087012528949,4.24248738559069,3.93086618360234,4.58646280150761,4.44926267541143,4.24203216528348,4.46673848967013,4.95133817705737,6.72823693293644,6.0026496456857,6.58416671788232,6.14673470710171,6.0567871130217,5.3105878966599,5.78531439021523,6.50318339401933,6.01086786779837,5.56515514549891,6.64783759899827,5.66349629575937,5.81823032061201,5.96736043957666,4.66413262001519,5.16210351253464,6.46806115336246,2.27467163364597,4.47540279758959,6.6567179138342,6.29562972068988,6.32527777601831,6.27608231917665,6.72864574739834,5.7320888431229,6.29983595721408,5.76225371492305,5.22835684849028,5.1957376609069,4.35339671769132,4.48260659385187,4.98281327946119,5.08024100920929,5.53203841512472,4.91774605935435,3.44157615740533,4.31129583677867,3.66331763110733,4.72918465960416,5.36030767840658,6.54331324042353,4.61283584479629,6.37388921847168,6.35270883242985,6.18305188822474,6.49924568325263
CRTC2,4.64780087216766,4.64299397540062,4.91730601624285,4.95598502464147,4.66140641049394,4.43390124689908,4.77870312161959,4.52171440403032,4.22451413466161,4.4948473191472,5.32855654465197,4.4149809115701,4.46317817804267,4.17126658522877,4.37381736337052,4.30556376120039,4.58341038515867,4.83908992932631,3.90124838521316,4.32403259219927,5.32924365445589,4.23160750187151,4.67790202532627,4.88627605896747,5.13883679782708,4.79660993291828,5.6081913524367,5.19118372680058,4.61135374512592,4.83687432495542,5.15681806621817,3.9639843754031,4.19908507343137,3.44342365578223,3.93536308336849,3.54273710379477,3.49473291128305,4.01261132271661,4.09803609085412,4.11887689860878,4.02125821629573,3.94733826490767,4.52665025377414,3.9219029945139,4.37680558055864,4.61419984627251,3.92879943298053,4.27895179601517,2.27467163364597,4.92950632694012,4.21556443184106,4.20420941245701,3.79621624210039,4.1223650006868,4.32625564630449,4.13687083854624,3.78237791530477,3.89298998814792,4.90265339542552,4.16826256155011,4.56887412798448,4.29803423970569,4.47475773758456,4.93141922931546,4.03025714534883,4.35978761870384,4.05523621290701,4.60455389510963,4.96308071523057,4.43257086031109,4.53609215553752,3.99001414889089,4.73205292274151,3.66092878784628,4.03442769772038,3.51434984700424,3.8689798292969
OST4,8.12044452892679,8.51159928174606,8.24546825610911,8.21478081886276,8.19076002626992,8.29637363813483,8.54224270028914,8.47487027209515,8.54421268652087,8.43984471315568,8.42550073127591,8.36636463273956,8.3364113792576,8.41485660943752,8.49282593056021,8.51714979211892,8.2936671136656,8.08455187702895,9.27526391561761,8.66128225439018,7.86211617581352,8.33236412170082,7.77024668629051,7.80558596218672,7.97542907491842,7.6715191524528,8.29812193024773,7.56069207171956,8.01423621826352,7.72056648339676,8.50404593170181,8.91640443905131,8.95245826999624,9.18246374469634,9.12086203234426,9.16333642490218,8.66598899253686,8.64200283983257,9.30946810375727,9.14888415054361,8.69997214108193,9.18907467934965,8.52533553049437,8.7108725504991,8.76443731656962,8.55637950855448,8.43443990627147,9.30674575755534,8.40842105308941,8.19644229282719,9.12060347135426,9.06869771746157,9.00861678240776,8.91271738730824,9.02212741351142,8.69387636975475,8.61227307628946,8.68479848576433,8.15001804100454,8.40829044677251,8.24583363051148,8.2572836654945,8.2110203339124,7.97469846671114,8.2400657441138,8.41179521204003,8.31626091823039,8.2784696982817,8.34509335175135,8.4364930214975,8.52574514972162,9.17233893420545,8.48006611138067,9.13230506750166,9.28022806707775,8.93878543359422,9.12746153992692
RALA,6.37639115601606,7.05924932801744,7.09537154492249,6.01352984284111,6.55715306076922,6.36079614070138,6.05230672282945,6.20486459010144,6.55685115488233,5.95043393920422,6.5236211230578,6.02480016134573,6.23749390290894,6.36691756831779,6.063144530464,5.90812307916799,6.13827713716919,6.46703847489433,4.97615662946027,6.17539071754153,6.84852004070522,6.65202854304333,6.9339729972141,6.80467030310697,6.2769836385083,7.12762832344709,6.48955463473227,6.25905128961774,6.41615207390734,5.95965766209411,6.25897037038175,5.12959357061248,5.25273833105202,5.50387763145394,5.11894396691588,5.4569861688455,4.54615891032182,5.69931648553198,5.18818922686287,5.31615049804253,5.50711682937601,4.94087788001549,5.27402756855952,4.74781285371534,5.40277784061024,6.54310463244916,6.2238660169864,5.20226353117452,2.27467163364597,6.21053173012255,5.58923107103309,5.25313626842613,4.93284422682868,5.28732101827184,5.34340198157142,6.00032704724966,5.96607787662887,5.34420355763215,5.27592152965582,5.6446064454515,5.95301058072697,6.35911137478186,6.20520339870757,6.29484727952415,5.92018944645289,6.10571530802181,6.45861308600348,6.4740776310834,6.69138005773854,6.21658280903263,6.10684360906457,5.41499969688276,6.67101582995359,5.40178318260473,5.24774031080027,5.34888844664056,5.07986179312747
WDR86-AS1,3.39861823806079,3.9306648615585,3.52615777976725,3.34069383298114,3.40974356568826,3.56600317937589,3.91768543814697,3.13891362422026,2.8769874791116,3.25425249289655,3.17423941560036,3.90949572760163,3.44458351807772,3.35360817604181,3.81868517771812,3.04431378769806,3.00669768842949,2.27467163364597,4.43100679997259,3.13500100175855,3.13623053720799,2.27467163364597,2.27467163364597,2.27467163364597,2.88327913581471,2.27467163364597,2.27467163364597,2.27467163364597,3.31375681733057,2.93700373187216,2.27467163364597,4.6708358298138,5.31519323160336,5.0191823275379,4.88885894031549,4.7903114824627,3.67072537023253,4.15890667000256,4.60810054931241,4.40850891540403,4.18923646559276,4.12238838770862,3.44870598968547,4.02375458189487,4.16837410985934,3.28857354798905,4.22212131679435,4.81790213325531,2.27467163364597,3.6225312595049,5.36763038097754,4.28579098059296,4.48537001162801,4.03799953104716,5.14007296603032,3.07836542983305,4.41295902471483,3.44738746286037,3.28517362311287,3.48361807837805,3.00126863453343,3.07433165394055,2.27467163364597,2.95012459496036,3.44663189088705,3.23433341996897,3.8853192685001,3.35430176395256,3.52565752070297,3.47472739707261,3.5972590291895,4.58953356861554,3.19392199171452,4.90661164977157,4.97909786278183,4.72898494302522,5.05110329849531
CNOT1,8.24319504284631,8.0687065595055,8.00542199860346,8.06641470239186,8.04762500282335,7.299022804139,7.14004737827735,8.10466150949005,7.71293830833473,8.3674226637152,7.24190928653676,7.85929729213185,7.2243065231213,7.7431316367901,7.84276311027037,8.72376461035442,8.08629512609913,8.48355727653118,6.29223048768476,8.06801557624124,8.96906260238665,8.84244316173851,7.77024668629051,7.92992921653486,8.17627341856972,8.07180736377585,8.50498573152537,7.9829332388408,8.28060731417464,7.81672808549426,8.72561703949165,6.9828393901863,6.30622189455777,6.90047706600902,6.52957158171267,7.72608517574382,7.49907262734373,7.30653518709688,7.64070414426977,6.30417094627688,7.27989392840724,5.86605826912986,7.10119943611634,7.29491562309375,7.3962618356703,8.56589159157228,7.17990319395486,6.27703840462717,6.52299431357392,8.10421910967076,6.30039431058455,5.94083962489215,6.52393136827231,6.30963596250017,6.64009402326851,8.05192476061942,7.10752958701605,7.6506139335582,7.00202316587584,7.86335882248525,6.8815620897054,7.40662734902505,7.14034600207354,8.00535759742051,7.74114334403278,7.41990988381273,8.37554632500724,7.97081782106468,8.52270249469787,7.50862235457191,8.17299302678744,6.07296975307901,7.98536338231318,6.4457098620958,6.33660106636973,6.79116963599845,6.86620986618388
ARHGEF6,3.02087101733128,3.55401558603093,3.01203424014316,3.5665818748956,3.88707750456638,3.37591416792591,3.25631974950423,3.73138993660644,3.90288018504673,3.63573453405054,3.17423941560036,4.11786567565987,4.1113392340289,3.35360817604181,3.64965328955224,3.57874325505625,3.00669768842949,3.2847385125757,4.65193030534202,3.83150963024931,3.13623053720799,2.27467163364597,3.89071530545736,3.44369435625416,3.91849149963551,2.98146480772483,4.93635285521862,3.39285116737849,3.71549852954349,3.94721705533049,3.46358914469871,3.75665947159162,4.88983760419936,5.0191823275379,4.81535653401518,4.68920040405756,4.37790018380343,4.48197867835618,4.72359545912154,3.94409226385564,4.38308360958625,5.02570698622498,3.98312765638614,4.74781285371534,3.91782319563848,3.78551062941203,4.28577213737786,5.16829165215466,2.27467163364597,3.6225312595049,5.10432874669087,4.90444896219186,4.72759545476164,5.21744634958561,4.90176894946155,3.25292010253998,4.3276086111554,4.46784375702538,4.47400865719796,4.36055687081836,3.90810494925222,3.87704562208373,3.62209377835085,3.59173472904247,4.09385048966814,4.06330425240585,3.44157615740533,3.04677657129406,3.66331763110733,4.34665660997354,4.53609215553752,5.39086059387282,3.93116686669758,4.74900960822419,5.21239861598884,4.86447385567925,4.99172573765033
PSME1,7.05571905210638,6.99170455985471,6.87458130518896,7.07984982776331,7.02349714304541,7.30443931936383,7.3296406771794,7.36790071135907,7.91067761437956,7.481836433253,6.96697621641822,7.695062970166,7.24578156034157,7.39482370191507,7.66160954620595,7.36322412078486,6.71302878335693,7.34604712165256,9.01446922993047,7.73736101267269,6.57964106907525,7.12910018121497,7.23771714829482,7.16138148776613,7.38243942980297,6.90291182441761,6.89830319742795,7.67301015224817,7.59241484906556,7.03270577601343,7.22631020224851,8.81891017502434,8.51509580313604,9.04999816088926,8.73662862069525,8.8600812617025,8.08491150341085,8.00272981301029,8.67671401900614,8.57147283471959,8.14407813798105,8.84597326808495,7.53594059796073,8.2122692474663,7.95906669976255,7.22677969770625,7.71177018737346,8.98836055698991,7.44811628867109,7.03277978757544,8.81900814445923,8.74039483799022,8.6823695759585,8.66404415570098,8.89105697231471,7.6594714062201,8.41122893431129,8.02586238954514,7.58892555029682,7.76323202800001,6.91946707788161,7.23207601661195,7.23036862134978,7.10906750527395,7.42146934396193,7.38195813674775,7.07501469575148,6.70805179943609,7.05970757722165,7.92132084865715,7.56797510532565,8.95596925827798,7.68400733088187,8.75946837310362,9.12299711229028,8.52815396754976,8.70320975915793
STIM1,3.02087101733128,3.19362349711732,3.70606361838458,3.90986405528213,3.59382063220661,3.93010529583562,3.78674433015326,3.47989808533361,3.5857137483816,3.73656455867815,4.25862372641177,4.16483457110228,3.61424626286924,3.83533137521677,4.09666386771705,2.27467163364597,3.29937813944479,3.2847385125757,4.69203198069659,4.32403259219927,3.13623053720799,2.27467163364597,3.11372989361421,3.94757813822817,3.71585306498717,2.98146480772483,3.85203533254425,3.55587726373033,2.27467163364597,3.40298867746828,4.23772354816416,4.6708358298138,4.75923625953577,4.46124734087436,4.26189332371363,4.15223890578432,4.18440914949253,4.28979146808785,3.79341957278388,4.40850891540403,4.2405373472358,4.53615896917761,4.28375487865304,4.20495325932747,4.24171830231688,3.78551062941203,4.00902292725688,4.67783962651334,2.27467163364597,4.22003117771815,4.95124198175557,5.17383390412776,4.72759545476164,4.03799953104716,4.67587705076772,4.32681381214455,4.3276086111554,4.68095525427729,3.50052203745116,4.16826256155011,3.83886903740427,4.21608130240969,3.8483566494596,4.0820963884313,4.37068933035456,3.93075666036297,3.8853192685001,3.76959328885955,3.52565752070297,4.51317411451675,3.5972590291895,5.00011301502241,3.55441899825642,4.36431995932828,4.47150812987076,4.4084170653784,4.96104931012722
IMPDH2,4.35368644743983,4.29678790544136,4.33208598261804,4.28812231098875,4.40494865760197,5.05472668301598,4.41869072607357,4.9677323228334,4.64387188228491,4.68745770201496,4.17787270108659,4.4886320068314,4.96957009464948,4.78333637620577,4.99817028124664,4.41058914540614,3.9851087813553,4.55482326647922,6.07450760739614,4.91505391137388,4.10474012511903,4.6622553519362,3.44566382409592,4.25352960913856,3.91849149963551,4.04939213419293,4.50403880342218,4.70562898302421,4.00751476346979,4.66454688603461,4.13909706532723,5.59065632757193,5.71179109364121,6.03684162573156,5.72410914775323,5.83519654856222,5.00925760388485,5.38635256265724,6.00358098360656,6.10914991643058,5.31710370561082,5.99571216661872,5.4821784848966,5.73849444652407,5.72505269185438,4.88933824979821,5.19406245613982,5.9017077922658,2.27467163364597,4.12208458073656,5.73524025598746,6.13956258866542,6.42804280384296,5.82004182877423,5.70813840334805,5.13784344250546,5.20175250498402,5.70060855393762,4.84000911027244,5.49741487639088,4.88604007895945,4.73280819515523,4.80181386377645,3.97753299175437,5.42149598332666,4.93933612551019,4.56866149186056,4.19662508967519,5.00821033535749,4.72918465960416,4.21651258392323,6.34613927370006,5.10417010883991,5.91949965238501,6.44572869697112,5.34888844664056,5.72862200009607
PCED1B-AS1,6.74695949581209,7.63964809212833,7.02547345174353,7.17962193412361,6.81675735381794,7.47743591851473,7.66386585468829,7.75024576765923,8.12047968852778,7.37836100915594,7.3997771323547,7.87244758805073,8.10356267219645,7.66059581230908,8.3564324825867,7.06167782818076,7.2242393941691,7.79457791277981,9.14901742274503,8.30076062573371,6.9966690546429,7.47000895425845,7.13767280379875,6.89570819698487,7.06185746528072,6.99972820212127,7.44503924722217,7.61419829428392,7.44822213961837,7.27458335544749,7.76155011376053,8.58075859814604,8.56340451540584,9.52084323396853,9.20018883877042,9.19489685450121,8.88351650445076,8.78691298482887,9.37690541801364,9.44688427802023,8.4936940305232,9.07706639312227,8.27633298703293,9.06994820133687,8.86783765707114,7.2347599070636,7.96480460081432,9.404949660359,6.52299431357392,7.10601667627578,8.81358759546119,9.26013965352133,9.26992539625967,8.86853962111344,9.05667549885281,8.44547921379608,8.82594475836788,9.10622752341341,8.33817894821462,8.12153935751203,7.14093251125517,7.47423174875033,7.43350610040489,7.00357172957444,7.99118979448873,7.73791512787299,7.80390655108129,6.87465869448631,7.43577521888931,8.08730492611563,7.73482715651706,9.0291860962798,7.1914468943324,9.04773667547735,9.38344845433855,8.60053394665867,8.93666275038477
COX17P1,4.32027562973593,4.51524156640794,4.22991167004876,4.48909549333866,4.00958321835899,4.55307825590797,5.11312310435054,4.57923541622467,4.35874081104048,4.59463359057437,4.82173651494,4.16483457110228,5.37841726449733,4.21926533114314,4.21492203616115,5.04170355657135,4.80378616128366,4.96161058656118,4.04014259063909,4.25438100199917,5.42312220433511,5.25006005272802,4.77287061551379,5.66082709077799,4.94327306778724,5.66346308563264,5.7870975273893,4.7627171867819,5.67662402228773,5.29203218839446,4.41460580249721,4.29477060933805,4.75923625953577,4.14954136398344,3.77490109236063,3.78395054313478,3.82189974788699,4.24765222028284,3.90394016381316,4.27192631239297,4.13574484341909,4.41242167678494,4.06543385257426,3.1884164482466,4.16837410985934,4.84718597106147,4.83541553808059,4.67783962651334,2.27467163364597,4.12208458073656,3.69490727078897,4.36246482165556,4.48537001162801,4.20133530008276,4.24345360265163,4.26661180455809,4.56854580580698,3.76369178592452,3.96292052215482,4.05979690346328,4.20446474421618,4.6443857760735,4.0371822856169,5.03239578598396,3.73504263013972,4.02072492095668,4.67065518339289,4.41653339396167,3.99587185889165,4.04743953831164,4.21651258392323,3.7588972372416,4.33644657846838,4.93606062177244,4.03442769772038,4.57835212068836,3.79410666549736
GZMM,4.28597123174239,5.75263452029623,4.97918796206226,4.57907571999008,4.75160178284852,5.59250112485884,5.38230582175788,5.60151590850574,5.70084751134545,5.20388462606336,5.61568639152994,6.00092355676456,5.66273619972302,5.43141457998509,5.30545261862463,5.72651781802938,4.93301387818735,5.17812514617528,6.07450760739614,5.69383650119793,4.32662511719162,4.53379886695284,5.02349638567621,4.70678593697761,5.02485023147303,4.04939213419293,4.66407515309111,4.7627171867819,4.24203216528348,4.46673848967013,4.89479692883186,6.28703956636275,6.42290264517454,6.53270608887863,6.65803526408663,6.86238905364824,6.72996294833911,6.16194613174513,6.04720506443819,7.00987120232978,6.39019671803183,6.56701252475122,6.16952269068797,6.27815089539676,6.20901557951964,4.9699383105618,5.62573403486226,6.64878369735751,2.27467163364597,5.61245247050944,6.5299239683994,6.81674859355605,6.94901259564956,6.05633400887851,7.00158296890728,5.91022046616597,5.96607787662887,6.83500910725666,5.84513965222102,6.03879054401403,5.89302012133968,5.53239399881343,5.31981518803147,4.70390617303561,5.98345802919341,5.45265264439042,5.08982469281688,4.51389268346368,5.28862724274718,6.12137965380364,5.50758336949396,6.69729833712597,4.96718436323797,6.65917863624444,6.76715091093959,6.77455009642742,6.56063236910504
EVL,6.13403996296972,6.13465692790658,6.27040304811676,6.80413745435446,6.19391162117183,6.7900481140196,7.22116035231469,6.4761560517551,6.79831871757999,6.61901617373383,6.53881710371962,6.91331126782227,6.67829804577155,6.49069969528026,6.7677342479972,6.26788186527088,6.84691114352668,6.34038057490751,9.00298936612893,7.36298557230543,5.12017454863296,5.60122232445463,5.53000076559638,5.62827164584577,6.21015384990453,5.59370191973029,6.24342638764726,5.98377860925326,6.22648143629216,5.80646619963079,6.7387672395388,8.57374313245933,8.03812111141903,8.29805038710995,8.27600176891816,8.18359520922352,8.07184147305221,7.67779606068089,8.21694895552431,8.86248992120735,7.52154323036182,9.19802767137804,7.61285308676479,8.39542578178248,7.78714864226013,6.51712105390975,7.27845014783695,8.99074956396459,2.27467163364597,6.25426770178909,9.2099586656964,8.8666164953406,8.44243823857413,8.31480757930583,8.71838405515992,6.93041423100509,7.81942802887635,7.80391025074283,7.32517066031932,7.51110799028009,6.83471631081346,6.72854999641215,7.36363202452712,6.7223815398301,7.69959326033873,7.18441838278621,6.25194340565819,6.54176310299143,6.35743852689429,7.49922182580515,7.39178757551997,8.94373804878852,6.61216056002808,8.18533530204657,8.75748068320869,8.17689322602264,8.08226514891912
SCRN2,3.47216485259297,3.55401558603093,3.01203424014316,3.34069383298114,3.26373970401858,3.6491371711106,4.41869072607357,3.32565152240777,3.90288018504673,3.52430564213358,3.17423941560036,3.65556298468727,3.88928942987613,3.69778383874361,3.73739538009536,3.04431378769806,3.29937813944479,4.19205632865224,4.52385049091434,3.83150963024931,2.27467163364597,2.27467163364597,2.27467163364597,3.68864277795837,3.82167358809396,3.26471288280967,3.00783970032746,3.69640735965052,3.31375681733057,2.93700373187216,3.63566286821242,4.6708358298138,4.61466501404222,5.19114123682017,4.81535653401518,4.82873325486987,4.28482296713707,3.90420995017651,4.54637924028766,5.24803719091636,4.13574484341909,4.12238838770862,4.14253507818607,4.63156685282241,3.71525409385832,3.6817948316157,3.53570707090358,4.81790213325531,2.27467163364597,3.2444342102669,5.24217825839577,5.17383390412776,5.41146154368994,4.94084776217973,5.26558518173246,3.99192528455876,4.13760990388948,4.5427496984831,3.50052203745116,4.16826256155011,3.83886903740427,3.39196255632593,3.74099820976434,2.95012459496036,3.96313401109651,3.54465790106027,3.6861391925109,3.35430176395256,3.36610460772821,4.34665660997354,4.53609215553752,5.06312025621601,3.81911796633061,4.90661164977157,5.02081562856649,4.4084170653784,4.06856255366455
RP11-159D12.5,3.02087101733128,3.39120272856498,3.52615777976725,3.34069383298114,3.26373970401858,3.37591416792591,3.91768543814697,3.61315860794365,2.8769874791116,3.39898054043758,3.36799607240089,3.09174989026398,2.27467163364597,3.11796815850256,3.19364941983485,3.9247087249003,3.9851087813553,4.19205632865224,2.27467163364597,3.72512069793217,3.83360076388609,2.27467163364597,3.44566382409592,3.68864277795837,4.09116996491821,4.15737135370642,4.32180393072312,3.8208311246869,2.27467163364597,4.05030991821341,3.25419917664354,2.27467163364597,2.27467163364597,2.27467163364597,2.82594632619029,3.05466314582735,2.99281596986483,3.41185063544763,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.87370850722701,3.1884164482466,3.12884814580756,3.10802680223995,3.08707686713246,2.87207622704474,2.27467163364597,3.2444342102669,2.27467163364597,3.38450385270461,2.27467163364597,2.27467163364597,2.27467163364597,3.07836542983305,2.27467163364597,2.27467163364597,3.50052203745116,2.27467163364597,3.00126863453343,3.19425845875612,2.89461743940631,4.0820963884313,2.81023796302054,2.88823253221525,3.11072644179812,3.35430176395256,2.91468448625594,3.26353558283439,3.05571634490207,2.27467163364597,3.69481125623043,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597
METAP1D,3.02087101733128,3.55401558603093,3.30670109742234,3.90986405528213,3.33968404692369,3.56600317937589,2.97536257638752,3.73138993660644,3.5857137483816,3.99410173992822,3.36799607240089,3.65556298468727,4.00543771051602,3.4514303141201,3.64965328955224,3.76510498806419,2.27467163364597,3.2847385125757,4.10401490982161,3.47458412216837,3.13623053720799,3.20242543493773,2.27467163364597,2.27467163364597,2.27467163364597,2.98146480772483,3.30094548908938,2.27467163364597,3.31375681733057,2.27467163364597,3.78363219707379,4.55700618399803,4.267293794827,3.95874898013835,3.85792198370403,4.08705741282353,4.18440914949253,4.01261132271661,4.48163899424875,4.53208956895474,3.89475059528112,4.12238838770862,4.73167937369375,4.1176769893096,4.66360470429871,3.6817948316157,4.08422952976968,4.06103358452423,2.27467163364597,3.45193427817949,4.34934083714695,4.36246482165556,4.34524143412208,4.41239561938114,4.05944957474328,4.32681381214455,3.91300890673066,4.5427496984831,3.67723851068264,4.26804339601366,3.29192519603769,3.39196255632593,3.48804523634347,2.95012459496036,4.51202132280818,3.54465790106027,3.44157615740533,3.35430176395256,3.17266026726666,3.26353558283439,3.78586605149049,4.75357263365543,3.07403674037517,4.17176530734413,3.73862903799671,4.21283978392571,3.53314226974721
TMEM204,3.02087101733128,2.27467163364597,2.79887099702748,3.03683493570436,3.08736268861977,2.77666982319882,3.91768543814697,3.73138993660644,3.45488517496934,3.39898054043758,3.17423941560036,3.78967471969399,3.23827775808155,3.24401206959695,3.44857305877282,3.04431378769806,3.69626474590238,3.67665530467013,4.56792917375035,3.47458412216837,2.27467163364597,2.27467163364597,2.27467163364597,3.5320175823312,3.1292214971831,2.27467163364597,3.69836258670562,3.8208311246869,3.31375681733057,3.20347470403756,3.63566286821242,5.12959357061248,4.12695521590445,4.85745532708481,4.07655962899085,4.053122899916,4.54615891032182,3.57732664057506,4.1846035718269,5.21269359535981,3.89475059528112,4.94087788001549,3.44870598968547,4.43564697833702,3.46622399885638,3.28857354798905,3.08707686713246,4.77280664205224,2.27467163364597,3.2444342102669,5.73524025598746,4.80148752401816,5.2694364877736,4.64926931944021,5.04962488632876,3.82695569520736,3.91300890673066,4.00935144332694,2.99635241498497,3.27099103237143,3.29192519603769,3.07433165394055,4.34490489200644,3.42462026171038,3.81622307774957,3.88307015944323,3.6861391925109,3.92959064489844,3.36610460772821,4.15532724114223,3.5972590291895,4.49927289250055,3.62694204436254,4.06314362357698,4.40826774116845,4.10240371381328,4.18542882680546
MPG,3.72226593287517,3.69436970098433,3.86042811805733,3.34069383298114,3.75011448174,4.20716921080375,4.49893338166113,4.10992790484514,3.90288018504673,4.06880010937249,3.78781687333161,4.29602523608866,3.61424626286924,4.35322814781351,4.46981558175983,4.19113512482532,3.29937813944479,2.27467163364597,5.26457692824559,4.39009753912133,3.13623053720799,3.20242543493773,3.69097032070697,3.75914332647958,3.46673140982937,3.26471288280967,3.30094548908938,3.69640735965052,2.27467163364597,4.05030991821341,3.63566286821242,5.12959357061248,5.15348304766927,4.98832395652563,5.05702480705668,4.98939018869685,4.82973679557425,4.55157727907605,5.18818922686287,5.38110456219374,4.8032408789507,4.94087788001549,4.4700366315079,5.00114429765078,4.81010139689298,3.78551062941203,4.34639618628172,5.06108928177419,2.27467163364597,4.12208458073656,5.02990613016693,5.49990155100829,5.60076665595096,5.56472697717551,5.73706699653239,4.4393796612384,5.29111344523065,4.46784375702538,4.29354953582182,4.26804339601366,3.40645657243565,3.87704562208373,3.48804523634347,3.97753299175437,4.26710163336762,3.93075666036297,3.6861391925109,3.35430176395256,3.78530125099277,4.34665660997354,4.21651258392323,5.18113675081747,4.12780147991662,5.50231871164493,5.28220970652056,5.15409977848827,4.60905281289504
