,CD4-EM_H-1,CD4-EM_H-10,CD4-EM_H-11,CD4-EM_H-13,CD4-EM_H-16,CD4-EM_H-18,CD4-EM_H-23,CD4-EM_H-25,CD4-EM_H-26,CD4-EM_H-27,CD4-EM_H-33,CD4-EM_H-36,CD4-EM_H-37,CD4-EM_H-4,CD4-EM_H-40,CD4-EM_H-43,CD4-EM_H-45,CD4-EM_H-49,CD4-EM_H-55,CD4-EM_H-56,CD4-EM_H-57,CD4-EM_H-59,CD4-EM_H-61,CD4-EM_H-62,CD4-EM_H-63,CD4-EM_H-64,CD4-EM_H-65,CD4-EM_H-66,CD4-EM_H-68,CD4-EM_H-69,CD4-EM_H-7,CD4-EM_T1D-1,CD4-EM_T1D-102,CD4-EM_T1D-104,CD4-EM_T1D-106,CD4-EM_T1D-118,CD4-EM_T1D-12,CD4-EM_T1D-121,CD4-EM_T1D-124,CD4-EM_T1D-127,CD4-EM_T1D-129,CD4-EM_T1D-132,CD4-EM_T1D-135,CD4-EM_T1D-137,CD4-EM_T1D-139,CD4-EM_T1D-14,CD4-EM_T1D-140,CD4-EM_T1D-141,CD4-EM_T1D-142,CD4-EM_T1D-15,CD4-EM_T1D-153,CD4-EM_T1D-156,CD4-EM_T1D-158,CD4-EM_T1D-170,CD4-EM_T1D-174,CD4-EM_T1D-2,CD4-EM_T1D-21,CD4-EM_T1D-25,CD4-EM_T1D-28,CD4-EM_T1D-29,CD4-EM_T1D-37,CD4-EM_T1D-39,CD4-EM_T1D-42,CD4-EM_T1D-44,CD4-EM_T1D-52,CD4-EM_T1D-61,CD4-EM_T1D-73,CD4-EM_T1D-79,CD4-EM_T1D-8,CD4-EM_T1D-82,CD4-EM_T1D-86,CD4-EM_T1D-87,CD4-EM_T1D-88,CD4-EM_T1D-93,CD4-EM_T1D-96,CD4-EM_T1D-97,CD4-EM_T1D-98
GSTK1,6.88824032136186,7.14464322176105,6.8585833855761,6.87392592638156,6.96088221202257,7.54304155386029,6.64730637783323,7.45880357427646,7.62806384823886,7.29556375056116,6.58346275605109,7.97354227875543,7.135051856661,7.67268001995733,7.82563863607518,7.62279618671165,6.11184206833924,7.18376020296459,8.35720703851176,7.42386580755382,5.2286214952875,6.92264623086665,5.23549764968482,5.5080366249827,5.57414237601942,5.7620593994161,5.94597017353959,6.37019026409875,6.37103662625645,5.9352431328818,7.12203335005901,8.4412536185294,8.26541859550609,8.76647679618467,8.51196269342295,8.84651809416708,8.10429704442245,8.2148995247083,8.75075476071101,8.5011797371562,7.81381952739996,8.53576693941446,7.93580326421221,8.30217346093645,8.38558492264364,6.91529573506829,7.62226979309712,9.07647130559086,6.52299431357392,6.78762676677448,8.74120149703285,8.52953257244028,8.54476935389565,8.31891790435841,8.71117256792299,7.42069555745115,7.97350182663141,8.06885054279999,7.88909441449666,8.01840730077905,6.25619127247566,7.37159679532769,6.99378385445623,6.48140394881325,7.65197645781895,7.70755975394473,7.12774591948107,6.45078691990614,6.67777311520953,7.47064648738549,7.23346254169703,8.53733679495021,6.88493281222918,8.39881831087425,8.88712826446678,8.23868332352815,8.48105156123261
SLC37A3,6.01045885948,5.41388965647544,5.5832478562035,5.58165935632265,5.87145312014321,5.5191312955868,4.14278647748932,6.1141976449581,5.77091537411869,5.75642654492024,5.17929392396309,5.69301269638136,5.41725553497073,5.45048106719618,5.40230653553224,6.18607396518652,5.60442741269394,6.04750516478807,4.52385049091434,5.94445479302797,6.2484928646663,6.11683867926623,5.72803883524908,5.69265110651942,5.92736954959109,6.19649440017234,5.64582504680643,5.78350661796832,5.74931104200162,5.40387995395864,6.28072182975485,4.14039045306101,4.0503562354239,4.41426216912745,4.37189027270054,4.86610033451559,5.3105878966599,5.2304465844257,5.14816895007355,4.47175431631291,4.66528075426725,4.41242167678494,5.10376340863152,3.9219029945139,4.71422436419816,6.03914649108781,4.61323232176082,4.34396190684133,2.27467163364597,5.74158238470393,4.86779772578725,4.43483921087777,4.83408352937535,4.27563101103889,4.15485144979844,5.13784344250546,4.63997550939137,5.07683824452889,4.08325345245652,5.53567541400093,4.60804334097223,5.4155299021678,5.38480917981828,5.44984034894051,5.05558198877693,5.29609247014081,5.89274699365775,5.69505444017895,6.09559670936101,5.75907722095312,4.86895419089454,4.24187052759455,5.921183224748,4.491913533313,4.27169644125167,4.31435761358767,4.23999525098632
LINC00861,4.28597123174239,4.5806520689855,4.17555705296992,4.04934263715207,4.48725155184092,5.22724876252392,4.95606652005689,4.7382639201457,5.22069057993803,4.89491434994112,4.40622525132334,5.03897190733512,4.80112287528381,5.29017080256844,6.12069718505436,4.19113512482532,4.31900128827759,4.19205632865224,7.20458236616263,5.50769671371184,3.83360076388609,3.83261006753536,4.21049749074197,4.11003864286621,4.00792754207163,3.64978825449899,4.66407515309111,3.93298139475581,4.61135374512592,4.31609719907192,4.57027475163745,6.93977644295797,6.30622189455777,6.73744336757785,6.61647838607074,6.71564811539045,7.02979309331697,6.37946505693669,7.09622266849575,7.18168565441851,5.69197389458398,7.40432441724305,6.64384952532293,6.76555600020137,6.63489904641656,4.66413262001519,5.71576494791571,7.33117279592289,2.27467163364597,4.55048570374909,7.32422086086911,7.45090580352088,7.31286126766152,6.43650308593581,6.25869611627128,6.22600540826836,6.46056973109727,6.8491902557666,6.42720556466178,6.09080512013423,3.90810494925222,4.89400347305255,4.64825441154145,4.64050434926985,6.18511551793476,4.96059186068265,4.45817069579133,4.31129583677867,5.21410482413562,5.07915184389736,4.79311324859742,6.66779412969586,4.37436712706033,6.86005890885805,7.00951543867015,6.25686607942837,6.35647737858698
PEPD,3.92564569474538,3.69436970098433,3.52615777976725,2.27467163364597,3.9293388320715,4.15652961945269,4.14278647748932,3.61315860794365,4.22451413466161,3.91443613963437,4.09154087364353,4.21009807738866,4.1113392340289,3.89832380758076,3.44857305877282,3.04431378769806,3.84974871720337,2.27467163364597,4.80564087036605,3.83150963024931,3.72709121299865,3.56590683813212,3.69097032070697,3.75914332647958,3.91849149963551,3.64978825449899,3.00783970032746,4.129784195704,4.24203216528348,3.70893348780344,4.03193846358922,4.7757588517471,5.04659211448953,5.41485275157399,5.11894396691588,5.0869331482246,4.62286852949074,4.58504998502641,4.9754289228319,4.9793793672702,4.70111592418399,4.94087788001549,3.89472978333885,4.50423499715022,4.61099921761659,3.43790110295801,4.08422952976968,5.09775175819004,6.52299431357392,3.89898854825568,4.86779772578725,5.29115979757836,5.2694364877736,4.94084776217973,5.30503414640651,4.13687083854624,4.83396189335839,4.21311918050916,4.29354953582182,4.05979690346328,4.09439634659636,4.03406772886033,3.9465331095278,3.7356331208607,3.89199290908147,3.93075666036297,3.8853192685001,4.07039979450961,3.66331763110733,4.43257086031109,4.6273563255833,5.77250717951216,3.29829233550798,4.64481873572192,5.53114901246288,5.0454306077825,4.76098344111036
NDUFA3,4.91060289616271,5.57797779717094,4.38027201000722,5.14060079946874,5.13018163912226,5.2038746662888,5.97386695410159,5.39985497962317,6.43335361597038,5.17276618986225,5.58652131866948,6.07138728634142,5.56270635772718,5.57717872597507,6.44711594018906,5.64683062668869,5.7492393992595,5.07409727826526,7.79448171098187,5.56342642917041,5.6205225873954,5.1678865297737,5.23549764968482,6.43578266015036,5.46290429584926,5.44290989682753,5.82032325426723,6.29706412822993,4.76338085271425,5.21217227641438,5.60276670154437,7.64987997749544,6.91593642311706,7.58978292759294,7.46090207353553,7.35963732086716,7.06982674621963,6.83199428417121,7.44362326533428,7.43664197424602,6.57902559610657,7.83017867391078,6.31520433719307,6.69730195076803,6.79125112912528,5.11823570517778,6.07939394301886,7.74772541374947,7.44811628867109,5.54318322973397,7.52342498840952,7.6939398165055,7.43275954206232,6.97445258392577,7.53055819182031,6.35428691028596,7.32108097848907,7.10688830964373,6.10179911654847,6.30394907529948,5.90825627200028,5.78148817943635,5.56350530980377,5.25665949476798,6.23786578338008,5.51070178630292,5.22728903412304,5.11054263110268,5.39346146882497,6.30584336038984,6.10684360906457,7.54702586921484,5.05999999059645,7.38771347464254,8.07193825062815,7.16708063245775,7.46112565099236
TRBC2,8.07866120425695,8.09037217768757,8.04830874697434,7.92583368089553,7.8423548218775,8.52915920546118,8.5734414507293,8.13712144375662,8.43784620620643,7.88712646452986,8.15248775405935,8.2477735888632,8.08582346876392,8.45271050082926,8.18914015577785,8.32748971693458,7.98843055105918,8.00351493361678,9.8436566885187,8.51515689931978,7.78278231469886,8.31370056925025,8.04320282794136,7.29078626794492,8.04394012060364,7.76882694980602,8.49990542862454,7.76373863607807,7.40422683118229,7.39523025815289,8.15095211225345,9.86512097701422,9.718569104458,9.93477812379526,9.75415882806872,9.76505896166861,8.99846754982572,9.131694698013,9.46351643894142,9.90173490418741,8.93767327523893,9.85651382725417,8.58379325904456,9.20853817552054,8.7113213661155,8.29937419251092,8.74108885441591,10.0244649274659,6.52299431357392,7.89993285450591,10.1623987620587,9.90999221682299,9.55282695946214,9.42274472181455,10.0888085179982,8.66951110970457,9.06594306290256,9.01812331726741,8.49967774894509,8.84488371695302,8.12143545893073,7.98061615215579,8.35393661072981,8.2192295635774,8.49603451180858,8.23797228530452,8.43249038844952,8.44051808390672,7.97492643330277,8.69699548507837,8.78062154683588,9.79877274289691,8.56186662683027,9.72913063862801,10.2052600267567,9.37820309507016,9.79450962768839
ZBTB43,5.84200651872005,5.48183356242972,5.92991357611537,5.98214624495996,5.79098473362375,5.67916423487499,5.9467313810024,5.70501978096088,5.6016877104965,5.71423191087685,5.77908968696761,5.6319197332155,5.87188284108161,5.7860348915205,5.85823836051437,6.00691222858514,5.94204559865975,5.67855188156153,5.18415817515783,5.50769671371184,5.86193445154977,6.42679927243764,5.81756505786656,6.23546020291079,6.14004801514525,6.0996499876751,6.53009549970891,6.42268524001573,6.00776145063657,6.42981360103128,5.05789130850706,5.20550446779375,5.31519323160336,4.67393157807626,5.11894396691588,5.16327841195897,5.21720904423595,5.05489844371074,4.82997467864022,4.69819975506681,5.2711420999395,5.02570698622498,5.2415979638952,5.09069440072457,5.49050156709982,5.04607526309807,5.52958391326671,4.21044391647659,2.27467163364597,5.71038589430372,4.68380248061459,4.56858509923477,5.2694364877736,5.25282052866637,5.00208225336873,5.2007549553314,5.1548288161709,5.02681335077946,5.57016331974737,5.45808706337448,5.8142920741744,5.71265829601232,5.61837250675847,5.61967547840302,5.42149598332666,5.90521374305528,5.89274699365775,5.84620771354161,5.55248618397504,5.51743371282721,5.64092184646887,4.93408644753846,5.8203205223862,5.29349680709449,4.5895349887984,5.15409977848827,4.92967266874129
NMT1,6.19640554978033,6.09213774776705,6.24595751099264,6.34453823097588,6.36295145722151,6.07310583023717,6.57851397758253,6.58799150754272,6.47571198408215,6.37148223246786,6.46117447642273,6.1275618461713,6.10226661977477,6.08173695856066,6.38985333501577,6.31993292701959,6.58468303219629,6.24925940538848,6.36603237892956,6.1394025457834,6.52484531561798,6.62193733722781,6.32351611904899,6.77545775131589,6.50302500698693,6.7200779049722,6.60789485507449,6.58496553700324,7.02284072772617,6.9979334965809,6.30214773256199,5.93765047815004,5.96456315269752,6.15071460540347,5.80073851021747,5.69984767878001,5.89400404300244,5.82643621579997,6.32014734759502,6.43098135953293,5.65688419904107,6.4813625406477,6.13503037102814,5.50092885479812,5.94695997748881,6.36513247570475,6.26895248522982,6.17947353984045,6.52299431357392,6.02083722905607,5.73524025598746,6.18020464378309,5.91704336980018,5.9748704511826,5.67860740234104,5.68927595184764,6.09441014631346,5.73176587162787,5.78122834246454,6.21311472610431,6.1705339844255,6.27605914021311,6.40448565306997,6.51596954756377,6.0878432327226,6.1517298819316,6.43085194134156,6.22215088960575,6.25102942651699,6.41012213924611,6.48127099692365,5.55173900007296,6.21692927206357,5.73445122229441,5.99004305864007,5.70806637128818,5.88147756651037
LHPP,2.70867006399072,2.27467163364597,2.79887099702748,2.27467163364597,2.68502642667945,3.13571450504736,2.27467163364597,2.27467163364597,3.45488517496934,3.0794732217572,2.27467163364597,2.94472668072312,2.96225439621063,2.96641922596758,3.02913723612382,3.35093174241083,3.00669768842949,2.27467163364597,3.82511985250864,2.88745378590624,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,3.19500106372268,2.27467163364597,2.27467163364597,3.25419917664354,3.9639843754031,4.0503562354239,3.81215302843453,3.85792198370403,3.36508916967999,3.67072537023253,3.65097593785889,3.17775787846537,3.48618819665464,3.28310697660747,3.74172056646498,3.79907300067437,2.92609252877249,3.59815737267306,2.27467163364597,3.6480198139905,3.69092870274856,2.27467163364597,2.27467163364597,3.89511185564583,4.28579098059296,3.53493589859189,3.7417011695868,3.71660561901147,3.52264368861385,3.91300890673066,3.76369178592452,3.50052203745116,3.48361807837805,2.27467163364597,2.93032465486561,3.14491482862959,3.22156708131422,3.44663189088705,3.02337316448913,3.11072644179812,2.27467163364597,2.91468448625594,3.79732774347296,2.27467163364597,3.46632442752946,2.93008087413828,3.48602765972221,3.84584315762191,3.51434984700424,3.53314226974721
SH3KBP1,4.86644719391857,5.22808164658925,4.67551837592273,5.14060079946874,4.97257565091662,5.27285448382022,5.16175109446515,5.43049173495493,5.65213530899932,4.7742832634728,4.76969608341708,5.60035539142777,5.02141639590408,5.39248826236917,5.11791795917566,5.32611234694018,4.93301387818735,4.70444816507415,6.54606113239385,5.11696956350737,3.72709121299865,5.1678865297737,4.4649761015579,4.79949462732144,5.13883679782708,4.43483255194888,5.44675234195374,5.19118372680058,5.81845661904684,4.88977679336366,5.37717663056718,7.18071139052392,6.27550361855831,5.97630695805434,6.43705932708057,5.94176373139215,6.00881895535561,5.69931648553198,6.02555973512663,6.91560221638442,5.77607787118336,7.07523760616149,5.86698099892855,6.14067231232196,5.72505269185438,4.66413262001519,5.34372281488996,7.13758739200819,6.52299431357392,4.98355070620523,6.70445807499915,6.79080833482501,6.72551554258885,6.48132541065371,6.82549766556807,5.71084393869143,6.25666723200851,5.95911426314213,5.74816126557781,5.49741487639088,5.33762455097734,5.68416333235268,5.35268856658304,5.21460582960292,5.8369340731421,5.21072143391165,4.2042768983358,4.91611696805304,4.96308071523057,5.22563074914703,5.46018344829071,6.677696359914,5.36145127277895,6.19479926035249,6.30383168681942,6.3270592043798,6.49924568325263
AC011737.2,4.35368644743983,3.69436970098433,3.93044167838681,4.17443373412471,3.64848134048758,2.77666982319882,3.46611940942798,4.02600863362869,3.30356274662027,3.82896034880716,3.78781687333161,3.21412593526211,3.44458351807772,3.76866966504256,3.19364941983485,3.9247087249003,4.21731105290172,4.96161058656118,2.81358140327191,3.72512069793217,5.5392783364949,4.53379886695284,5.23549764968482,4.82904023376427,5.37330317476019,5.02931948783787,4.41610900782672,4.21749453531845,3.31375681733057,3.94721705533049,4.03193846358922,2.27467163364597,2.86812036868762,2.27467163364597,2.82594632619029,2.95217840446559,2.27467163364597,3.21088488150474,2.27467163364597,2.27467163364597,2.27467163364597,3.14536623376742,2.87370850722701,2.92609252877249,3.12884814580756,4.12656217789508,3.6480198139905,2.87207622704474,2.27467163364597,4.87324488436679,2.27467163364597,2.27467163364597,3.17951491732195,2.89493494160058,2.27467163364597,3.52264368861385,2.97320021696066,3.6174068314429,2.27467163364597,3.27099103237143,3.16004339310489,3.19425845875612,2.89461743940631,4.70390617303561,3.73504263013972,3.32225073306039,4.05523621290701,4.68943780863985,4.08862382923923,3.26353558283439,3.5972590291895,2.81962873917094,3.07403674037517,2.78125481747792,2.89354758033566,2.27467163364597,3.17818950604153
ARPC1B,5.61199274623305,6.15545129369541,5.81795400025787,5.7777703711197,5.66102929777136,6.32917519981431,7.12807746925749,6.1692848232689,7.00499130466537,6.12116393385348,6.36208876072458,5.93942217667725,6.10226661977477,5.72498504938883,6.17602106774414,5.87361005719678,6.00091854728469,6.10067633760583,8.447502288947,6.61556349309825,5.48239670033932,4.88735090204929,6.05661623470704,5.54344628472619,5.86340302388874,5.52031946201673,6.42651022801507,6.35225572254133,5.67662402228773,6.1412479788505,5.56758542522608,7.98218402058039,8.08300651524795,8.71674460356982,8.09911260254074,8.21384627048824,7.38740574314671,7.14366205955631,8.12880774319007,8.43107025708577,6.88785694756988,8.40267433019065,6.93128216070662,7.31325334144068,6.80260197740269,5.40339537901909,6.39627202038626,8.7468650708015,7.44811628867109,6.02083722905607,8.65289897414071,8.35496036032655,8.5294910189793,8.02893271813065,8.61398644443252,6.25552230427575,7.2570017102158,7.19829795933984,6.70941337044861,7.240118460015,6.49621666464683,6.38575878231159,6.24040361912645,6.10324938596679,6.1442353116341,5.91593755363779,5.16025462382822,5.69505444017895,5.7487600927002,7.24173817816403,6.85249235257885,8.62676533002092,6.36707843449529,8.24389501619128,9.03122969420391,8.29211734621019,8.41627349855019
PSMB10,4.13863416596301,4.03294746249094,4.0591601132285,4.28812231098875,4.04777811389418,4.43390124689908,4.84042154488646,4.10992790484514,4.42094036726508,4.06880010937249,3.9986708261197,4.29602523608866,3.76023853109006,4.01499199098947,3.73739538009536,4.06518955038417,4.21731105290172,4.19205632865224,6.43621826042815,4.25438100199917,3.13623053720799,3.56590683813212,3.69097032070697,3.61324394491296,4.24248738559069,3.47613154972447,4.32180393072312,4.29949155568957,4.43972388820309,3.94721705533049,4.13909706532723,6.41857594500964,5.98373355723891,6.479330925026,5.94261928888271,5.92454724136441,4.69540972776612,5.25091168429254,5.91211277935855,6.03107311101112,4.89822109992112,6.86615282542499,4.63309250364197,5.29215302420351,5.34109873911236,3.96823624685998,4.95313843687149,6.85202903464091,2.27467163364597,3.89898854825568,6.72774604633616,6.27702718450758,6.28931657231234,5.99567661842449,6.69973086591724,4.59191832918948,5.24714758546004,5.02681335077946,4.29354953582182,4.74478763308253,4.56887412798448,4.37504569633877,4.59290309133122,4.64050434926985,4.31994101783772,4.48568762313383,3.8853192685001,4.51389268346368,4.08862382923923,4.8560554757116,5.00907857654806,6.89692437005463,4.9183190993968,6.26460954673455,6.62869166243797,6.07830304993181,6.22346128035511
CAMLG,7.85764583480331,7.63227987684945,7.81157462297279,7.70460421637525,7.85960212383432,7.50591921014413,7.26553795565185,7.88742929287166,7.640499142651,8.00032668623534,7.57918357407326,7.61124494779343,7.79693718892706,7.72002833373961,7.88883266507024,8.12371824391474,7.68347694791021,7.51156296607777,6.95706395487966,7.59905428779521,7.98871643458372,7.92838476998887,7.48840705876462,7.74291842060691,7.7997579587199,7.79985570019259,8.00724881536381,7.82983919447469,7.93917434643426,7.63270562802662,7.7303829677019,7.25282348880822,7.16194243487822,7.0759071910203,7.08081457862322,7.5362809705868,7.58440715120369,7.43974156959736,7.92871156291835,6.89378714280736,7.65978175402393,6.95346635769798,7.37595570424716,7.57115417531228,7.44772113058684,7.75090281104502,7.64517139140947,6.88327497738085,6.52299431357392,7.47185920199035,6.60733595841947,6.8038369846246,6.80393960882224,7.01560157160918,7.00158296890728,7.40108488182942,6.89930670261989,7.69049361037684,7.64349866988434,7.51110799028009,7.45131936495575,7.44082611862548,7.3794551749179,7.31903013591687,7.56723182722101,7.61573093667429,7.66819355761665,7.53567080983698,7.64573352019228,7.67648177453523,7.52305815696993,6.70699991766895,7.90811248606373,6.91161596296309,7.11692593465997,7.00567461997535,7.21021123106573
PRKCB,4.01539247975762,3.9306648615585,3.78588989148271,3.03683493570436,3.79762698086005,4.85755329004825,4.41869072607357,4.26242014196839,5.15165831987972,4.4948473191472,4.53875002728888,4.83372689588372,4.53797458593143,4.01499199098947,4.83216272436904,4.41058914540614,4.31900128827759,3.96224001412815,5.26457692824559,4.57030574142303,3.83360076388609,3.83261006753536,3.44566382409592,3.75914332647958,4.37761298327362,3.93086618360234,4.10925988357408,4.37654307872901,4.43972388820309,3.70893348780344,3.78363219707379,6.17979565585183,5.84378539280234,5.31980730490605,5.44185655983345,5.03902241250416,5.92358666622539,4.982875500771,5.73637284993065,5.50264524560719,4.89822109992112,5.50766577984415,5.86698099892855,5.50092885479812,5.20894182631928,4.1986804125762,4.56401396613407,5.88111552791973,2.27467163364597,3.45193427817949,5.98871885466564,6.16002804383838,5.96353638260939,5.41740637901706,5.67860740234104,4.63909840631692,5.05594077003865,6.06048529981321,5.07506560772355,4.80996469218179,4.39943023311086,4.58201931926822,5.06508962990987,4.42987126430586,4.79285560340496,5.17505473344164,4.05523621290701,3.92959064489844,4.08862382923923,5.66051863775498,5.07413177231473,6.64778245696514,4.33644657846838,5.75082624056903,5.86047007540246,5.74287801119466,5.55728480107767
CLYBL,2.70867006399072,2.27467163364597,3.01203424014316,2.27467163364597,2.85307761849809,2.77666982319882,3.46611940942798,3.13891362422026,3.5857137483816,3.52430564213358,2.91582744106117,3.21412593526211,2.96225439621063,3.24401206959695,3.33015007810262,2.27467163364597,2.27467163364597,2.27467163364597,4.56792917375035,3.47458412216837,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,3.1292214971831,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.93700373187216,2.27467163364597,3.9639843754031,4.45248948071361,4.36551668228438,4.07655962899085,4.30171894916816,3.49473291128305,3.57732664057506,4.00490357716943,3.62005729805441,3.28310697660747,4.41242167678494,3.57893085782904,3.54697660720495,3.31357396161874,3.28857354798905,3.53570707090358,3.97888833787822,2.27467163364597,2.27467163364597,3.44899557130614,3.80975250905981,4.48537001162801,3.94731664500062,4.24345360265163,3.63394347693387,3.25334468934555,4.11543945869195,4.19280817146407,2.98603114422258,3.29192519603769,3.39196255632593,3.48804523634347,3.22156708131422,3.55195509195839,3.13607894323111,2.27467163364597,2.27467163364597,2.91468448625594,2.98060868512917,4.08927879257723,4.29763133921835,2.74009069409024,3.66092878784628,4.47150812987076,4.10240371381328,3.93930016447252
CNN2,5.09342633078622,5.5466517091156,5.27743275888514,4.39249877033267,5.42723188992503,5.64513290778809,5.60807357946466,5.75406886336446,6.53031138215198,5.91369075072832,6.16044985160782,5.75158127086049,5.11961256657935,6.0695462376213,6.03347424027879,5.87361005719678,5.10657115833688,4.70444816507415,6.80645998507057,6.46407146884299,3.72709121299865,4.7794706757736,3.44566382409592,4.49960950828957,4.49994680821409,4.51549434775639,5.40332815747646,4.87015176654339,4.76338085271425,4.39360346479084,5.56758542522608,6.96146906884129,6.47786407827103,6.59424107555882,6.7181993281092,6.88913848357091,7.05660557228761,6.80497139915033,6.98892432996069,6.91560221638442,6.27982805495602,7.0357813891586,6.58131478348215,6.45414023590858,6.41567930798901,5.51362855490654,6.11278455576724,7.22955482754804,2.27467163364597,5.18077212891983,7.53665292950769,6.8038369846246,7.20149424510831,6.67376125702796,7.15844600433136,5.94694951326338,6.32094183548248,7.27378083608417,6.29668780534153,6.68773305379673,6.05227755403882,6.26652657597632,5.535251613663,5.29748427579836,6.33786887458295,5.95804330068332,5.29124991339094,6.1074959604165,5.5220841920226,6.96942312007637,6.35848299463743,7.19435280694146,5.39714727798991,6.63307046538746,7.45871590673291,7.16708063245775,6.65744647056031
IFITM1,6.98199983831746,6.58092735128269,7.30455839539482,7.3846337432692,6.63377678496574,7.43362633664798,7.45945386785943,7.80900014407632,8.46954321476543,7.42454870882474,6.27393830301761,7.7916836649459,7.72234234788149,8.02342991267489,7.78191562553104,7.09185541508048,7.01274485489741,8.73011816123032,9.2784414587752,7.43129804158423,5.96882592736309,7.34683705076406,6.57418204785235,5.73908660021785,6.78099803670358,5.85425138241233,5.85279017134481,5.38218351134752,5.2435805150215,5.25267283850181,7.09779777404718,9.15599293750911,7.44259854914541,9.19407422357053,9.3563212675039,8.80270680488459,7.88271353513372,8.61895365892571,8.74087933572216,8.49033390773735,8.19042551595068,9.09634890025152,7.46855357428258,8.43361610745664,7.99902333925907,7.4960472255576,7.40464067788313,8.92980423596862,8.00679572564626,7.54387388089333,8.33496828497249,8.31008402874368,8.46670577110411,8.53219074010106,8.10450755710013,8.10538898069479,8.19473920979748,8.56123670256747,7.78776312821717,7.90009001380241,7.34956510580152,8.11635239898758,7.47827404863474,7.19676005017626,7.62756472557935,7.46417021137296,7.02027739717575,6.62731350373658,7.60324666000499,8.55911720907735,8.67685104609059,9.23724860671788,6.64922681235757,8.37281481258828,9.38734960432388,7.39055374775062,8.75433206944281
EPB41L4A-AS1,8.0525177525594,8.00168493624596,8.03415444355378,8.39148226075942,7.95438526121197,7.37820610171156,8.19782728727584,7.99254969714309,7.64667677785992,8.0219378675163,8.19137753485758,7.63072712427059,7.7451289592801,7.61121937864728,7.52504133921951,7.93703931409903,8.61266804544766,8.42253054041447,6.84990108266602,8.12867571381806,9.18933656242338,8.43954063548349,9.33154956224147,9.21825343029613,9.35840193282194,9.38966871852646,8.82641807591291,9.6547419311002,8.98736227639443,9.51371994989876,8.39402223948329,6.82611526103919,6.7696230857255,7.00978460271083,6.76648020308192,7.08305809351387,7.19575890808725,7.17035741401623,7.59023935655895,6.80305808700053,7.17307309741235,6.84347009800824,7.35371426728869,7.10796390149265,7.36600943460535,8.31825878114919,7.42463790325529,6.50874943424928,2.27467163364597,8.35990491664465,7.03818025245198,6.8038369846246,7.162371559988,6.92130361257253,6.97770984418657,7.60338387058497,7.1899371854852,7.49715254922103,7.12226800425134,7.51110799028009,7.85849549809776,7.65623586140353,7.92883360962367,8.0114119512947,7.47718953288494,7.76174733139451,8.10479258835086,8.42867921231158,7.87133843930274,7.7012856820375,7.88435095719789,6.69729833712597,8.41068096993329,6.71831303411027,6.92603272189909,6.80759918451655,6.92956337469743
ICAM3,7.37648152410439,6.76765727569631,6.9744423628938,6.82190476922508,7.14512867044496,7.1077842261189,6.94911896634735,7.1578084675172,7.30769342046456,7.20014496237151,6.69614525806476,7.71345129259,7.30834924493968,7.08080285577753,7.65192551406708,7.44728801956691,6.4647287255629,6.82307292602583,7.95406956280566,7.2912708121614,5.45307137114556,6.76645931107053,6.26131322833299,6.1236989707899,6.51689914651253,5.96855918666773,6.00486802228758,6.42268524001573,6.00776145063657,6.65509237250069,6.91565443909662,7.74040970717027,7.47665258880982,8.14918585722613,7.78961367000606,8.01597024654583,7.92693815968076,7.73610657111645,8.26368406420082,8.00276811845531,7.33598403854931,7.80694881427461,7.4958877835123,7.95651321965775,7.55886618059482,6.70141804312662,7.40464067788313,7.65432622172572,7.44811628867109,7.24217732610489,7.83313367060205,8.18641647771472,7.91676462673633,7.74714185236224,7.97197648158089,6.70348060837336,7.21264092594808,7.03430717232237,7.30273151736858,7.43302195896966,6.81875556887209,7.1773300043761,7.20394797053709,6.87649833141634,7.48807952770422,7.24488587750836,7.32124565449956,6.82124053121337,7.1111859389123,7.1485670204456,7.00740914883626,7.98938477399439,6.67820598832132,7.60889948612616,8.12431658697571,7.69396663977312,7.9663620969202
HMGB2,7.40683101040776,7.50895633237011,7.73487455914383,7.72360727591082,7.77901581411666,7.97177371513131,7.99547803442655,7.41406914139633,8.15987429825802,7.66884911463538,7.65768165307802,8.27525782966956,7.95513358847734,7.99163355810112,7.732236963825,8.00990550841612,7.24861811063748,7.51156296607777,7.89316768129856,7.67613446052718,6.45326967178223,6.49483746747353,6.87301916604323,6.35898164095633,6.04728382762517,6.41330521622724,7.44503924722217,7.39586347154157,7.49091346608596,6.87555185749384,7.64102594501839,8.62893397590766,8.37053086047966,9.99005459498317,8.44543374417185,9.17151814823113,8.5670151414846,8.66843610404255,9.39170654521529,8.06745079197738,8.3756484074212,7.73492465175495,8.54181288875564,8.2122692474663,8.55595704015064,7.16964417249354,8.42123779834489,8.30744905502327,7.44811628867109,7.39605410728498,9.9491055495534,8.8666164953406,9.26532176506474,8.58092120717219,9.76937204570095,8.09729165788597,8.32015896638493,8.16254722602792,8.065962818457,7.97085847575859,7.66701701393704,7.9512723040919,7.97640668770971,7.4761991178977,7.32757519731101,7.9050613699798,7.30607766274079,7.64207563317602,7.44382514644641,8.10599749524174,8.15102787345989,7.59476664519605,7.78387144427211,9.39380741925415,9.39705657081499,9.79694453956964,9.78171143373637
